epci,libelle_epci,population_carto,effectif_cumu_termine,taux_vaccination_adultes,EPCI 2020,Nom,niveau_vie_median,interdecile,dep,pauvrete40,pauvrete60,vaccination_septembre
200070233,"CC TERRES DE MONTAIGU, COMMUNAUTE DE COMMUNES MONTAIGU ROCHESERVIERE",10680,33430,313.0,200070233.0,"Terres-de-Montaigu, communauté de communes Montaigu-Rocheservière",21230.0,"2,3",85,"5,0","10,6",86.5
200070282,CC LAVALETTE TUDE DRONNE,2570,11880,462.3,200070282.0,Lavalette Tude Dronne,18670.0,"3,0",16,"12,7","25,8",81.7
200070290,CC COEUR DU PAYS HAUT,2470,14480,586.2,200070290.0,Coeur du Pays Haut,20140.0,"3,5",55,"13,7","23,6",74.7
200070308,CA MACONNAIS BEAUJOLAIS AGGLOMERATION,9270,55820,602.2,200070308.0,Mâconnais Beaujolais Agglomération,20970.0,"3,2",71,"12,1","21,7",81.5
200070316,"CC ENTRE ARROUX, LOIRE ET SOMME",3570,16060,449.9,200070316.0,"Entre Arroux, Loire et Somme",19730.0,"2,6",71,"9,5","19,7",85.5
200070324,CC DU TERRITOIRE DE LUNEVILLE A BACCARAT,4890,27430,560.9,200070324.0,Le Territoire de Lunéville à Baccarat,19620.0,"2,9",54,"14,0","24,5",81.9
200070332,CC DES SAVOIR FAIRE,2310,10240,443.3,200070332.0,Les Savoir-Faire,19560.0,"2,7",70,"9,8","20,6",80.5
200070340,CC HAUTE MAURIENNE VANOISE,1060,5980,564.2,200070340.0,Haute-Maurienne Vanoise,21710.0,"2,8",73,"6,9","14,6",80.1
200070365,CC CORBIERES SALANQUE MEDITERRANEE,2370,14610,616.5,200070365.0,Corbières Salanque Méditerranée,18480.0,"3,2",66,"16,5","30,3",73.3
200070373,CC LOIR LUCE BERCE,3320,16090,484.6,200070373.0,Loir-Lucé-Bercé,19380.0,"2,8",72,"10,5","21,1",82.8
200070407,CA PAYS D ISSOIRE,6900,37430,542.5,200070407.0,Pays d'Issoire,20520.0,"2,8",63,"8,9","18,9",80.6
200070431,CC SAINT MARCELLIN VERCORS ISERE COMMUNAUTE,4870,29630,608.4,200070431.0,Saint-Marcellin Vercors Isère Communauté,21290.0,"2,7",38,"7,6","16,9",77.4
200070449,CC INTER CAUX VEXIN,6370,39340,617.6,200070449.0,Inter-Caux-Vexin,23730.0,"2,6",76,"5,0","9,3",88.8
200070464,CC COUR DE MAURIENNE ARVAN,2660,9950,374.1,200070464.0,Cœur de Maurienne Arvan,21850.0,"2,8",73,"7,2","15,8",78.9
200070506,CC PAYS DE NEXON MONTS DE CHALUS,1750,9020,515.4,200070506.0,Pays de Nexon Monts de Chalus,20130.0,"2,7",87,"9,1","19,3",83.9
200070514,CA DU GRAND COGNAC,12610,46630,369.8,200070514.0,Le Grand Cognac,21300.0,"3,1",16,"9,0","17,5",78.2
200070530,CC DU GRAND AUTUNOIS MORVAN,4970,23670,476.3,200070530.0,Le Grand Autunois Morvan,19540.0,"2,9",71,"11,4","21,8",81.6
200070548,CC LA CLAYETTE CHAUFFAILLES EN BRIONNAIS,2330,10380,445.5,200070548.0,La Clayette Chauffailles en Brionnais,19820.0,"2,6",71,"7,9","17,7",81.4
200070555,CC DE LA VEYLE,2710,15450,570.1,200070555.0,La Veyle,21890.0,"2,5",01,"5,5","13,0",82.7
200070563,CC TERRES TOULOISES,8530,28880,338.6,200070563.0,Terres Touloises,21050.0,"2,9",54,"10,4","19,8",82.4
200070571,CC COUR DE BERRY,930,4730,508.6,200070571.0,Cœur de Berry,21710.0,"2,6",18,"6,0","12,6",84.7
200070589,CC DE SEILLE ET GRAND COURONNE,1500,13030,868.7,200070589.0,Seille et Grand Couronné,23380.0,"2,7",54,"5,0","9,7",84.5
200070647,CA BERGERACOISE,9510,41540,436.8,200070647.0,Bergeracoise,19480.0,"3,1",24,"14,1","25,1",77.1
200070662,CC BRETAGNE PORTE DE LOIRE COMMUNAUTE,2300,20920,909.6,200070662.0,Bretagne porte de Loire Communauté,20440.0,"2,4",35,"5,9","14,4",81.6
200070670,CC DU PAYS DE DOL ET DE LA BAIE DU MONT SAINT MICHEL,3130,16090,514.1,200070670.0,Le Pays de Dol et de la Baie du Mont-Saint-Michel,19500.0,"2,6",35,"8,7","19,1",82.9
200070688,CC COUESNON MARCHES DE BRETAGNE,4470,14690,328.6,200070688.0,Couesnon Marches de Bretagne,19540.0,"2,4",35,"7,6","17,8",82.3
200070712,CC THIERS DORE ET MONTAGNE,4600,25360,551.3,200070712.0,Thiers Dore et Montagne,18900.0,"2,9",63,"13,1","25,1",79.9
200070720,CC MEDOC ATLANTIQUE,4180,21590,516.5,200070720.0,Médoc Atlantique,20580.0,"3,2",33,"9,5","19,1",80.3
200070738,CC MAD ET MOSELLE,2890,13190,456.4,200070738.0,Mad et Moselle,22520.0,"2,7",57,"5,0","11,4",82.0
200070746,CA SARREGUEMINES CONFLUENCES,8080,41180,509.7,200070746.0,Sarreguemines Confluences,20950.0,"3,2",67,"11,8","20,9",76.4
200070753,CA RIOM LIMAGNE ET VOLCANS,6480,47740,736.7,200070753.0,Riom Limagne et Volcans,23240.0,"2,8",63,"6,4","12,7",84.5
200070761,CC AMBERT LIVRADOIS FOREZ,4650,17920,385.4,200070761.0,Ambert Livradois Forez,19310.0,"2,9",63,"11,1","23,5",76.6
200070779,CC BRIE DES RIVIERES ET CHATEAUX,2520,26020,1032.5,200070779.0,Brie des Rivières et Châteaux,25240.0,"2,6",77,"5,0","7,9",80.3
200070787,CC DU PLATEAU DE LANNEMEZAN,2650,11910,449.4,200070787.0,Le Plateau de Lannemezan,20180.0,"2,8",65,"10,4","21,1",79.8
200070795,CC DU PAYS DE TRIE ET DU MAGNOAC,1140,4480,393.0,200070795.0,Le Pays de Trie et du Magnoac,18970.0,"3,0",65,"11,8","25,7",78.1
200070803,CC DES COTEAUX DU VAL D ARROS,1240,7560,609.7,200070803.0,Les Coteaux du Val-d'Arros,21120.0,"2,6",65,"5,8","15,2",81.9
200070811,CC PYRENEES VALLEES DES GAVES,2500,10920,436.8,200070811.0,Pyrénées Vallées des Gaves,20400.0,"2,8",65,"7,0","16,7",82.1
200070829,CC NESTE BAROUSSE,1120,4680,417.9,200070829.0,Neste Barousse,19880.0,"2,9",65,"10,5","21,1",77.0
200070845,CC ORNE LORRAINE CONFLUENCES,5440,34440,633.1,200070845.0,Orne Lorraine Confluences,20010.0,"2,9",54,"11,8","22,1",78.0
200070852,CC USSES ET RHONE,1400,11610,829.3,200070852.0,Usses et Rhône,27080.0,"3,9",74,"5,1","10,5",69.0
200070894,CC DE GEVREY CHAMBERTIN ET DE NUITS SAINT GEORGES,3310,20810,628.7,200070894.0,Gevrey-Chambertin et de Nuits-Saint-Georges,23600.0,"2,8",21,"5,0","9,5",83.6
200070902,CC AUXONNE PONTAILLER VAL DE SAONE,2100,14790,704.3,200070902.0,Auxonne Pontailler Val de Saône,20460.0,"2,5",21,"6,7","16,1",79.7
200070910,CC TILLE ET VENELLE,980,3330,339.8,200070910.0,Tille et Venelle,21520.0,"2,5",21,"6,4","13,2",82.4
200070928,CC TERRE DE PICARDIE,1420,12000,845.1,200070928.0,Terre de Picardie,18950.0,"2,8",80,"12,8","24,8",83.8
200070936,CC PONTHIEU MARQUENTERRE,3770,23450,622.0,200070936.0,Ponthieu-Marquenterre,19400.0,"2,9",80,"10,8","21,7",88.6
200070944,CC DU VIMEU,4730,15810,334.2,200070944.0,Le Vimeu,19160.0,"2,6",80,"11,3","22,3",86.5
200070951,CC DU TERRITOIRE NORD PICARDIE,2790,21290,763.1,200070951.0,Le Territoire Nord Picardie,20230.0,"2,9",80,"10,8","20,8",86.4
200070969,CC AVRE LUCE NOYE,2630,14550,553.2,200070969.0,Avre Luce Noye,21510.0,"2,7",80,"7,1","15,6",85.8
200070977,CC DU GRAND ROYE,3200,16570,517.8,200070977.0,Le Grand Roye,19290.0,"2,8",80,"13,4","25,1",82.6
200070985,CC DE L EST DE LA SOMME,2080,13430,645.7,200070985.0,L'Est de la Somme,18640.0,"2,9",80,"14,8","27,1",82.1
200070993,CA DE LA BAIE DE SOMME,6420,33830,526.9,200070993.0,La Baie de Somme,18930.0,"3,1",80,"15,8","27,4",85.7
200071017,CC DES TERRES D AUXOIS,2230,10280,461.0,200071017.0,Les Terres d'Auxois,20370.0,"2,8",21,"9,2","18,9",79.8
200071025,CC HAUTE PROVENCE PAYS DE BANON,1170,5620,480.3,200071025.0,Haute-Provence-Pays de Banon,20040.0,"3,3",04,"11,5","22,6",63.1
200071033,CC JABRON LURE VANÇON DURANCE,750,3130,417.3,200071033.0,Jabron-Lure-Vançon-Durance,20410.0,"3,0",26,"9,5","18,9",66.3
200071041,CC DU CHAOURÇOIS ET DU VAL D ARMANCE,1300,6770,520.8,200071041.0,Le Chaourçois et du Val d'Armance,19540.0,"2,8",10,"10,7","20,1",82.3
200071058,CC LES AVANT MONTS,5640,18440,327.0,200071058.0,Les Avant-Monts,19480.0,"3,0",34,"12,0","23,5",76.8
200071066,CA DE SAINT DIE DES VOSGES,8300,48560,585.1,200071066.0,Saint-Dié-des-Vosges,19060.0,"2,9",88,"13,0","24,2",77.1
200071074,CC LES PORTES DE L ILE DE FRANCE,1780,14850,834.3,200071074.0,Les Portes de l'Ile de France,23290.0,"2,9",78,"7,4","14,6",79.9
200071082,CA MONTLUÇON COMMUNAUTE,8070,41700,516.7,200071082.0,Montluçon Communauté,19700.0,"3,1",03,"16,0","25,9",81.8
200071116,CA ECLA (ESPACE COMMUNAUTAIRE LONS AGGLOMERATION),6460,24000,371.5,200071116.0,ECLA  (Espace Communautaire Lons Agglomération),20990.0,"3,1",39,"11,8","21,6",77.3
200071140,CA MOULINS COMMUNAUTE,11780,45100,382.9,200071140.0,Moulins Communauté,20310.0,"2,9",58,"12,2","22,0",82.7
200071157,CC DES HAUTES VOSGES,5440,24580,451.8,200071157.0,Les Hautes-Vosges,20080.0,"2,7",88,"7,9","17,2",80.0
200071165,CA LES SABLES D OLONNE AGGLOMERATION,9630,43990,456.8,200071165.0,Les Sables d'Olonne Agglomération,22160.0,"3,0",85,"6,0","13,5",85.2
200071173,CC DU PAYS ARNAY LIERNAIS,1100,4790,435.5,200071173.0,Le Pays Arnay Liernais,19530.0,"2,7",21,"9,0","20,0",80.1
200071181,CC SOMME SUD OUEST,3650,26530,726.8,200071181.0,Somme Sud-Ouest,20360.0,"2,9",80,"9,7","19,3",87.1
200071199,CC PLAINE LIMAGNE,2650,13790,520.4,200071199.0,Plaine Limagne,20810.0,"2,6",63,"7,0","16,2",81.5
200071207,CC DE POUILLY EN AUXOIS/BLIGNY SUR OUCHE,1160,5770,497.4,200071207.0,Pouilly-en-Auxois/Bligny-sur-Ouche,21030.0,"2,8",21,"7,9","17,5",79.8
200071215,CC CHAVANON COMBRAILLES ET VOLCANS,2300,8670,377.0,200071215.0,Chavanon Combrailles et Volcans,19130.0,"2,7",63,"8,8","22,5",81.0
200071223,CC NIEVRE ET SOMME,5610,19460,346.9,200071223.0,Nièvre et Somme,19990.0,"2,6",80,"9,9","20,5",85.7
200071298,CC DES TERRES DU LAURAGAIS,3140,27320,870.1,200071298.0,Les Terres du Lauragais,23090.0,"2,8",31,"5,3","12,4",81.1
200071314,CC DES HAUTS TOLOSANS,2440,22300,913.9,200071314.0,Les Hauts Tolosans,23150.0,"2,9",31,"6,7","13,9",77.2
200071363,CA VICHY COMMUNAUTE,11360,58170,512.1,200071363.0,Vichy Communauté,19990.0,"3,2",03,"14,1","24,2",81.8
200071371,CC BRESSE ET SAONE,2900,17290,596.2,200071371.0,Bresse et Saône,21620.0,"2,5",01,"5,2","12,9",83.7
200071389,CC SAINT POURÇAIN SIOULE LIMAGNE,4640,22350,481.7,200071389.0,Saint-Pourçain Sioule Limagne,19760.0,"2,8",03,"10,3","21,1",80.6
200071405,CC ARDECHE RHONE COIRON,2470,13400,542.5,200071405.0,Ardèche Rhône Coiron,20210.0,"3,0",07,"12,5","23,1",70.3
200071413,CA PRIVAS CENTRE ARDECHE,5420,29710,548.2,200071413.0,Privas Centre Ardèche,20130.0,"2,9",07,"11,7","22,0",74.5
200071454,CA EVREUX PORTES DE NORMANDIE,14500,72180,497.8,200071454.0,Evreux Portes de Normandie,20740.0,"3,2",27,"14,7","24,2",79.4
200071470,CC ENTR ALLIER BESBRE ET LOIRE,3520,16600,471.6,200071470.0,Entr'Allier Besbre et Loire,18800.0,"2,7",03,"11,7","23,8",82.2
200071496,CC DU BOCAGE BOURBONNAIS,2000,8450,422.5,200071496.0,Le Bocage Bourbonnais,19150.0,"3,0",03,"13,3","25,0",76.1
200071504,CC DES COLLINES DU PERCHE NORMAND,1690,8120,480.5,200071504.0,Les Collines du Perche Normand,20090.0,"2,7",61,"8,6","18,3",81.7
200071512,CC COMMENTRY MONTMARAULT NERIS COMMUNAUTE,3820,17360,454.5,200071512.0,Commentry Montmarault Néris Communauté,19610.0,"2,8",03,"11,4","22,5",81.7
200071520,CC DOMFRONT TINCHEBRAY INTERCO,2170,10870,500.9,200071520.0,Domfront Tinchebray Interco,19260.0,"2,6",61,"9,5","19,7",84.6
200071538,CC TERRES DE BRESSE,4310,15550,360.8,200071538.0,Terres de Bresse,20670.0,"2,5",71,"6,1","14,9",83.0
200071546,CC SUD RETZ ATLANTIQUE,2670,16500,618.0,200071546.0,Sud Retz Atlantique,20020.0,"2,5",44,"7,1","16,5",80.4
200071553,CC LOIRE LAYON AUBANCE,11630,39010,335.4,200071553.0,Loire Layon Aubance,21560.0,"2,5",49,"5,0","11,2",85.3
200071579,CC BRESSE LOUHANNAISE INTERCOM,3900,19190,492.1,200071579.0,Bresse Louhannaise Intercom',19800.0,"2,7",71,"9,9","20,0",80.3
200071587,CC LOCHES SUD TOURAINE,7250,35920,495.4,200071587.0,Loches Sud Touraine,19790.0,"2,7",37,"9,0","19,0",83.1
200071595,"CC ARBOIS, POLIGNY, SALINS, COUR DU JURA",2890,13830,478.5,200071595.0,"Arbois, Poligny, Salins, Cœur du Jura",20590.0,"2,8",39,"7,5","16,9",78.2
200071629,CC CHALLANS GOIS COMMUNAUTE,6710,34900,520.1,200071629.0,Challans-Gois Communauté,20230.0,"2,6",85,"6,3","15,6",82.9
200071645,CC SAINT CYR MERE BOITIER ENTRE CHAROLAIS ET MACONNAIS,1100,5250,477.3,200071645.0,Saint Cyr Mère Boitier entre Charolais et Mâconnais,20480.0,"2,8",71,"8,0","17,8",80.8
200071652,CC DU PAYS FERTOIS ET DU BOCAGE CARROUGIEN,570,3270,573.7,200071652.0,Le Pays Fertois et du Bocage Carrougien,19630.0,"2,6",61,"8,3","18,3",82.7
200071678,CA DU CHOLETAIS,23400,71020,303.5,200071678.0,Le Choletais,20420.0,"2,7",49,"8,3","17,3",82.5
200071751,CA DU BASSIN DE BOURG EN BRESSE,17550,91540,521.6,200071751.0,Le Bassin de Bourg-en-Bresse,21460.0,"2,9",01,"9,6","18,4",81.6
200071769,CC PICARDIE DES CHATEAUX,2280,10970,481.1,200071769.0,Picardie des Châteaux,19630.0,"2,8",02,"10,9","22,9",80.6
200071777,"CC D ARCIS, MAILLY, RAMERUPT",1200,7030,585.8,200071777.0,"Arcis, Mailly, Ramerupt",20280.0,"2,9",10,"9,0","19,6",82.5
200071785,CA CHAUNY TERGNIER LA FERE,5190,36430,701.9,200071785.0,Chauny-Tergnier-La Fère,18530.0,"3,0",02,"18,2","30,2",79.5
200071819,CC DU PERIGORD NONTRONNAIS,2380,10310,433.2,200071819.0,Le Périgord Nontronnais,18700.0,"2,9",24,"12,1","24,6",79.5
200071827,CA DU GRAND ANGOULEME,18960,97640,515.0,200071827.0,Le Grand Angoulême,20560.0,"3,1",16,"13,9","22,7",81.6
200071843,CC DU VEXIN NORMAND,2660,21080,792.5,200071843.0,Le Vexin Normand,20680.0,"2,7",27,"9,4","19,5",80.7
200071850,CC DU PITHIVERAIS GATINAIS,2930,16330,557.3,200071850.0,Le Pithiverais-Gâtinais,20910.0,"2,7",45,"8,5","18,3",79.0
200071868,CC DES VALLEES DU HAUT ANJOU,2870,23490,818.5,200071868.0,Les Vallées du Haut-Anjou,20030.0,"2,4",49,"6,3","16,2",84.6
200071876,CA SAUMUR VAL DE LOIRE,12190,65920,540.8,200071876.0,Saumur Val de Loire,19450.0,"2,8",49,"10,5","20,9",82.0
200071884,CC LE GRAND CHAROLAIS,5830,27400,470.0,200071884.0,Le Grand Charolais,19520.0,"2,7",71,"9,6","20,2",84.3
200071892,CA DU SAINT QUENTINOIS,7890,52770,668.8,200071892.0,Le Saint-Quentinois,18320.0,"3,3",02,"21,6","33,4",82.5
200071900,CC VENDEE GRAND LITTORAL,5490,27470,500.4,200071900.0,Vendée Grand Littoral,20910.0,"2,6",85,"5,8","14,3",83.1
200071918,CC DU PAYS DE SAINT FULGENT LES ESSARTS,2270,19120,842.3,200071918.0,Le Pays de Saint-Fulgent - Les Essarts,20730.0,"2,2",85,"5,0","12,3",85.3
200071926,CC DU LIMOUXIN,4240,17880,421.7,200071926.0,Le Limouxin,18470.0,"3,2",11,"16,6","28,9",74.0
200071934,CC PAYS DE FONTENAY VENDEE,6190,24020,388.0,200071934.0,Pays de Fontenay-Vendée,19600.0,"2,8",85,"9,8","20,0",78.9
200071942,CC HAUT LIMOUSIN EN MARCHE,3310,15560,470.1,200071942.0,Haut Limousin en Marche,18210.0,"3,0",87,"14,4","27,4",82.9
200071967,CC PAYS D EVIAN VALLEE D ABONDANCE,3550,26150,736.6,200071967.0,Pays d'Évian Vallée d'Abondance,26990.0,"3,6",74,"5,2","10,6",70.6
200071983,CC THIERACHE SAMBRE ET OISE,1560,10620,680.8,200071983.0,Thiérache Sambre et Oise,17510.0,"3,1",02,"20,9","34,2",82.8
200071991,CC RETZ EN VALOIS,2330,18610,798.7,200071991.0,Retz-en-Valois,20510.0,"2,8",02,"9,0","19,4",79.1
200072007,CC DE LA MONTAGNE D ARDECHE,670,2770,413.4,200072007.0,La Montagne d'Ardèche,17440.0,"2,9",07,"12,1","28,0",75.1
200072015,CA ANNONAY RHONE AGGLO,5530,32830,593.7,200072015.0,Annonay Rhône Agglo,20770.0,"2,8",07,"9,9","19,4",77.4
200072023,CC COUR DE CHARENTE,2830,14930,527.6,200072023.0,Cœur de Charente,19320.0,"2,8",16,"10,8","21,8",82.3
200072031,CA DE LA REGION DE CHATEAU THIERRY,10310,34660,336.2,200072031.0,La Région de Château-Thierry,20070.0,"3,0",02,"12,6","23,0",78.8
200072049,CC DE CHARENTE LIMOUSINE,5230,24100,460.8,200072049.0,Charente Limousine,18420.0,"2,9",16,"13,4","26,4",82.0
200072056,CC PORTE DU JURA,1410,6620,469.5,200072056.0,Porte du Jura,20390.0,"2,6",39,"8,6","19,3",76.8
200072064,CC VAL DE CHER CONTROIS,6700,32210,480.7,200072064.0,Val-de-Cher-Controis,20160.0,"2,7",41,"8,6","18,4",81.4
200072072,CA TERRITOIRES VENDOMOIS,6800,37000,544.1,200072072.0,Territoires Vendômois,20700.0,"2,8",41,"9,4","17,9",85.2
200072080,CC DU PAYS DE SAINT ELOY,2190,9860,450.2,200072080.0,Le Pays de Saint-Éloy,18550.0,"2,8",63,"13,0","26,7",78.7
200072098,CC COMBRAILLES SIOULE ET MORGE,2600,13160,506.2,200072098.0,Combrailles Sioule et Morge,21440.0,"2,6",63,"6,0","14,3",81.2
200072106,CC ADOUR MADIRAN,3510,16220,462.1,200072106.0,Adour Madiran,19480.0,"2,8",65,"9,8","21,3",79.2
200072130,CA DU PAYS DE MEAUX,21940,65460,298.4,200072130.0,Le Pays de Meaux,21420.0,"3,2",77,"13,1","23,1",76.2
200072304,CC VALLEE DE L UBAYE SERRE PONÇON,880,4850,551.1,200072304.0,Vallée de l'Ubaye - Serre-Ponçon,19600.0,"3,1",04,"9,7","21,9",70.6
200072312,CA SEINE NORMANDIE AGGLOMERATION,11200,55030,491.3,200072312.0,Seine Normandie Agglomération,21850.0,"3,1",27,"10,4","19,3",80.6
200072320,CC VAL DE GERS,1460,6680,457.5,200072320.0,Val de Gers,19950.0,"2,8",32,"10,3","21,6",80.2
200072346,CA DU PAYS DE FONTAINEBLEAU,15380,46830,304.5,200072346.0,Le Pays de Fontainebleau,26580.0,"3,7",77,"6,5","11,8",82.0
200072452,CA FOUGERES AGGLOMERATION,6570,38480,585.7,200072452.0,Fougères Agglomération,19880.0,"2,6",35,"9,2","18,3",83.0
200072460,"CA DE BETHUNE BRUAY, ARTOIS LYS ROMANE",35930,192490,535.7,200072460.0,"Béthune-Bruay, Artois-Lys Romane",18490.0,"2,9",62,"16,2","28,7",84.0
200072478,CC PAYS D OPALE,1920,16280,847.9,200072478.0,Pays d'Opale,19000.0,"2,8",62,"11,9","23,9",84.6
200072544,CC DES DEUX MORIN,2720,16650,612.1,200072544.0,Les Deux Morin,21490.0,"2,8",77,"8,8","17,7",78.5
200072635,CC PYRENEES HAUT GARONNAISES,2430,10450,430.0,200072635.0,Pyrénées Haut Garonnaises,19940.0,"2,9",31,"10,7","21,7",77.8
200072643,CC COUR ET COTEAUX DU COMMINGES,6330,28320,447.4,200072643.0,Cœur et Coteaux du Comminges,19310.0,"3,2",31,"15,5","26,6",75.9
200072650,CC TOURAINE VALLEE DE L INDRE,5650,37530,664.2,200072650.0,Touraine Vallée de l'Indre,22360.0,"2,5",37,"5,0","10,4",86.5
200072668,CC TOURAINE VAL DE VIENNE,3510,17120,487.7,200072668.0,Touraine Val de Vienne,19290.0,"2,7",37,"9,4","20,3",82.3
200072676,CC MAINE SAOSNOIS,3570,18660,522.7,200072676.0,Maine Saosnois,19540.0,"2,6",72,"10,0","20,5",82.4
200072684,CC LE GESNOIS BILURIEN,3540,20960,592.1,200072684.0,Le Gesnois Bilurien,20790.0,"2,4",72,"6,2","14,1",86.0
200072692,CC DES VALLEES DE LA BRAYE ET DE L ANILLE,2190,10410,475.3,200072692.0,Les Vallées de la Braye et de l'Anille,20160.0,"2,5",72,"8,3","17,4",82.5
200072700,CC HAUTE SARTHE ALPES MANCELLES,2860,15180,530.8,200072700.0,Haute Sarthe Alpes Mancelles,19780.0,"2,5",72,"8,2","18,0",84.8
200072718,CC DE LA CHAMPAGNE CONLINOISE ET DU PAYS DE SILLE,3510,12250,349.0,200072718.0,La Champagne Conlinoise et du Pays de Sillé,20220.0,"2,6",72,"8,5","17,6",85.4
200072726,CC CHATEAUBRIANT DERVAL,5720,28850,504.4,200072726.0,Châteaubriant-Derval,19130.0,"2,6",44,"10,9","22,2",80.1
200072734,CC ESTUAIRE ET SILLON,2610,26280,1006.9,200072734.0,Estuaire et Sillon,22620.0,"2,4",44,"5,0","10,4",83.8
200072825,CC MIREBELLOIS ET FONTENOIS,1150,8500,739.1,200072825.0,Mirebellois et Fontenois,22510.0,"2,6",21,"5,0","11,2",84.0
200072874,CC VAL BRIARD,1840,18720,1017.4,200072874.0,Val Briard,24850.0,"2,6",77,"5,0","8,4",80.1
200072882,CC DE VIE ET BOULOGNE,5380,30380,564.7,200072882.0,Vie et Boulogne,20750.0,"2,4",85,"5,0","13,0",84.0
200072981,CC TOURAINE OUEST VAL DE LOIRE,4360,22770,522.2,200072981.0,Touraine Ouest Val de Loire,20180.0,"2,7",37,"8,4","18,0",83.5
200072999,CC DU GRAND LANGRES,2580,13860,537.2,200072999.0,Le Grand Langres,20450.0,"2,8",52,"10,3","19,4",80.1
200073013,CC CARNELLE PAYS DE FRANCE,7950,21800,274.2,200073013.0,Carnelle Pays-De-France,26380.0,"2,8",95,"5,0","8,4",81.2
200073096,CA ARCHE AGGLO,13130,38350,292.1,200073096.0,Arche Agglo,21090.0,"2,8",26,"8,3","17,7",78.5
200073104,CC DE L ILE ROUSSE BALAGNE,2080,7070,339.9,200073104.0,L'Île-Rousse - Balagne,18900.0,"3,7",2B,"14,7","27,0",73.4
200073112,CC SUD SARTHE,3180,15500,487.4,200073112.0,Sud Sarthe,19460.0,"2,5",72,"9,4","19,3",82.5
200073120,CC NEBBIU CONCA D ORO,1340,4490,335.1,200073120.0,Nebbiu - Conca d'Oro,19610.0,"3,7",2B,"13,0","24,7",73.3
200073138,CC PASQUALE PAOLI,810,3370,416.0,200073138.0,Pasquale Paoli,18730.0,"3,5",2B,"15,7","27,6",71.2
200073146,CC CAGIRE GARONNE SALAT,3230,11760,364.1,200073146.0,Cagire Garonne Salat,19960.0,"3,0",31,"11,4","22,3",76.3
200073161,CC TOURAINE EST VALLEES,3730,28190,755.8,200073161.0,Touraine-Est Vallées,22850.0,"2,7",37,"5,0","11,0",85.9
200073237,CC DE GATINE ET CHOISILLES PAYS DE RACAN,1710,14900,871.3,200073237.0,Gâtine et Choisilles - Pays de Racan,21880.0,"2,6",37,"5,0","12,1",85.4
200073245,CC DU BASSIN D AUBENAS,5470,25890,473.3,200073245.0,Le Bassin d'Aubenas,19540.0,"3,1",07,"13,2","24,7",73.0
200073252,CC DE LA CASTAGNICCIA CASINCA,1370,7350,536.5,200073252.0,La Castagniccia-Casinca,17850.0,"3,4",2B,"18,7","32,6",64.7
200073260,CC SUD VENDEE LITTORAL,9790,38780,396.1,200073260.0,Sud Vendée Littoral,19880.0,"2,6",85,"7,8","18,0",80.8
200073344,CA RAMBOUILLET TERRITOIRES,16530,54140,327.5,200073344.0,Rambouillet Territoires,27480.0,"3,0",78,"5,0","8,1",82.6
200073393,CC DES RIVES DU HAUT ALLIER,2580,10870,421.3,200073393.0,Les Rives du Haut-Allier,18360.0,"2,8",43,"11,4","26,0",76.2
200073401,CC MEZENC LOIRE MEYGAL,1600,7230,451.9,200073401.0,Mézenc-Loire-Meygal,19810.0,"2,6",43,"7,9","18,9",76.3
200073419,CA DU PUY EN VELAY,10160,55690,548.1,200073419.0,Le Puy-en-Velay,20110.0,"2,9",43,"11,0","21,4",78.7
200073427,CC MARCHES DU VELAY ROCHEBARON,4110,20770,505.4,200073427.0,Marches du Velay-Rochebaron,21200.0,"2,6",43,"5,8","14,7",79.0
200077014,CA VIENNE CONDRIEU,8850,62290,703.8,200077014.0,Vienne Condrieu,22450.0,"3,2",69,"10,3","18,6",79.3
200083392,CA LAVAL AGGLOMERATION,14050,78860,561.3,200083392.0,Laval Agglomération,21150.0,"2,8",53,"9,5","17,8",84.6
200084952,CU LE HAVRE SEINE METROPOLE,33160,179200,540.4,200084952.0,Le Havre Seine Métropole,20570.0,"3,3",76,"15,6","25,0",81.2
200085728,CC BRIOUDE SUD AUVERGNE,2400,11150,464.6,200085728.0,Brioude Sud Auvergne,19640.0,"2,9",43,"11,6","22,8",78.8
200085751,CC D ENTRE BIEVRE ET RHONE,9100,45110,495.7,200085751.0,Entre Bièvre et Rhône,21190.0,"2,9",38,"10,3","20,0",76.9
240100610,CC DE LA COTIERE A MONTLUEL,1770,15080,852.0,240100610.0,La Côtière à Montluel,23220.0,"2,8",01,"5,8","13,4",79.3
240100750,CA DU PAYS DE GEX,3820,40880,1070.2,240100750.0,Le Pays de Gex,34520.0,"7,3",01,"13,4","18,3",64.2
240100800,CC DE MIRIBEL ET DU PLATEAU,2200,16730,760.5,240100800.0,Miribel et du Plateau,25310.0,"3,1",01,"5,6","11,5",83.5
240100883,CC DE LA PLAINE DE L AIN,7860,51600,656.5,240100883.0,La Plaine de l'Ain,22260.0,"2,9",01,"7,5","15,7",78.6
240100891,CC DU PAYS BELLEGARDIEN (CCPB),1930,12560,650.8,240100891.0,Le Pays Bellegardien (CCPB),22550.0,"4,0",01,"11,1","20,1",69.8
240200444,CC DE LA THIERACHE DU CENTRE,2510,16580,660.6,240200444.0,La Thiérache du Centre,18340.0,"2,9",02,"16,1","28,5",82.4
240200469,CC DU PAYS DE LA SERRE,1220,9320,763.9,240200469.0,Le Pays de la Serre,19040.0,"2,9",02,"13,5","26,4",83.7
