Région,Département,Commune,Nom du festival,Début,Fin,Genre,Site web,Téléphone,,Texte,"Lon,Lat",Nom,Fonction,Citation
Occitanie ,Lot,Cahors ,Cahors blues festival,12/07/2022,17/07/2022,Musique,cahorsbluesfestival.com,,,"La ville de Cahors vit au rythme du Blues le temps de quelques jours, avec plus des dizaines de concerts proposés. Popa Chubby, Slim Paul, Whithney Shay, Kyla Brox et Leon Beal comptent parmi les artistes attendus. A noter, un concert gratuit de pré-ouverture à Labastide-Murat avec One Rusty Band et Freddy Miller & The Blue Steelers le 11 juillet. ","1.3724909,44.4009051",,,
Occitanie ,Aveyron,Millau ,Millau Jazz Festival,17/07/2022,23/07/2022,Musique,millaujazz.fr,05 65 60 82 47,https://millaujazz.fr/wp-content/uploads/2018/04/Dossier-de-presse-2018.pdf,"Des grands noms de la scène internationale et la jeune génération se côtoient sur les scènes installées au cœur de Millau - dans les jardins du Château de Sambucy, sur la place Foch - mais aussi des villages en Sud-Aveyron. Une journée cinéma, BD, polar et Jazz est prévue avec une lecture musicale accompagnée du saxophoniste Daniel Séverac ainsi qu'un concert et installation sonore du contrebassiste Pascal Niggenkemper.","2.9906591,44.016511",,,
Occitanie ,Gard,Pays d'Uzes,Autres rivages ,15/07/2022,25/07/2022,Musique,autres-rivages.com,04 66 22 68 88,,"De jardins en parcs et places de village, à Uzès, Garrigue et Saint Quentin la Poterie, l'événement déroule sa programmation dédiée aux artistes hors des sentiers battus. Une soirée soul est prévue avec la chanteuse Toni Green, une des dernières représentantes de la scène légendaire de la scène de Memphis ainsi qu'un concert funk avec le groupe Electro Deluxe ou encore des sons de blues créole des membres de Delgrès.","4.4181810197085,44.0124680197085",,,
Occitanie ,Hérault,Bassin de Thau,Festival de Thau,11/07/2022,25/07/2022,Musique,festivaldethau.com,04 67 18 70 83,,"Le festival associe musique et écologie. Les scènes principales se déploient au coeur de Mèze pour quatre soirées au bord de l'étang de Thau. Loupian, Villeveyrac, Frontignan-la-Peyrade, Montbazin et l'abbaye de Valmagne accueillent aussi une partie de la programmation. ""Terre Océan"", un temps dédié à l'urgence climatique est organisé avec  Laurent Ballesta, plongeur, biologiste et photographe. Côté musique, sont programmées : une soirée chanson française avec Bernard Lavilliers et Abel Chéret, une soirée rock avec Chico Trujillo et The Limiñanas, une soirée scène féminine avec la slameuse George Ka, la chanteuse Emily Loizeau et l'orchestre béninois Star Feminine Band.","3.531537,43.3209771",,,
Occitanie ,Aveyron,Conques,Les rencontres musicales de Conques ,22/07/2022,06/08/2022,Musique,centre-europeen.com/rencontres-musicales,05 65 71 24 00,,"Les musiques traditionnelles, contemporaines et les musiques du monde sont célébrées aux vestiges du cloître. Parmi les concerts proposés, une soirée ""Soul of Yiddish"" avec la chanteuse Noëmi Waysfeld, accompagnée de la violoniste Sarah Nemtanu, du guitariste Jérôme Brajtman et du contrebassiste Antoine Rozenbaum.","2.36731,44.5560969",,,
Occitanie ,Gard,Junas,Jazz à Junas,19/07/2022,23/07/2022,Musique,jazzajunas.fr,04 66 80 30 27,,"Au coeur des carrières et du temple de Junas, la thématique ""Retour en Angleterre"" sera le fil rouge de cette édition. Le contrebassiste Dave Holland se produit avec Zakir Hussain (percussions), et Chris Potter (saxo) pour la soirée d'ouverture sur la scène des carrières. Sont également attendus, les saxophonistes Andy Sheppard - en duo avec la pianiste Rita Marcotulli - et John Surman avec son quartet londonien. 
","4.097469,43.740109",,,
Occitanie ,Lot,Saint-Céré ,Festival de Saint-Céré ,29/07/2022,12/08/2022,Musique,festival-saint-cere.com,05 65 38 28 08,,"L'opéra, l'opérette et de plus petites formations musicales investissent les territoires ruraux et lieux patrimoniaux du Lot et du sud de la Corrèze. Les châteaux de Castelnau-Bretenoux, Cavagnac, Saint-Hilaire de Curemonte et Montal notamment, servent d'écrin à la présentation des spectacles. Parmi les spectacles présentés, La Dame blanche de François-Adrien Boieldieu mis en scène par Louise Vignaud, une soirée Bachianas Brasileiras qui recouvre l'oeuvre d'Heitor Villa-Lobos, mais aussi celle de Jean-Sébastien Bach, Francis Poulenc ou encore Claude Debussy et un ""Voyage en quatuor avec piano"" autour de Gustav Mahler, Mozart et Dora Pejačević, interprétés par Shuichi Okada (violon), Léa Hennino (alto), Yan Levionnois (violoncelliste) et Nathanaël Gouin (piano). 
","1.866639,44.827822",,,
Occitanie ,Lozère,Chanac; Grands Causses; Aubrac en Lozère,Détours du monde ,13/07/2022,28/07/2022,Musique,detoursdumonde.org,09 67 74 16 57,,"Le festival s'organise en deux moments : le coeur du festival à Chanac, puis ""la Transhumance"" avec une série de concerts intimistes dans des lieux patrimoniaux entre Grands Causses, vallée du Lot, Aubrac et Margeride. A Chanac, Riu de L'aire, Delgres, La Yegros, Vaudou Game et Batida sont au rendez-vous. ","3.265711,44.4098709",,,
Occitanie ,Hérault,Sète ,Fiest'A Sète ,23/07/2022,06/08/2022,Musique,fiestasete.com,04 67 74 48 44,http://www.fiestasete.com/concerts-2018.html,"Le festival commence par une semaine de concerts gratuits dans les communes qui bordent l’étang de Thau. Le théâtre de la mer programme ensuite six soirées thématiques. La culture afro-cubaine est représentée par Omar Sosa, Seckou Keita, Alfredo Rodriguez et Richard Bona. ""Femmes du monde"" voit  Dom la Nena et Ayọ partager la scène, My Josephine et Morcheeba se charge des sonorités ""swing and soul"", Souad Massi et Sahariennes dévoilent une soirée ""les orientales"", quant à Bonga et David Walters, ils se rejoignent pour une ""fiesta tropicale"". ","3.5529929,43.326058",,,
Occitanie ,Ariège,Foix ,Jazz à Foix ,26/07/2022,30/07/2022,Musique,jazzfoix.com,05 61 65 12 12,BRIGITTE MAISONNEUVE / 06 03 60 45 42,"Deux temps rythment les festivités. Le ""IN"" accueille les concerts du trompettiste Nicolas Gardel, de la saxophoniste Sophie Alour et son quintet composé d'un oud et d'une derbouka ou encore du guitariste Angelo Debarre et son jazz manouche.  Le ""OFF"" se déroule à partir de 18h30 dans toute la ville avec des spectacles gratuits pour faire découvrir les talents de la scène nationale.
","1.5711521,42.93119",,,
Occitanie ,Gers,Marciac,Jazz in Marciac ,22/07/2022,06/08/2022,Musique,jazzinmarciac.com,,,"Le jazz investit le chapiteau et la salle de l'Astrada. Diana Krall, Dominique Fils-Aimé, The New Power generation, Nile Rodgers & Chic, Samara Joy, Melody Gardot, Jeff Beck, James Blunt, Daïda, Chilly Gonzales, Marcus Miller, Herbie Hancock, Rhoda Scott, Ibrahim Maalouf, Avishai Cohen, Anne Paceo, Keziah Jones, Ayọ sont parmi les artistes attendus. ","0.110833,43.497611",,,
Occitanie ,Haute-Garonne,Toulouse,Electro alternativ,08/09/2022,17/09/2022,Musique,electro-alternativ.com,,"Mina FOROUHAR
06 03 11 39 11 / 09 83 01 10 89","Les musiques électroniques parcourent Toulouse dans différents lieux de culture ou du patrimoine comme La Halle de la machine, les abattoirs, l'écluse Saint-Pierre, la Chappelle des carmélites et le centre culturel Bellegarde. Sont notamment attendus : Ben Klock, Euge, Flava D, Infected Mushroom, Miley Serious et Paloma Colombe.","1.350328,43.532708",,,
Occitanie ,Aude,Carcassonne ,Festival de Carcassonne ,05/07/2022,31/07/2022,Autres,festivaldecarcassonne.fr,04 68 11 59 15,,"Le ""IN"" se partage entre deux scènes, le théâtre Jean-Deschamps et le Château Comtal, pour des concerts de musique classique ou contemporaine, de la danse, du théâtre et de l'opéra. Vianney, Orelsan, Calogero, Julien Doré, Mika, Louane et Khatia Buniatishvili sont de la partie. Le ""OFF"", entièrement gratuit, accueille Michel Fugain, Sanseverino, Stephan Eicher, Amel Bent, Les Têtes Raides, Fatoumata Diawara et Keziah Jones. ","2.261701,43.1712459",,,
Occitanie ,Pyrénées-Orientales,Perpignan ,Visa pour l'image ,27/08/2022,11/09/2022,Photo / Art contemporain,visapourlimage.com,04 66 22 74 38,,"L'actualité du monde est racontée par les photojournalistes. Deux rétrospectives sont annoncées : celle du photographe de guerre Goran Tomasevic qui a notamment couvert le conflit en Syrie et de Françoise Huguier dont le travail suit particulièrement le Mali et le Burkina Faso. Les expos restent ouvertes du 12 au 16 et du 19 au 23 septembre pour les groupes scolaires et les week-ends des 17/18 et 24/26 septembre, pour tous. ","2.8262821,42.6492561",,,
Occitanie ,Hérault,Montpellier,Printemps des comédiens,25/05/2022,25/06/2022,Théâtre / Arts de la rue / Cirque,printempsdescomediens.com/,04 67 63 66 67,,"Théâtre et cirque sont au programme. Côté planche, Phèdre de Sénèque est mis en scène par Georges Lavaudant, Œdipe roi de Sophocle par Éric Lacascade et Léa Drouet propose Violences, une création. Côté cirque, l'acrobate Boris Gibé présente L'Absolu.","3.807044,43.566744",,,
Occitanie ,Tarn-et-Garonne,Montauban,Montauban en scènes ,23/06/2022,26/06/2022,Musique,montauban-en-scenes.fr,05 63 21 02 40,http://montauban.com/uploads/files/1802%20-%20DP%20MONTAUBAN%20EN%20SCENES.pdf,"Quatre soirées de concerts réunissent chacune 3 artistes sur la grande scène du Jardin des plantes. Clara Luciani, Suzane et Véronique Sanson ouvrent les festivités, Calogero, Eddy de Pretto et Samaka poursuivent, Gaëtan Roussel, Dutronc & Dutronc et Barbara Pravi performent le troisième soir et Kungs, IAM et James BKS ferment le bal. ","1.286469,43.951265",,,
Occitanie ,Gard,Villeneuve-lès-Avignon,Villeneuve en scène ,09/07/2022,21/07/2022,Théâtre / Arts de la rue / Cirque,festivalvilleneuveenscene.com,04 32 75 15 95,http://www.festivalvilleneuveenscene.com/images/002017/PRESSE/DP_FESTIVALVILLENEUVEENSCENE.pdf,"Le festival dédié au spectacle vivant a lieu dans la plaine de l’Abbaye et dans le centre historique de Villeneuve-lès-Avignon. Il souhaite agir comme un espace d’accompagnement à la diffusion avec la volonté de proposer un large panorama de la création d’aujourd’hui. Parmi les spectacles proposés : Désir, Terre et Sang adaptation est de trois pièces de Federico García Lorca, Yerma, La maison de Bernarda Alba et Noces de Sang. Une histoire d'Espagne, de femmes et de luttes, de mariage arrangé et d’amours empêchés. L'adaptation et la mise en scène sont signées Dominique Serron, la composition musicale Line Adam.","4.7383451,43.9523991",,,
Occitanie ,Hérault,Lodève ,Résurgence,21/07/2022,24/07/2022,Théâtre / Arts de la rue / Cirque,festival-resurgence.fr,04 67 44 24 60,04 11 95 01 74 : billeterie dès 16 juillet / 04 67 44 24 60 : bureau festiv,"Les compagnies proposent 40 rendez-vous dans la ville de Lodève. Le théâtre de rue, le cirque, la danse, les fanfares, les contes, les concerts s'approprient l'espace : rues, terrasses de cafés, cours d’école, cathédrale deviennent des scènes ouvertes. La compagnie La Burrasca investie le parc municipale pour son spectacle de cirque aérien et musical Marée noire. Le monde a brûlé, quatre femmes se retrouvent dans cette réalité post apocalyptique, elles luttent et questionnent leur avenir.  ","3.2521939,43.694231",,,
Occitanie ,Lot,Figeac,Festival de théâtre de Figeac,24/07/2022,04/08/2022,Théâtre / Arts de la rue / Cirque,festivaltheatre-figeac.com,05 65 38 28 08,,"Seize spectacles sont programmés dans différents lieux de la ville. L'ouverture du festival est consacrée à Champollion qui déchiffrait les hiéroglyphes il y a deux cent ans. Natif de Figeac, la cité le commémore par un ""Bal des hiéroglyphes"". La comédienne Norah Krief présente El Atlal, une représentation musicale qui rend hommage à Oum Kalsoum. La compagnie l’Agence de voyages imaginaires propose Les Fables ou le jeu de l'illusion d'après les textes de Jean de La Fontaine. La Place et Une Femme d'après les oeuvres d'Annie Ernaux sont mis en scène par la compagnie Le Cri dévot.","1.966411,44.567144",,,
Occitanie ,Tarn,Vaour,L'été de Vaour,02/08/2022,07/08/2022,Théâtre / Arts de la rue / Cirque,etedevaour.org,05 63 56 36 87,,"Six jours de festivités sont organisés autour du spectacle vivant dans toute sa diversité : théâtre, cirque, clown, marionnette et musique s'installent dans le petit village du Tarn. Les concerts sur la place sont gratuits. A noter : ""L'été Vagabond"", des spectacles en amont du festival pour découvrir des villages du territoire.","1.774331,44.043983",,,
Occitanie ,Ariège,Pays de Mirepoix,MIMA ,04/08/2022,07/08/2022,Théâtre / Arts de la rue / Cirque,mima.artsdelamarionnette.com,05 61 68 20 72,,"""Engagées"", ""sauvage"" et ""faits de société"" sont les focus de cette année du festival international des arts de la marionnette. Plus de vingt compagnies (régionales, nationales, internationales) font découvrir la marionnette actuelle : théâtre visuel, gestuel, d’objets,
d’ombres, de papiers, cirque. La compagnie L’Essaimante présente La nuit est tombée sur Ithaque d’après l’Odyssée d’Homère. L'autrice et comédienne Manon Crivellari a créé un voyage qui retrace les récits de femmes, qui n'ont pas la parole chez Homère.
","1.8705890197085,43.0861690197085",,,
Pays de la Loire,Sarthe,Le Mans,Le Mans fait son cirque ,14/06/2022,27/06/2022,Théâtre / Arts de la rue / Cirque,lemansfaitsoncirque.fr,,,"Le cirque contemporain est célébré avec une grande partie de la programmation consacrée à l’écriture pour
la scène circulaire (traditionnelle dans le cirque) et aux spectacles sous chapiteaux, avec deux créations en premières nationales. Une place est également laissée aux étudiants et amateurs pour proposer leur travail. ","0.1256617,47.9818833",,,
Pays de la Loire,Loire-Atlantique,Nantes,L'Abîme,16/10/2021,19/06/2022,Autres,http://www.chateaunantes.fr/fr,,,"L'exposition est d'abord un constat : les historiens ne parviennent pas à se mettre d’accord sur le nombre de victimes de la traite atlantique. Puis, viennent les questions, dont celle-ci : ""comprendrions-nous, ne serait-ce que l’espace d’un instant, ce que fut l’horreur de ne plus s’appartenir, de quitter le monde des hommes pour celui des biens matériels, de disparaître sans laisser de trace ni même de souvenir ?"" Le musée d'histoire de Nantes révèle ce qu'est une ville négrière et esclavagiste. Les noms de celles et ceux qui y vécurent en subissant le statut de personnes captives entre 1692 et 1792 sont enfin exposés. ","0.180144069708498,48.0151618697085",,,
Pays de la Loire,Loire-Atlantique,Nantes,Nantes Maker Campus,08/07/2022,10/07/2022,Autres,www.lesmachines-nantes.fr,02 51 17 49 89,,"L'événement célèbre les ""makers"", c'est-à-dire la créativité et l’ingéniosité des bricoleurs, des inventeurs, des artisans, des informaticiens, des développeurs etc Il se retrouvent aux Machines de l'île, lieu d'exposition et d'animation. Une fête de la science qui réunit passionnés et amateurs de technologies pour donner l'envie de fabriquer et d'inventer.","-1.6417861,47.1806171",,,
Pays de la Loire,Loire-Atlantique,La Baule,Ecrivains en bord de mer,08/07/2022,10/07/2022,Littérature,ecrivainsenborddemer.fr,,,"Le festival de littérature contemporaine aborde les questions de société par le regard des écrivains. Des débats, conférences, lectures, performances et des films sont organisés. Parmi les auteurs et autrices accueillis cette année : Julia Deck, pour Monument National, Brigitte Giraud pour Jour de courage, Hugo Lindenberg pour Un jour ce sera vide, Victor Pouchet pour La Grande aventure, Gabriela Trujillo pour L’invention de Louvette et Tanguy Viel pour La Fille qu’on appelle.","-2.4272729,47.2680259",,,
Pays de la Loire,Mayenne,Mayenne,Un singe en été,24/06/2022,26/08/2022,Musique,unsingeenete.com,,,"Trois jours de musique, dont deux soirées payantes - vendredi et samedi et la journée du dimanche gratuite avec concerts et spectacles de rue. Le Parc du Château de la ville de Mayenne accueille les artistes émergents en musiques actuelles entre rap, électro, pop, post punk, techno, chanson et soul.","-0.6490181,48.3066271",,,
Pays de la Loire,Maine-et-Loire,Trélazé,Festival Estival,21/06/2022,24/07/2022,Musique,trelaze.fr,02 41 33 74 74 ,,"De la chanson française, de l'électro, du rock et de la pop avec la présence d'une icône des années 80 pour le concert d'ouverture au Parc du Vissoir : Kim Wilde. Une soirée ""Fête nationale"" est prévue le 15 juillet : Trois Cafés Gourmands et Pat Angeli s'occupent du son, le concert est suivi d’un feu d’artifice.","-0.5175819,47.434058",,,
Pays de la Loire,Loire-Atlantique,Nort-sur-Erdre,La Nuit de l'Erdre,30/06/2022,03/07/2022,Musique,lanuitdelerdre.fr,02 51 12 03 44,,"Dans le parc du Port Mulon les artistes de renommée internationale côtoient la scène nationale et les découvertes locales. Sont attendus : Feu! Chatterton, Gaël Faye, La Rue Kétanou, Rilès, Macklemore, Niska, Orelsan, Vianney, Kaleo, Lilly Wood & The Prick The Faim, Inhaler, Takana Zion, Dust Lovers, Selah Sue, Fatboy Slim et -M-, Angèle, Terrier, Emma Peters, Gamb Parov Stelar, Georgio, Alvan et Takana Zion.","-1.583614,47.387468",,,
Pays de la Loire,Maine-et-Loire,Segré-en-Anjou Bleu,Saveurs Jazz Festival,07/07/2022,10/07/2022,Musique,saveursjazzfestival.com,,"Sébastien Belloir
Relations Presse
@ : belloir.sebastien@gmail.com
06 86 63 07 48","Les concerts ont principalement lieu au Parc de Bourg Chevreau. Toutes les sonorités jazz sont accueillies sur la scène du Parc et celle de la Marmite (en accès libre) avec notamment Ayọ, Popa Chubby, Samy Thiébault, Richard Bona et Alfredo Rodriguez. ","-0.9053321,47.673224",,,
Pays de la Loire,Mayenne,Saint-Denis-de-Gastines,Au foin de la rue,01/07/2022,02/07/2022,Musique,aufoindelarue.com,02 43 08 84 48,,"Plus de 20 concerts sont programmés avec Rodrigo y Gabriela, La Femme, Thylacine, Zoufris Maracas, Lujipeka, General Elektriks, Tshegue, Lalalar, Vulves Assassines, Roméo Elvis, Dub Inc, Gaël Faye, Bagarre, Irène Drésel, Ladaniva, Rakoon, Le Grand Fatras, Guadal Tejaz, Super Parquet. 
","-0.949084,48.3124321",,,
Pays de la Loire,Loire-Atlantique,Teillé,Tilliacum Festival ,26/08/2022,27/08/2022,Musique,tilliacum.com,,,"Tilliacum signifie lieu implanté de tilleuls, en latin. L'arbre est le symbole du festival qui se tient dans grand parc d'une commune rurale, autour du plan d'eau. Côté programmation, la musique électronique dans toutes ses dimensions est mise en avant sur quatre scènes avec notamment David Asko, Marina Trench, Mézigue, La Fraicheur, Sweatlodge Crew, Aasana, Soa, Leo Man, GTI & Youl, Oreste, Panda Dub.","-1.329282,47.438054",,,
Pays de la Loire,Vendée,Saint-Malô-du-Bois,Festival de Poupet,29/06/2022,22/07/2022,Musique,www.festival-poupet.com/,,,"Au coeur de la Vallée de Poupet, le théâtre, les pieds dans l'herbe, accueille la programmation éclectique avec notamment Yannick Noah, Gauvains Sers, Juliette Armanet, Sofiane Pamart, MC Solaar, Les Wampas, Julien Doré, Gaëtan Roussel, Poupie, Stromae, Sting, Damso, Salut C'est Cool.","-0.9442001,46.9043149",,,
Pays de la Loire,Vendée,Noirmoutier-en-l'Île,Festival Littéraire Noirmoutier-en-l'Île,04/06/2022,06/06/2022,Littérature,https://noirmoutier-festival-litteraire.fr/,,,"Cette première édition est dédiée aux œuvres récentes qui ont un rapport avec la mer. Le comédien Yves Arcaix lira à voix haute des extraits de ces textes. Abigail Assor, Emmanuelle Bayamack-Tam,Nathalie Kuperman, Hugo Lindenberg, Guillaume Poix, Victor Jestin comptent parmi les invités. A noter, la projection du film d'Elitza Gueorguieva Notre endroit silencieux consacré à l'histoire d'Aliona Gloukhova dont le père à disparu en mer. ","-2.3246203,47.0165847",,,
Pays de la Loire,Loire-Atlantique,Nantes,Aux heures d'été,05/07/2022,12/08/2022,Musique,http://www.auxheuresete.com/,02 51 82 37 70,,"Le festival gratuit s'étale sur six pour faire résonner les sons et voir les cultures du monde dans les parcs et les places de la ville. Des concerts sont prévus le mardi et le jeudi soir sur les pelouses du Château des Ducs de Bretagne. Des spectacles pour enfants sont proposés le mercredi après-midi sous les platanes du Val de
Chézine. 
","-1.5553845802915,47.2186327197085",,,
Pays de la Loire,Loire-Atlantique,Joué-sur-Erdre,Dub Camp Festival,13/07/2022,16/07/2022,Musique,dubcampfestival.com,,,"Les quatre journées sont principalement consacrées au mouvement sound-system. La scène européenne est particulièrement représentée l'italien Imperial Sound Army sound system, le Rootikaly Movement d’Espagne, le Roots Daughters de Croatie, le Lion Den’s sound system d’Allemagne, le Roots Revival sound de Pologne et l'équipe belge Reggaebus en featuring avec le Jamaïcain Omar Perry. Des conférences et des stands d’artisanats sont aussi prévus. ","-1.507826,47.4720589",,,
Pays de la Loire,Maine-et-Loire,Angers,Levitation France,03/06/2022,05/06/2022,Musique,levitation-france.com,,,"Le week-end de la Pentecôte vibre aux sons de l’indie-rock, allant de la psyché à la folk ou au post-punk en passant par la noise, la no wave ou encore le shoegaze. Les concerts débutent l’après-midi en plein air au Chabada et se poursuivent dans la soirée avec notamment Dry Cleaning, The Brian Jonestown Massacre, Ghost Woman, Kim Gordon, Kevin Morby, Kikagaku Moyo, Pond, Gilla Band, You Said Strange, Black Country, Snapped Ankles, Death Valley Girls, Lumer, Automatic, Servo, Unschooling, Gustaf et Sweeping Promises. ","-0.617726,47.437393",,,
Pays de la Loire,Loire-Atlantique,Saint-Nazaire,Les Escales,29/07/2022,31/07/2022,Musique,festival-les-escales.com,02 51 10 00 00,,"Les musiques actuelles débarquent sur l'île du Petit Maroc, au port de Saint-Nazaire. Chaque année, les musiciens d'une ville sont particulièrement mis à l'honneur, mais pour leur 30è édition, on passe du focus au grand angle avec un tour du monde imaginé en partenariat avec des festivals internationaux. Le mot d'ordre est ""Globe-trotter"" avec les artistes : AySay, Bohemian Betyars, Hit La Rosa, Kabeaushé, Lucas Estrela & Strobo, Nakeye, Os Amantes, Steph Strings, TDJ et Turkana. Un concert spécial anniversaire mettant en lumière la scène régionale est orchestré par un artiste local : 20syl. ","-2.31053,47.233218",,,
Pays de la Loire,Sarthe,Sablé-sur-Sarthe,Festival de Sablé,24/08/2022,27/08/2022,Musique,festivaldesable.fr,02 43 62 22 22,,"Le rendez-vous met en lumière la musique, le théâtre et la danse des 17e et 18e siècles. L'objectif étant de permettre au grand public de découvrir les oeuvres baroques mais aussi de promouvoir la création de projets en lien avec cette expression. Au théâtre Joël Le Theule, la claveciniste Chloé Sévère dirige l’ensemble El Sol pour un concert aux accents français et espagnols. Sur la place Dom Guéranger, la chanteuse Noëmi Waysfeld, et les  violoncellistes Juliette Salmona et Louis Rodde proposent une balade de Vivaldi à Barbara en passant par les chants judéo-espagnols.","-0.4133191,47.8042589",,,
Pays de la Loire,Loire-Atlantique,Nantes et alentour,Les rendez-vous de l'Erdre,22/08/2022,28/08/2022,Musique,http://www.rendezvouserdre.com/,02 51 82 37 70,,"Jazz et navigation se réunissent à Nantes et dans 13 autres villes le long de l’Erdre et du canal de Nantes à Brest. Toutes les formes de jazz sont représentés : contemporain, blues, swing, électro-jazz etc. Les stars nationales et françaises côtoient les musiciens plus émergents notamment grâce au tremplin Blues et à la scène Talents Jazz en Loire-Atlantique. La scène locale est présente avec 50% des artistes programmés issus de la région des Pays de la Loire. Le trompettiste nantais Geoffroy Tamisier est l'artiste fil rouge de cette édition.","-1.5553845802915,47.2186327197085",,,
Pays de la Loire,Maine-et-Loire,Région d'Anjou,Festival d'Anjou,06/06/2022,03/07/2022,Théâtre / Arts de la rue / Cirque,festivaldanjou.com,02 41 88 14 14,"""

Ronan Pichavant r.pichavant@anjou-theatre.fr 02.41.24.88.70

Louise Robert l.robert@anjou-theatre.fr 02.41.24.88.77""","Les textes de théâtre contemporains ou plus classiques se mêlent. Au Château du Plessis-Macé Andando de Federico Garcia Lorca est traduit, adapté et mis en scène par Daniel San Pedro, sous la direction musicale de Pascal Sangla. Une Vie, d’après l’œuvre de Guy de Maupassant est mis en scène par Arnaud Denis avec Clémentine Célarié au Cloître Toussaint d'Angers. Au même endroit, Les combats d’une effrontée, d'après un texte de Simone Veil, est jouée par Cristiana Reali, mise en scène, Pauline Susini.","-0.907215,47.551836",,,
Pays de la Loire,Mayenne,Département de la Mayenne ,Les nuits de la Mayenne,18/07/2022,10/08/2022,Théâtre / Arts de la rue / Cirque,nuitsdelamayenne.com,02 43 67 60 90,,"Des lieux classiques ou plus insolites accueillent les déclamations théâtrales d'un répertoire électique. Littoral de Wajdi Mouawad est adapté pour l'espace public par le collectif du Prélude. Cyrano de Bergerac d'Edmond Rostand est mis en scène par Lucie Dumaine pour un spectacle à découvrir à partir de 8 ans. Maya une voix est un texte d'Éric Bouvron, Julie Delaurenti, Tiffany Hofstetter, Sharon Mann et Elizabeth Wautlet inspiré de l'histoire de Maya Angelou, écrivaine, poétesse, artiste et militante afro-féministe. ","-1.2387779,47.7333889",,,
Pays de la Loire,Vendée,Notre Dame de Monts,A tout vent,01/07/2022,04/07/2022,Autres,festivalatoutvent.fr,02 72 78 80 80,,"Le festival se décline désormais en deux temps. Le jour à partir de midi, des vols de cerfs-volants venus du monde entier, d'immenses structures gonflables, des créations d’artistes éoliens contemporains et des ballets de pilotables sont prévus. Diverses animations comme des ateliers de fabrication, des balades guidées ou des jeux interactifs sont également organisés. Dès la tombée de la nuit, un nouveau festival commence : concerts, spectacles de cirque aérien, lectures poétiques, vols de nuit de cerfs-volants, bals sous le chapiteau prennent le relais. Les cerfs-volistes invités d’honneur de cette édition sont l'américain George Peters et l'italienne Eliana Mestriner.","-2.146735,46.8179119",,,
Provence-Alpes-Côte d'Azur,Var,Toulon/hyères,Design parade,23/06/2022,26/06/2022,Autres,villanoailles-hyeres.com,04 98 08 01 98,http://villanoailles-hyeres.com/festival-2018/www_statique/form_fr.php?form=design-parade-formulaire&ville=toulon,Dix jeunes designers sont présentés à Hyères et dix jeunes architectes d'intérieur à Toulon. Le concours permet d'aborder tous les aspects des arts décoratifs dans la création contemporaine. C'est aussi l'occasion de profiter du patrimoine des deux villes. ,"5.879479,43.1010491",,,
Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Arles,Agir pour le vivant ,22/08/2022,28/08/2022,Autres,agirpourlevivant.fr/,,,Repenser nos liens avec le vivant et faire naître une nouvelle façon d’habiter le monde c'est l'ambition du festival. Le public et les 150 intervenants de tous les horizons se réunissent pour réfléchir et réinventer une nouvelle composition du monde. ,"4.5111935,43.5444864",,,
Provence-Alpes-Côte d'Azur,Alpes-Maritimes,Cannes ,Festival d'art pyrotechnique ,14/07/2022,24/08/2022,Autres,festival-pyrotechnique-cannes.com/,04 92 99 33 83,festival-pyrotechnique-cannes.com,"Les ""Vestales"" - or, argent et bronze - et un prix du public récompensent les meilleurs spectacles. Cette année, la France, l'Italie, la Pologne, le Canada, la Suisse, la Norvège sont représentés.","6.9447059,43.499164",,,
Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Marseille ,FIDMarseille ,05/07/2022,11/07/2022,Cinéma,fidmarseille.org/index.php/fr,04 95 04 44 90,,"La sélection officielle se compose de quatre compétitions : internationale, française, ""premier"", consacré aux premiers films et ""flash"", pour les films très courts. Toutes les formes de cinéma sont accueillies, du documentaire à la fiction en passant par l'expérimental. Les projections se déroulent au Mucem, au théâtre Silvain, aux cinémas les Variétés, Artplexe et La Baleine, au Videodrome 2, à la bibliothèque municipale Alcazar, à la Frac Provence Alpes-Côte d’Azur et à la Friche de la Belle de Mai.  ","5.228641,43.169621",,,
Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Vitrolles ,Charlie jazz festival,01/07/2022,03/07/2022,Musique,,,,"Pendant trois soirées au Domaine de Fontblanche, artistes emblématiques et émergents se rejoignent autour du jazz français et international. Les musiciens Vincent Peirani, Federico Casagrande, Ziv Ravitz, Supersonic, Dave Holland, Zakir Hussain, Chris Potter, Nout, Daïda, Tony Paeleman,
Stéphane Huchard, Julien Herné sont de la partie. ","5.2305287,43.4508458",,,
