code_commune,code_dep_min,ROUSSEL,MÉLENCHON,MACRON,JADOT,DUPONT-AIGNAN,POUTOU,LASSALLE,HIDALGO,ARTHAUD,PÉCRESSE,LE PEN,ZEMMOUR
45336,45,9,54,141,12,12,4,18,3,5,30,194,53
09336,09,23,125,120,4,12,5,41,16,3,22,210,44
34336,34,63,380,402,62,48,17,84,26,9,55,949,240
46336,46,5,34,69,4,4,1,15,1,1,11,43,9
42336,42,6,54,89,22,15,1,20,4,3,11,139,12
62337,62,3,16,41,2,3,1,3,1,1,11,51,12
80337,80,1,17,38,4,2,0,2,0,2,1,42,14
02337,02,3,23,20,2,2,3,2,1,0,6,65,9
27337,27,3,30,65,5,10,1,8,0,3,16,84,12
57337,57,7,49,82,14,12,1,19,0,2,22,159,25
14337,14,4,24,55,2,2,1,5,2,1,10,74,15
60337,60,5,65,174,29,15,7,16,4,1,30,108,28
21337,21,15,99,123,16,12,5,30,12,5,21,314,42
79337,79,17,130,161,27,9,11,22,11,11,11,137,21
59337,59,6,53,129,8,9,0,10,0,5,18,159,26
64337,64,6,14,18,3,1,0,21,1,1,4,24,9
78337,78,34,198,296,37,21,9,30,12,4,57,365,94
51337,51,2,19,39,2,3,0,9,2,0,6,67,5
54337,54,0,11,13,2,1,0,3,1,0,1,33,11
46337,46,3,33,42,7,0,2,16,3,2,5,54,6
70337,70,0,4,8,1,0,0,1,0,0,9,3,3
31337,31,3,32,20,7,2,1,18,2,1,8,15,15
39337,39,0,8,17,6,1,0,5,1,0,7,11,6
52337,52,1,3,4,1,3,0,1,0,0,3,20,0
77337,77,124,2750,1608,256,98,35,75,103,33,209,676,235
67337,67,3,25,97,23,8,4,11,7,5,23,87,24
65337,65,2,8,20,2,2,1,22,2,0,1,9,6
71337,71,4,32,59,8,4,2,9,4,4,14,24,12
24337,24,4,21,31,1,0,1,20,4,0,7,14,3
33337,33,29,203,332,37,18,10,81,20,8,36,317,80
32337,32,0,7,9,0,2,3,6,1,0,3,12,1
38337,38,80,632,814,158,94,34,67,55,20,132,867,177
89337,89,9,88,161,20,27,2,40,4,3,57,175,58
01337,01,19,93,239,29,15,5,35,4,6,28,230,43
10337,10,1,0,9,1,0,0,1,0,1,1,6,0
11337,11,5,63,35,4,4,4,16,5,2,6,71,32
17337,17,79,514,745,95,73,17,91,50,18,147,751,184
28337,28,43,266,469,60,42,13,49,19,6,89,465,84
16337,16,32,132,98,15,17,7,31,7,10,14,169,22
63337,63,4,11,10,2,1,2,5,1,0,0,11,0
26337,26,34,194,220,26,33,12,31,19,5,35,405,88
72337,72,8,76,143,12,21,4,19,7,5,17,160,17
22337,22,14,92,192,14,18,6,25,13,5,33,195,27
35337,35,41,458,707,174,35,30,63,48,20,77,425,87
68337,68,1,23,88,20,21,1,21,1,2,22,159,31
30337,30,18,75,48,6,2,3,7,1,2,15,62,21
2B337,2B,0,9,9,8,0,1,26,0,0,11,29,18
07337,07,44,257,409,83,58,9,81,31,11,80,457,104
45337,45,1,28,57,2,1,1,2,0,0,15,39,14
34337,34,134,1225,1196,234,88,38,200,94,24,165,1804,542
42337,42,7,12,45,5,0,0,6,1,2,15,55,9
46338,46,1,10,23,0,0,2,12,1,1,3,8,0
62338,62,35,182,919,103,35,8,23,14,10,119,325,140
80338,80,34,130,235,26,15,8,20,10,7,32,309,47
02338,02,1,32,31,0,2,0,2,2,0,8,51,6
01338,01,10,110,200,17,21,5,30,12,2,31,207,90
57338,57,2,31,81,15,12,0,26,1,1,15,118,29
14338,14,31,180,547,46,25,7,36,25,8,127,264,127
76338,76,3,7,38,5,5,2,3,3,2,5,35,1
38338,38,7,82,98,23,16,3,20,5,3,8,143,26
60338,60,42,439,804,128,77,13,64,39,14,142,918,254
21338,21,5,34,21,3,2,0,3,0,3,11,25,12
59338,59,12,42,120,13,7,2,20,7,4,32,123,37
27338,27,14,53,102,25,8,3,4,6,4,18,135,16
64338,64,0,12,31,0,0,1,28,2,0,5,30,5
91338,91,99,763,1375,275,74,32,98,52,11,266,587,226
25338,25,2,7,16,3,3,2,4,1,1,6,10,3
51338,51,4,47,140,23,25,3,20,4,5,27,103,27
54338,54,13,88,182,18,12,4,9,12,4,17,213,34
70338,70,3,11,27,4,9,0,4,0,0,10,60,7
31338,31,9,110,117,44,12,2,26,16,2,20,93,29
55338,55,0,12,21,2,5,1,3,4,0,1,27,3
39338,39,8,42,68,3,4,1,12,2,3,13,128,20
50338,50,2,14,74,2,5,2,7,0,5,14,58,3
77338,77,11,50,57,10,7,3,8,5,3,21,107,30
67338,67,12,126,252,39,21,6,35,8,7,35,286,67
65338,65,9,51,35,1,5,3,17,3,2,3,33,5
88338,88,0,9,11,0,0,1,1,2,0,3,26,1
71338,71,9,39,46,7,8,0,11,1,2,4,36,10
08338,08,0,4,37,0,1,0,3,1,0,17,41,8
24338,24,15,55,53,8,5,1,23,5,0,13,89,8
32338,32,2,15,19,1,3,0,6,1,0,4,23,10
89338,89,38,255,369,42,36,12,34,19,10,90,420,105
11338,11,2,5,0,1,3,1,2,1,0,1,6,1
10338,10,0,14,30,2,6,0,2,1,0,2,49,5
17338,17,25,172,264,48,26,14,44,19,8,27,322,56
16338,16,4,29,37,2,2,0,8,1,0,10,57,14
63338,63,75,299,392,33,36,13,102,30,22,80,659,99
26338,26,26,235,331,61,32,11,55,17,12,58,299,108
72338,72,6,68,108,29,4,3,7,3,0,19,143,21
49338,49,16,161,297,63,17,7,25,27,8,35,135,51
22338,22,19,104,131,18,9,11,12,6,7,21,133,28
35338,35,10,89,296,37,12,8,18,12,6,42,196,29
68338,68,23,309,812,150,97,24,49,32,14,121,565,169
2B338,2B,2,2,11,0,4,0,4,0,0,4,9,7
30338,30,2,31,15,7,3,1,5,2,0,2,23,0
79338,79,2,25,34,1,2,1,1,0,1,16,32,8
07338,07,20,269,267,33,26,9,52,28,10,74,286,58
45338,45,82,450,972,91,92,22,89,61,28,208,1164,273
09338,09,3,23,10,3,12,1,5,4,0,3,18,12
34338,34,0,26,12,7,0,2,0,1,0,3,2,0
42338,42,23,134,282,23,32,9,48,9,2,45,281,60
67339,67,24,194,592,70,97,16,56,26,24,81,837,147
39339,39,4,107,111,8,22,3,24,5,1,27,188,38
42339,42,2,20,41,6,0,3,13,2,1,5,61,4
62339,62,6,6,21,1,0,0,0,0,0,1,23,7
80339,80,6,18,14,1,1,1,4,0,0,4,45,8
02339,02,12,69,57,4,12,4,17,2,6,5,138,23
27339,27,12,85,137,16,8,5,15,7,3,22,176,46
57339,57,4,47,47,14,5,1,11,2,3,10,104,12
60339,60,2,35,57,2,4,3,0,3,1,4,75,21
21339,21,9,78,90,19,4,3,15,11,1,7,80,29
76339,76,4,14,35,0,1,0,3,4,0,12,47,12
59339,59,138,1002,1798,219,111,33,106,93,27,196,1681,359
64339,64,11,83,114,21,7,4,62,11,0,19,120,40
91339,91,51,726,872,147,83,22,57,24,17,169,907,263
25339,25,4,25,46,4,3,2,9,4,0,14,32,9
51339,51,6,40,80,11,11,5,6,3,3,12,133,21
54339,54,83,1080,1211,258,69,28,86,97,19,176,716,229
55339,55,0,4,23,0,0,1,1,0,0,3,17,6
70339,70,7,151,187,25,35,14,35,24,10,32,380,81
31339,31,11,77,87,25,2,2,26,7,1,16,50,21
77339,77,25,172,379,66,32,7,22,11,3,95,233,155
65339,65,5,45,71,5,3,1,34,3,0,5,47,14
71339,71,2,49,63,7,9,2,12,2,0,22,78,28
08339,08,0,18,69,6,4,0,6,0,2,11,50,5
24339,24,8,35,19,1,1,3,13,1,0,2,25,11
33339,33,26,198,170,31,15,14,37,24,7,24,239,41
61339,61,34,216,324,42,28,14,44,11,10,52,285,76
32339,32,3,31,47,4,0,10,11,5,2,10,32,8
38339,38,29,188,376,80,36,7,59,16,5,80,419,136
01339,01,23,118,388,67,31,4,25,13,3,78,230,90
11339,11,10,56,67,9,9,1,35,14,1,10,86,25
10339,10,1,17,31,8,2,1,0,2,2,18,70,17
17339,17,21,141,254,28,18,7,31,17,7,22,216,27
28339,28,2,42,69,7,3,4,5,6,0,20,51,11
46339,46,10,57,49,13,1,4,19,3,1,14,62,7
63339,63,6,9,25,1,0,0,15,5,0,4,23,1
89339,89,3,27,14,2,0,1,6,3,2,2,34,7
26339,26,20,104,254,32,39,4,50,10,4,39,304,102
49339,49,23,188,303,53,20,7,26,17,6,32,196,59
72339,72,9,68,105,24,3,8,11,7,4,11,124,20
22339,22,40,320,445,105,17,18,42,34,8,83,326,90
35339,35,18,69,94,18,9,7,13,10,2,11,97,21
30339,30,37,265,233,40,16,13,80,19,3,39,195,44
16339,16,23,78,124,17,11,5,12,11,5,24,122,23
2B339,2B,0,2,4,0,1,0,3,0,0,1,6,2
79339,79,18,184,334,41,20,4,49,13,8,47,263,28
07339,07,29,302,266,80,30,11,57,26,9,53,335,79
45339,45,9,28,55,3,5,2,8,4,0,22,112,17
09339,09,19,72,76,13,3,1,37,12,3,15,165,48
34339,34,2,22,20,4,1,1,7,4,1,5,37,15
62340,62,14,76,116,9,3,0,10,1,3,16,221,35
80340,80,3,10,28,1,3,1,5,0,0,2,59,2
02340,02,88,597,571,51,59,30,50,34,36,81,1132,165
76340,76,7,34,105,11,7,2,9,5,3,9,121,6
27340,27,4,64,116,11,18,2,18,1,3,21,140,30
57340,57,6,120,172,25,45,6,23,5,8,31,303,76
60340,60,2,45,68,5,7,3,18,5,4,15,111,10
21340,21,3,18,19,2,2,1,6,2,2,1,73,5
59340,59,81,487,787,88,59,19,56,34,18,93,768,192
38340,38,20,237,240,52,22,8,33,23,6,40,280,67
64340,64,2,13,8,1,0,11,12,0,0,1,3,0
91340,91,80,1264,957,161,85,29,65,63,17,201,890,277
25340,25,3,34,25,10,4,0,4,5,1,6,35,8
51340,51,8,25,71,4,6,3,9,4,4,21,131,17
54340,54,3,34,51,4,4,1,6,1,2,5,72,13
70340,70,0,29,36,2,3,3,3,3,0,6,47,14
31340,31,2,28,93,15,2,2,13,5,0,11,22,19
55340,55,5,20,47,7,5,2,9,3,3,7,92,17
50340,50,7,20,36,2,2,5,9,0,2,6,27,4
77340,77,8,74,87,18,12,4,13,5,3,14,90,34
67340,67,7,66,172,28,26,5,20,8,9,25,324,90
65340,65,49,243,293,22,30,7,125,29,6,47,358,79
88340,88,0,24,90,3,19,4,15,1,1,15,158,14
71340,71,29,132,220,19,18,9,37,14,1,37,253,56
08340,08,3,15,22,2,0,1,5,0,0,5,44,6
24340,24,86,435,663,87,48,11,179,37,19,103,746,176
32340,32,0,20,37,2,8,4,21,3,3,8,48,12
10340,10,25,189,407,46,40,12,30,8,7,90,402,113
16340,16,15,90,181,21,13,2,43,11,4,22,198,15
46340,46,2,49,64,15,4,0,22,3,2,9,56,7
17340,17,21,185,231,35,24,8,42,18,5,48,263,32
63340,63,11,30,46,8,6,1,8,1,0,21,54,10
11340,11,5,39,62,7,6,3,25,11,1,16,112,33
72340,72,18,117,192,49,16,3,30,6,7,32,223,50
26340,26,2,39,36,4,9,2,12,6,0,11,51,15
22340,22,33,190,215,45,26,10,40,18,3,27,131,19
35340,35,21,180,196,54,12,10,27,20,3,20,207,26
68340,68,2,19,41,16,13,2,9,2,4,10,60,14
30340,30,9,76,105,17,14,6,22,8,1,12,124,26
79340,79,3,21,55,7,3,2,17,2,1,4,71,5
2B340,2B,10,7,5,2,0,1,13,3,1,4,17,7
07340,07,37,248,244,59,24,6,37,36,6,64,206,52
45340,45,4,31,63,4,7,2,6,4,1,19,113,31
34340,34,15,138,248,40,20,6,45,7,2,52,318,152
09340,09,5,25,28,5,0,2,6,3,1,2,35,6
61341,61,28,190,355,45,19,7,19,18,3,68,220,50
62341,62,5,31,73,11,9,0,5,6,3,5,95,16
80341,80,10,33,61,1,5,0,10,2,2,17,102,15
02341,02,6,19,29,5,3,1,5,1,5,6,78,14
76341,76,239,772,703,100,49,38,82,46,25,73,1239,156
57341,57,8,64,115,15,9,4,16,6,1,24,121,35
14341,14,150,1472,1804,319,85,60,132,138,46,172,1042,213
27341,27,0,3,22,5,2,0,3,1,0,5,11,3
60341,60,11,190,299,25,29,5,32,13,3,50,368,113
21341,21,3,11,18,6,0,0,4,4,2,5,19,4
59341,59,5,28,50,11,8,0,14,6,5,9,87,14
64341,64,4,6,20,0,1,1,14,1,0,4,21,3
95341,95,3,22,86,6,3,1,5,3,1,12,57,24
25341,25,4,7,25,1,5,0,1,1,2,22,43,12
51341,51,0,1,5,0,1,0,1,1,0,3,9,3
70341,70,4,17,45,1,3,2,8,2,0,9,78,7
31341,31,59,655,896,147,78,25,199,66,12,138,918,230
55341,55,3,6,27,2,3,0,5,1,0,11,21,15
50341,50,26,195,309,31,18,9,22,19,18,35,330,45
52341,52,1,6,7,3,5,0,4,0,0,6,37,1
77341,77,4,48,45,11,3,1,9,0,1,13,64,19
67341,67,2,15,85,12,14,1,3,4,1,10,96,12
65341,65,0,8,37,1,1,1,14,0,0,2,27,1
88341,88,8,40,76,18,16,4,15,7,4,5,104,18
71341,71,0,16,32,3,0,1,7,0,1,13,55,12
08341,08,17,72,76,16,10,3,14,5,2,15,152,44
24341,24,26,139,162,40,18,6,55,30,1,36,155,49
33341,33,29,237,243,38,33,21,55,14,7,34,503,84
38341,38,17,127,154,53,12,5,35,12,1,36,234,61
32341,32,4,18,42,5,4,6,19,2,1,7,27,11
89341,89,3,19,69,5,4,4,6,2,0,17,68,30
11341,11,1,28,20,4,1,1,7,0,0,2,12,8
63341,63,13,58,113,13,8,2,34,7,5,18,94,17
17341,17,3,12,34,2,3,3,3,2,2,9,39,7
10341,10,5,25,46,4,3,1,4,0,0,9,93,18
28341,28,3,20,39,1,3,0,6,0,1,6,47,19
16341,16,41,359,390,63,37,15,40,44,13,48,365,64
26341,26,3,45,100,12,17,3,20,10,3,10,146,33
72341,72,10,60,61,18,16,3,9,6,4,8,135,30
49341,49,7,52,125,24,10,6,10,6,5,25,97,23
22341,22,13,59,152,12,7,4,19,5,5,8,116,23
68341,68,13,55,221,32,24,3,25,8,1,45,177,59
79341,79,3,9,17,4,3,1,10,1,1,6,17,7
30341,30,177,1524,1159,149,122,38,229,102,27,182,2393,529
2B341,2B,9,60,69,17,2,2,62,8,0,24,97,40
07341,07,52,365,303,62,48,15,102,37,15,76,415,92
45341,45,1,12,18,1,3,1,4,1,1,16,48,12
34341,34,39,415,452,69,55,25,121,26,16,74,809,236
09341,09,1,25,12,1,4,0,10,3,0,0,22,11
62342,62,3,9,21,1,0,0,0,1,1,3,24,1
80342,80,4,24,59,2,7,3,9,2,1,10,101,15
02342,02,1,2,15,5,4,0,4,1,0,4,29,2
76342,76,11,57,99,11,5,3,13,8,10,15,179,14
27342,27,1,21,22,2,5,0,1,0,1,5,38,18
57342,57,0,4,11,0,1,0,4,0,0,0,20,6
14342,14,49,192,516,40,37,17,57,28,14,86,664,109
60342,60,63,621,434,45,46,15,41,26,17,81,767,135
21342,21,6,32,55,13,11,1,11,0,2,2,128,12
59342,59,0,29,41,4,3,0,6,0,1,6,36,15
64342,64,6,29,32,5,7,0,37,12,0,5,13,5
25342,25,0,4,10,3,1,0,3,3,0,8,5,4
51342,51,13,16,51,3,3,1,4,2,1,14,49,18
70342,70,0,7,11,2,3,5,1,1,1,5,35,18
31342,31,3,32,18,3,1,0,33,0,1,1,30,5
39342,39,2,12,21,4,1,1,7,1,1,8,19,1
50342,50,18,52,188,30,17,4,16,7,7,33,147,38
52342,52,0,0,2,1,0,0,2,0,0,1,16,2
67342,67,11,119,261,68,49,6,38,12,11,52,385,90
77342,77,1,9,14,1,2,0,3,0,0,3,32,6
65342,65,2,10,12,2,1,5,7,0,1,0,16,1
88342,88,3,21,27,1,2,0,2,4,2,2,36,7
71342,71,97,630,1471,130,188,25,152,74,25,331,1010,507
08342,08,4,28,35,2,2,2,4,1,1,13,54,6
33342,33,10,67,161,11,14,4,39,4,1,26,126,53
61342,61,23,118,212,17,17,6,19,10,6,31,258,40
32342,32,1,7,5,1,0,0,15,0,0,4,9,3
38342,38,9,57,42,11,4,4,16,3,0,12,55,8
89342,89,7,54,102,7,4,4,5,4,5,18,122,17
63342,63,6,44,36,9,6,3,5,4,0,10,40,12
11342,11,8,26,17,4,3,0,14,0,2,3,48,31
17342,17,6,33,51,6,10,1,16,9,3,7,84,9
28342,28,4,22,37,10,7,1,6,1,0,11,81,11
10342,10,2,27,75,6,9,1,7,2,2,10,90,24
16342,16,3,17,43,5,8,1,6,4,0,15,62,13
01342,01,8,50,83,21,18,1,14,2,1,26,88,31
09342,09,3,35,28,2,2,3,22,5,0,7,50,15
26342,26,9,26,47,3,4,1,6,3,1,15,76,37
72342,72,1,10,39,8,3,0,8,1,0,3,43,3
22342,22,8,61,52,7,2,1,13,2,2,8,77,25
35342,35,11,52,70,17,5,3,7,4,1,12,49,6
68342,68,16,154,281,72,32,6,32,13,2,50,259,88
2B342,2B,15,86,172,26,34,9,98,10,4,44,482,152
79342,79,9,29,126,6,7,6,9,4,6,15,87,25
45342,45,8,25,61,6,2,1,8,4,2,15,91,16
07342,07,22,104,145,18,27,4,32,7,7,40,238,50
34342,34,2,42,31,16,4,2,8,2,4,1,27,15
30342,30,39,136,201,27,25,5,47,10,4,39,260,97
62343,62,1,16,62,5,3,1,6,3,1,4,72,20
80343,80,2,9,20,2,2,1,2,3,1,14,47,2
02343,02,1,11,11,0,1,0,1,0,0,7,22,2
76343,76,1,12,32,5,7,2,3,3,0,5,59,5
27343,27,14,108,279,39,20,7,18,12,3,54,185,81
57343,57,27,165,352,60,35,14,29,20,11,50,284,77
49343,49,28,217,947,106,41,10,41,39,15,93,362,86
60343,60,10,63,64,6,12,4,7,5,0,12,154,27
21343,21,0,14,14,1,7,1,2,0,3,8,14,7
14343,14,1,5,17,7,0,0,4,2,1,3,9,6
78343,78,14,131,439,83,15,4,24,10,4,143,76,98
59343,59,93,869,1529,274,56,29,67,84,27,152,1137,290
64343,64,8,72,117,9,5,3,47,6,0,10,88,22
25343,25,1,9,26,3,3,0,3,0,0,17,34,13
54343,54,1,27,28,3,0,0,3,3,1,8,45,8
51343,51,13,59,100,12,13,1,10,3,4,32,111,38
70343,70,6,22,40,6,4,6,4,2,2,4,70,14
31343,31,3,8,8,1,0,0,5,1,2,2,15,5
39343,39,0,6,7,2,0,1,2,0,0,1,2,0
55343,55,0,5,7,0,2,2,1,0,0,5,13,1
67343,67,36,523,1075,155,55,10,68,44,18,146,447,193
77343,77,7,29,43,3,4,9,3,0,1,11,70,20
65343,65,6,38,38,1,5,2,23,3,0,2,32,8
88343,88,1,10,19,4,2,0,9,0,0,6,30,7
71343,71,3,26,43,6,11,8,9,2,4,13,31,11
08343,08,12,95,139,6,16,5,12,4,8,13,236,52
33343,33,13,110,110,27,11,7,34,14,0,9,198,16
32343,32,4,23,28,1,3,1,11,2,0,12,15,6
38343,38,15,167,246,42,33,7,43,16,4,49,366,90
01343,01,18,127,294,26,41,7,53,18,5,59,335,81
63343,63,3,38,36,9,6,3,9,1,4,11,55,13
11343,11,2,18,14,2,3,1,8,0,0,1,15,0
17343,17,1,7,27,2,3,3,2,4,2,2,37,5
10343,10,66,631,1035,136,83,16,79,50,16,223,981,281
28343,28,1,43,73,16,9,2,10,0,3,12,67,31
16343,16,3,26,64,4,5,3,14,3,2,3,50,12
26343,26,1,16,31,5,5,0,3,1,0,1,10,3
72343,72,6,59,98,19,10,2,9,11,2,15,131,16
35343,35,14,147,189,27,10,8,19,11,10,25,202,19
22343,22,81,651,980,249,43,39,67,62,19,158,407,143
68343,68,19,184,330,67,66,10,51,15,8,40,557,100
2B343,2B,12,70,122,15,11,3,82,6,2,24,299,78
30343,30,14,65,79,14,7,2,26,7,2,4,128,36
79343,79,9,21,53,2,2,1,8,3,1,4,39,6
45343,45,3,10,29,1,4,4,1,0,0,8,50,10
07343,07,36,245,160,37,20,9,36,22,5,39,202,63
34343,34,13,267,171,67,15,8,31,17,2,16,182,68
62344,62,2,4,14,2,1,1,1,1,1,2,30,2
80344,80,3,16,35,6,1,1,6,0,1,7,43,19
76344,76,4,14,76,3,8,3,10,4,1,21,111,18
57344,57,3,52,104,16,23,12,13,2,2,16,133,28
14344,14,6,29,87,11,8,1,9,3,0,13,55,23
34344,34,91,733,1890,217,135,43,195,59,27,521,1765,973
60344,60,7,41,80,12,9,2,6,0,0,4,116,14
21344,21,1,15,33,0,6,0,6,0,1,6,70,18
59344,59,136,244,213,24,17,7,31,11,9,23,524,63
64344,64,3,42,83,13,6,2,41,0,2,11,49,13
78344,78,9,76,100,13,9,2,7,3,1,34,121,26
25344,25,0,7,3,3,2,0,4,0,0,10,1,1
54344,54,5,16,32,4,5,0,2,3,1,6,59,6
51344,51,28,145,300,37,17,8,15,10,7,41,290,65
70344,70,2,25,36,6,14,2,7,4,1,14,72,12
31344,31,13,95,63,7,8,1,50,23,4,7,138,18
39344,39,5,43,47,8,16,4,8,2,2,9,54,19
55344,55,0,0,9,0,1,0,0,0,0,1,8,3
52344,52,0,0,8,0,3,0,0,0,0,7,4,2
67344,67,4,15,64,4,7,1,2,10,0,7,53,16
77344,77,19,247,207,45,24,10,43,9,7,56,481,92
65344,65,46,208,348,67,20,7,169,37,6,48,392,103
88344,88,2,12,28,3,0,0,6,3,1,11,39,7
71344,71,1,7,4,1,6,0,1,1,3,1,17,1
08344,08,0,3,11,1,3,2,7,0,0,2,35,4
33344,33,10,58,100,10,5,2,21,5,0,14,98,37
32344,32,19,136,265,22,12,7,139,27,4,56,218,55
38344,38,129,959,917,114,95,30,92,58,22,133,1065,281
61344,61,5,75,211,25,26,7,16,3,2,31,172,35
01344,01,85,632,1118,202,81,11,97,98,16,198,742,268
89344,89,15,94,241,19,21,14,32,11,5,53,268,56
63344,63,9,25,28,2,2,3,8,6,1,7,25,6
11344,11,8,118,90,7,9,5,26,22,5,22,119,40
17344,17,18,148,204,29,18,3,29,16,6,22,240,37
28344,28,3,30,35,11,3,1,2,4,3,14,37,12
10344,10,18,62,147,22,12,4,21,2,9,42,142,53
26344,26,8,95,51,14,4,0,19,6,2,23,37,25
72344,72,63,308,521,101,38,12,44,37,21,81,533,94
49344,49,10,105,253,36,19,11,17,12,3,25,173,35
22344,22,30,94,97,19,9,12,24,9,6,15,105,22
68344,68,2,34,65,14,4,4,2,1,0,8,126,35
2B344,2B,4,12,9,0,1,0,2,0,0,10,3,5
30344,30,86,740,696,132,69,19,114,68,20,94,986,312
45344,45,24,89,172,20,15,4,29,5,4,21,192,26
07344,07,3,63,76,16,11,4,10,3,2,9,77,22
49345,49,58,637,1171,271,68,30,113,55,28,162,708,143
62345,62,1,1,21,0,1,0,4,1,2,5,31,1
80345,80,12,31,73,4,3,0,7,3,3,6,109,17
02345,02,0,3,2,0,0,0,0,0,0,4,9,1
76345,76,2,26,33,6,2,0,6,1,0,13,59,12
57345,57,3,33,80,8,5,2,9,1,0,12,82,18
14345,14,1,18,43,8,12,1,0,3,1,4,72,7
27345,27,0,29,34,2,13,0,4,2,1,3,35,12
88345,88,2,16,12,2,3,1,2,2,1,4,12,4
32345,32,4,45,101,18,7,2,38,4,0,16,67,43
30345,30,46,69,23,5,1,3,5,1,3,4,65,24
60345,60,5,23,19,2,5,2,5,0,1,3,47,8
33345,33,3,36,49,6,10,5,24,3,2,9,86,22
59345,59,145,251,224,28,9,3,17,14,14,31,486,72
64345,64,3,18,37,3,2,3,38,1,3,5,25,8
25345,25,12,58,92,9,7,4,17,11,4,27,125,25
91345,91,174,2729,2510,355,190,59,188,123,41,478,1565,505
21345,21,1,13,21,3,1,0,1,1,3,1,56,10
54345,54,5,35,56,11,7,2,10,3,0,4,67,24
51345,51,4,25,28,0,2,2,6,0,0,12,77,3
31345,31,24,313,345,51,21,11,78,31,4,41,475,96
39345,39,7,59,69,13,7,0,4,6,3,19,74,18
55345,55,2,9,13,0,1,1,1,1,2,4,23,4
50345,50,5,95,175,16,8,3,15,5,2,24,98,25
67345,67,27,188,582,73,82,15,61,19,19,67,785,178
77345,77,9,78,58,11,8,6,7,2,3,11,129,28
65345,65,1,9,8,1,1,0,4,0,0,0,12,0
71345,71,11,69,130,23,10,1,13,8,4,17,108,38
24345,24,10,68,89,13,5,1,30,8,2,15,96,20
38345,38,6,95,93,12,7,2,9,6,2,2,141,26
61345,61,18,175,339,32,26,4,20,13,7,75,297,73
01345,01,28,209,258,48,24,2,47,27,12,51,409,105
89345,89,19,514,359,28,38,19,32,17,9,67,537,85
63345,63,56,485,791,262,48,15,126,87,20,101,384,127
17345,17,6,35,55,5,4,2,12,3,2,10,74,7
11345,11,9,34,27,1,3,2,14,4,0,5,54,20
10345,10,8,30,60,4,14,1,10,3,2,16,93,17
16345,16,6,26,32,3,4,0,7,4,2,8,35,6
72345,72,5,47,31,11,2,2,8,5,1,5,66,5
26345,26,36,170,315,57,48,6,60,17,11,58,427,171
22345,22,23,100,135,11,12,6,22,19,5,34,118,25
35345,35,13,139,139,28,8,11,15,10,4,28,113,23
68345,68,14,53,105,31,20,7,12,6,2,17,203,42
2A345,2A,9,42,25,13,3,1,31,6,0,6,86,28
79345,79,6,110,182,37,11,7,21,9,4,27,129,17
45345,45,9,84,157,30,24,6,27,5,7,26,211,64
07345,07,18,141,147,26,14,7,32,15,1,23,143,38
62346,62,3,10,37,2,3,2,4,2,0,0,73,7
80346,80,2,15,24,1,2,0,2,2,1,2,39,3
02346,02,8,49,89,12,8,1,7,6,1,16,170,17
76346,76,5,41,46,7,1,2,4,2,2,4,71,8
27346,27,3,20,28,1,2,0,4,0,0,1,72,12
57346,57,3,41,71,10,13,2,6,4,6,18,144,23
14346,14,3,62,124,19,15,6,11,6,4,22,131,26
88346,88,8,58,59,8,15,2,5,4,2,13,171,44
72346,72,54,404,725,112,59,30,60,58,26,136,826,122
60346,60,70,546,1847,206,107,31,84,35,10,395,1094,836
61346,61,2,17,34,10,2,0,5,2,0,6,34,15
79346,79,4,13,21,2,2,1,9,1,1,1,18,1
21346,21,0,26,46,4,1,1,6,1,0,11,46,28
59346,59,90,539,487,128,27,20,33,96,12,33,360,91
64346,64,5,19,47,3,3,0,18,1,0,4,39,10
25346,25,2,5,34,5,11,0,10,0,1,9,20,15
78346,78,21,127,231,41,25,4,24,10,3,46,263,67
54346,54,2,15,40,6,3,0,5,1,1,8,49,12
51346,51,7,59,148,13,11,3,20,7,1,41,282,55
31346,31,14,137,116,45,12,10,48,18,5,12,183,47
39346,39,2,13,11,2,1,0,5,0,0,4,34,5
55346,55,0,19,40,2,10,1,5,1,0,19,38,17
52346,52,5,21,27,1,5,1,6,2,1,4,127,16
67346,67,4,30,86,8,22,0,7,2,2,16,100,11
65346,65,3,18,37,14,2,3,12,2,1,2,23,2
71346,71,30,147,236,12,27,10,29,17,6,37,327,39
08346,08,21,114,270,36,9,3,27,19,8,55,258,54
33346,33,8,28,62,8,4,2,21,4,2,12,86,16
24346,24,14,49,51,2,5,2,6,1,1,20,79,9
32346,32,2,15,37,5,3,0,23,2,0,9,30,17
38346,38,3,27,68,4,7,1,11,10,0,11,76,29
01346,01,6,61,124,26,33,4,33,4,1,34,140,34
63346,63,6,16,51,3,5,1,18,4,0,21,45,10
89346,89,34,315,670,91,45,15,45,37,7,173,375,162
17346,17,19,131,194,28,21,14,56,14,0,31,251,42
11346,11,1,47,2,5,5,0,4,3,0,1,7,0
28346,28,1,2,16,5,2,0,2,0,0,2,7,1
10346,10,1,3,8,0,1,0,3,0,0,6,9,4
16346,16,2,31,34,3,2,5,13,4,1,4,48,9
26346,26,4,67,50,11,5,0,7,6,3,17,33,12
35346,35,1,23,26,9,4,2,8,1,1,8,28,5
22346,22,21,91,173,13,19,0,24,11,5,40,155,30
30346,30,27,222,274,71,43,8,43,15,3,32,355,125
2B346,2B,129,163,306,32,29,10,115,13,4,57,432,138
