dta,date_actualisation_dta,tous_locaux_visites,presence_amiante,obligation_surveillance,date_derniere_visite,obligation_mesure_taux_empoussierement,obligation_travaux,dta_consultable,lieu_dta_consultable,precision,uairne,type,secteur,code,Nom,Latitude,Longitude
OUI,2/16/2009,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0711700M,1ORD,PU,0711700M,ECOLE ELEMENTAIRE IRENE ET FREDERIC JOLIOT CURIE <br> 71230 SAINT-VALLIER,46.64251460499632,4.3641983196066105
NON,,,,,,,,,,,0210940H,1ORD,PU,0210940H,ECOLE ELEMENTAIRE DE VELUZE <br> 21410 GISSEY-SUR-OUCHE,47.269371865601464,4.770750048507062
OUI,3/30/2006,OUI,OUI,OUI,,NON,NON,OUI,,"Amiante détectée à l'extérieur dans conduit d'aération et conduit d'évacuation des fumées (fibro ciment rond), contrôle visuel réalisé par les agents municipaux une fois tous les deux ans.",0711310N,1ORD,PU,0711310N,ECOLE MATERNELLE  <br> 71370 SAINT-GERMAIN-DU-PLAIN,46.70463979722805,4.983353369750506
OUI,11/29/2003,OUI,,NON,11/29/2003,NON,NON,OUI,,,0211558E,1ORD,PU,0211558E,ECOLE ELEMENTAIRE LES CEDRES <br> 21800 QUETIGNY,47.31072082696836,5.117424512574538
OUI,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0890245H,1ORD,PU,0890245H,ECOLE MATERNELLE CELESTIN FREINET <br> 89100 SAINT-CLEMENT,48.21535555057254,3.289661568855488
OUI,10/18/2006,OUI,NON,,7/6/2006,NON,NON,OUI,,,0890586D,1ORD,PU,0890586D,ECOLE ELEMENTAIRE  <br> 89740 CRUZY-LE-CHATEL,47.855359112617734,4.212712885723995
OUI,6/20/2016,OUI,NON,NON,,NON,NON,OUI,,Bâtiment récent: construction en 2014,0891275C,1ORD,PU,0891275C,ECOLE ELEMENTAIRE  <br> 89310 NOYERS,47.69639685307579,3.993269419435183
NON,,,,,,,,,,,0711778X,1ORD,PU,0711778X,ECOLE ELEMENTAIRE  <br> 71300 MARY,46.6179852410573,4.500425903746595
OUI,6/1/2012,OUI,OUI,NON,,NON,NON,OUI,,,0580552K,LP,PU,0580552K,LYCEE PROFESSIONNEL FRANCOIS MITTERRAND <br> 58120 CHATEAU-CHINON (VILLE),47.06011576472276,3.938775514005533
OUI,10/13/1999,OUI,OUI,NON,,NON,NON,OUI,,,0711422K,LYC,PU,0711422K,LYCEE POLYVALENT HILAIRE DE CHARDONNET <br> 71321 CHALON-SUR-SAONE,46.80307604574977,4.865443704471184
,,,,,,,,,,"L’école date de 1905.Je ne sais pas si un DTA existe. Une demande d'information a été déposée au service éducation de la ville de Montceau Les Mines. Je n'ai aucune réponse à ce jour.
Cordialement, 
Mme REBEROL, directrice",0710198E,1ORD,PU,0710198E,ECOLE MATERNELLE FRANCOIS POMPON <br> 71300 MONTCEAU-LES-MINES,46.69088668209192,4.351365019657938
OUI,4/12/2006,NON,OUI,NON,,NON,NON,OUI,,,0210268C,1ORD,PU,0210268C,ECOLE ELEMENTAIRE MARMONT <br> 21400 CHATILLON-SUR-SEINE,47.86176762580438,4.573626022530483
OUI,2/19/2015,OUI,OUI,OUI,2/19/2015,NON,OUI,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","mention la plupart du temps EP (évaluation périodique) 
ponctuellement AC1  ou AC2 (évacuation) non réalisée à ce jour",0580618G,CLG,PU,0580618G,COLLEGE LOUIS ARAGON <br> 58160 IMPHY,46.93041142779503,3.265693675120108
NON,,,,,,,,,,,0710917L,1ORD,PU,0710917L,ECOLE ELEMENTAIRE  <br> 71530 VIREY-LE-GRAND,46.84355748604227,4.864913494365188
OUI,4/11/2004,OUI,NON,NON,,NON,NON,OUI,,,0580698U,1ORD,PU,0580698U,ECOLE ELEMENTAIRE LUCIE AUBRAC <br> 58000 NEVERS,46.98151089875458,3.188534953214273
OUI,3/15/2010,OUI,NON,NON,,NON,NON,OUI,,,0211975H,1ORD,PU,0211975H,ECOLE ELEMENTAIRE  <br> 21120 IS-SUR-TILLE,47.520481224212396,5.113008206979023
OUI,5/21/1997,OUI,NON,NON,,NON,NON,OUI,,,0580293D,1ORD,PU,0580293D,ECOLE ELEMENTAIRE  <br> 58230 SAINT-BRISSON,47.271958304344,4.0904103865695145
NON,,,,,,,,,,,0890038H,CLG,PU,0890038H,COLLEGE GASTON RAMON <br> 89190 VILLENEUVE-L'ARCHEVEQUE,48.23516203763605,3.5474273163389087
OUI,10/28/2005,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",DTA disponible aux Sevices technique de Nuits-Saint-Georges,0210742T,1ORD,PU,0210742T,ECOLE ELEMENTAIRE HENRI CHALLAND <br> 21700 NUITS-SAINT-GEORGES,47.13711950276151,4.951321982109431
,,OUI,,,,,,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Etablissement entièrement restructuré en 2003.,0580028R,CLG,PU,0580028R,COLLEGE JEAN ROSTAND <br> 58260 LA MACHINE,46.89174186484691,3.4659926338604814
NON,,,,,,,,,,,0710023P,LYC,PU,0710023P,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE LA PRAT'S <br> 71250 CLUNY,46.432642772415115,4.654920290804488
OUI,4/7/2015,OUI,OUI,OUI,7/6/2015,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0580682B,CLG,PU,0580682B,COLLEGE LES COURLIS <br> 58018 NEVERS,46.98089342457312,3.190081215223973
NON,,,,,,,,,,,0890125C,1ORD,PU,0890125C,ECOLE ELEMENTAIRE  <br> 89420 GUILLON-TERRE-PLAINE,47.5166796950325,4.101753462470726
OUI,7/26/2006,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0890966S,1ORD,PU,0890966S,ECOLE ELEMENTAIRE  <br> 89580 COULANGES-LA-VINEUSE,47.70035807689275,3.5823743915204846
OUI,4/22/1997,OUI,NON,NON,,NON,NON,OUI,Autres,,0580065F,CLG,PR,0580065F,COLLEGE SAINT LEONARD <br> 58800 CORBIGNY,47.26008029618537,3.6889964905880768
NON,,,,,,,,,,,0890106G,1ORD,PU,0890106G,ECOLE ELEMENTAIRE  <br> 89200 ETAULE,47.5369913256305,3.9146065146049778
OUI,9/1/2016,OUI,OUI,NON,,NON,NON,OUI,,,0710039G,CLG,PU,0710039G,COLLEGE JULES FERRY <br> 71420 GENELARD,46.5793075607365,4.245412417023332
OUI,1/4/2006,OUI,OUI,NON,,NON,NON,OUI,,,0210649S,1ORD,PU,0210649S,ECOLE MATERNELLE PAQUIER D'AUPRE <br> 21850 SAINT-APOLLINAIRE,47.330734204805296,5.0869137776175135
OUI,12/18/2013,OUI,OUI,,12/18/2013,NON,NON,OUI,,,0711490J,CLG,PU,0711490J,COLLEGE VIVANT DENON <br> 71380 SAINT-MARCEL,46.77304991155761,4.8846210058333845
NON,,,,,,,,,,,0711468K,1ORD,PU,0711468K,ECOLE ELEMENTAIRE NEUZY <br> 71160 DIGOIN,46.4958831103305,4.01934309436056
NON,,,,,,,,,,,0711237J,1ORD,PU,0711237J,ECOLE MATERNELLE CHARLES PERRAULT <br> 71210 MONTCHANIN,46.75127396112669,4.473060116763864
OUI,2/5/2015,OUI,OUI,OUI,,NON,OUI,OUI,,,0580036Z,CLG,PU,0580036Z,COLLEGE ACHILLE MILLIEN <br> 58700 PREMERY,47.1692780586092,3.335587060597997
OUI,10/14/1998,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0890461T,1ORD,PU,0890461T,ECOLE ELEMENTAIRE  <br> 89800 CHICHEE,47.79337852945596,3.8330328562880647
OUI,1/5/2007,OUI,NON,NON,,NON,NON,OUI,,,0711481Z,1ORD,PU,0711481Z,ECOLE ELEMENTAIRE  <br> 71620 SAINT-MARTIN-EN-BRESSE,46.816129558843976,5.059628232032962
NON,,,,,,,,,,,0710061F,CLG,PU,0710061F,COLLEGE RENE CASSIN <br> 71600 PARAY-LE-MONIAL,46.450472638485955,4.115289287205357
OUI,4/18/1997,OUI,NON,NON,,NON,NON,OUI,,,0710585A,1ORD,PU,0710585A,ECOLE ELEMENTAIRE  <br> 71290 RANCY,46.59848348683529,5.090015526415733
OUI,5/4/2016,NON,NON,NON,,NON,NON,OUI,,,0711909P,1ORD,PU,0711909P,ECOLE MATERNELLE  <br> 71500 BANTANGES,46.609780626004074,5.1125569427244
OUI,5/10/2004,OUI,OUI,NON,,NON,NON,OUI,,,0711321A,CLG,PU,0711321A,COLLEGE CONDORCET <br> 71570 LA CHAPELLE-DE-GUINCHAY,46.211315087006206,4.755400634181858
NON,,,,,,,,,,,0580651T,CLG,PU,0580651T,COLLEGE GIROUD DE VILLETTE <br> 58503 CLAMECY,47.45476069261417,3.5291374442423034
,,,,,,,,,,"En 1999, un plan de retrait amiante a été conduit par la SMBI (société monestésienne de bâtiments industriels) pour retirer les plaques Fibrociment en couverture.",0890896R,1ORD,PU,0890896R,ECOLE ELEMENTAIRE ST EXUPERY <br> 89300 JOIGNY,47.978711336928406,3.4167180371061967
NON,,,,,,,,,,,0711879G,1ORD,PU,0711879G,ECOLE MATERNELLE JEAN MICHEL FOLON <br> 71300 MONTCEAU-LES-MINES,46.66955557395873,4.372657019486774
OUI,12/18/1998,OUI,NON,,,,,,,,0890239B,1ORD,PU,0890239B,ECOLE ELEMENTAIRE  <br> 89320 NOE,48.164583306055775,3.4020288958328933
,,,,,,,,,,,0890544H,1ORD,PU,0890544H,ECOLE ELEMENTAIRE  <br> 89770 CHAILLEY,48.082542113986854,3.7016301849486872
NON,,OUI,,,,,,,,,0580177C,1ORD,PU,0580177C,ECOLE ELEMENTAIRE  <br> 58270 SAINT-JEAN-AUX-AMOGNES,47.014835106679975,3.336650640301769
NON,,,,,,,,,,,0710492Z,1ORD,PU,0710492Z,ECOLE ELEMENTAIRE  <br> 71460 CORMATIN,46.54271479897139,4.687657471033631
OUI,11/20/1996,OUI,NON,NON,11/20/1996,NON,NON,OUI,,,0890904Z,1ORD,PU,0890904Z,ECOLE MATERNELLE  <br> 89330 SAINT-JULIEN-DU-SAULT,48.03404619414454,3.2979196748875053
NON,,,,,,,,,,,0580565Z,1ORD,PR,0580565Z,ECOLE ELEMENTAIRE LE CHASNAY <br> 58600 FOURCHAMBAULT,47.01219704290077,3.0818804161944513
OUI,8/5/1998,OUI,NON,NON,,NON,NON,OUI,,,0211717C,1ORD,PU,0211717C,ECOLE MATERNELLE  <br> 21450 BAIGNEUX-LES-JUIFS,47.60183289861485,4.6448293371313065
NON,,,,,,,,,,,0580444T,1ORD,PU,0580444T,ECOLE ELEMENTAIRE  <br> 58220 PERROY,47.398591361755656,3.16112801597983
NON,,,,,,,,,,,0890866H,1ORD,PU,0890866H,ECOLE ELEMENTAIRE  <br> 89800 MALIGNY,47.87000477820786,3.767391231902885
OUI,8/9/2002,OUI,OUI,NON,,NON,NON,OUI,,"Je suis surpris qu'aucune obligation de surveillance n'aie été mise en place concernant les dalles de revêtement de sol. Un courrier du Maire en date de 2011 s'appuyant sur une visite d'un organisme agréé fait état d'une "" préconisation de remplacement de",0711843T,1ORD,PU,0711843T,ECOLE ELEMENTAIRE BERLIOZ <br> 71880 CHATENOY-LE-ROYAL,46.79247218127962,4.816100211950314
OUI,4/23/1998,OUI,NON,NON,,NON,NON,OUI,,,0710747B,1ORD,PU,0710747B,ECOLE ELEMENTAIRE  <br> 71110 SAINT-JULIEN-DE-JONZY,46.23617783547135,4.144074439249227
OUI,4/4/2013,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0211335M,1ORD,PU,0211335M,ECOLE ELEMENTAIRE  <br> 21110 FAUVERNEY,47.25579268081958,5.145674910661363
OUI,1/11/2016,OUI,OUI,OUI,1/11/2016,NON,NON,OUI,,,0890112N,1ORD,PU,0890112N,ECOLE ELEMENTAIRE  <br> 89200 MAGNY,47.484495105747605,3.9812198509581456
OUI,1/29/2009,NON,NON,NON,,NON,NON,OUI,,"Un hall et un  bureau ont été ajoutés aux bâtiments existants, aux normes concernant l'amiante, donc pas de raison de faire une nouvelle investigation",0710248J,1ORD,PU,0710248J,ECOLE ELEMENTAIRE  <br> 71960 IGE,46.398492512552274,4.7433528275231085
OUI,10/22/2007,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0710777J,1ORD,PU,0710777J,ECOLE ELEMENTAIRE  <br> 71520 MONTMELARD,46.33201306502848,4.410267668443412
NON,,,,,,,,,,,0890344R,1ORD,PU,0890344R,ECOLE MATERNELLE  <br> 89170 SAINT-FARGEAU,47.63768018048496,3.0670613873974437
OUI,5/21/2015,NON,OUI,NON,,NON,OUI,OUI,,,0580005R,CLG,PU,0580005R,COLLEGE BIBRACTE <br> 58120 CHATEAU-CHINON (VILLE),47.057963247942716,3.930724852309485
OUI,8/25/2004,NON,OUI,,,,,OUI,,,0890048U,1ORD,PU,0890048U,ECOLE MATERNELLE LES MIGNOTTES <br> 89000 AUXERRE,47.80096785678535,3.5907896105948933
OUI,5/17/2015,OUI,OUI,NON,,NON,NON,OUI,,,0580002M,CLG,PU,0580002M,COLLEGE CHAMP DE LA PORTE <br> 58340 CERCY-LA-TOUR,46.87875815035852,3.660741177944151
OUI,2/7/1996,OUI,NON,NON,,NON,,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0711419G,1ORD,PU,0711419G,ECOLE ELEMENTAIRE JULES FERRY <br> 71230 SAINT-VALLIER,46.64581439048818,4.339749720239297
OUI,3/9/2009,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0710440T,1ORD,PU,0710440T,ECOLE ELEMENTAIRE  <br> 71250 MASSILLY,46.49018561729697,4.672364325614085
NON,,,,,,,,,,,0710263A,1ORD,PU,0710263A,ECOLE ELEMENTAIRE  <br> 71260 MONTBELLET,46.475627605378065,4.873840477566403
OUI,9/22/1999,NON,NON,NON,,NON,NON,OUI,,,0890014G,CLG,PU,0890014G,COLLEGE MICHEL GONDRY <br> 89120 CHARNY OREE DE PUISAYE,47.89327208081247,3.0959483860406714
NON,,,,,,,,,,,0890417V,1ORD,PU,0890417V,ECOLE MATERNELLE LES BRICHERES <br> 89000 AUXERRE,47.79086979318098,3.552126320710311
OUI,12/12/2006,OUI,OUI,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0580114J,1ORD,PU,0580114J,ECOLE ELEMENTAIRE PAUL SARRETTE <br> 58170 CHIDDES,46.86157666817571,3.941937155220948
OUI,1/5/2006,OUI,NON,NON,,NON,,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0211587L,1ORD,PU,0211587L,ECOLE MATERNELLE LA FLEURIEE <br> 21850 SAINT-APOLLINAIRE,47.33468419329264,5.078768202136251
OUI,1/25/2007,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0580677W,1ORD,PU,0580677W,ECOLE ELEMENTAIRE  <br> 58150 SUILLY-LA-TOUR,47.33578124764476,3.0684679668228907
OUI,1/21/2004,OUI,NON,NON,,NON,NON,OUI,,,0211941W,1ORD,PU,0211941W,ECOLE MATERNELLE JEAN MACE <br> 21240 TALANT,47.33499633917089,5.003733291933485
OUI,,,,,1/30/2008,NON,NON,OUI,,,0711262L,1ORD,PU,0711262L,ECOLE MATERNELLE FRANCOISE DOLTO <br> 71530 CHAMPFORGEUIL,46.81891891647482,4.834669276665432
NON,,,,,,,,,,,0211594U,1ORD,PU,0211594U,ECOLE MATERNELLE R.P.I. <br> 21110 LONGCHAMP,47.26079117730632,5.286794186680039
OUI,7/4/2007,OUI,NON,NON,,NON,NON,OUI,,J'estime que ce genre d'enquête doit être rempli par une personne du service municipal. Je me base sur un dossier que j'ai retrouvé dans les archives de l'école. J'ai repris les réponses que j'y ai trouvé.,0211955L,1ORD,PU,0211955L,ECOLE MATERNELLE R.P.I. <br> 21110 SOIRANS,47.20658784656194,5.288300291084428
OUI,,NON,OUI,NON,,OUI,NON,OUI,,,0891199V,LYC,PU,0891199V,LYCEE POLYVALENT LOUIS DAVIER <br> 89301 JOIGNY,47.98222490425608,3.4161464887534363
OUI,4/23/2004,OUI,OUI,OUI,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",il y a un exemplaire du DTA de 2004 au collège mais rien sur les contrôles qui ont eu lieu depuis cette date. Les documents sont consultables au Conseil départemental,0710025S,CLG,PU,0710025S,COLLEGE LOUIS PERGAUD <br> 71490 COUCHES,46.868857295053104,4.569029288910584
OUI,8/31/2005,NON,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",le local de 1 étage ( RASED n'a pas été  visité et l'escalier.,0890627Y,1ORD,PU,0890627Y,ECOLE MATERNELLE PAUL BERT <br> 89400 MIGENNES,47.960125949321615,3.5295910026960438
OUI,,OUI,NON,,,,,,,,0212045J,LYC,PU,0212045J,LYCEE POLYVALENT E.J. MAREY <br> 21206 BEAUNE,47.029912797996005,4.850880835408288
NON,,,,,,,,,,,0211821R,1ORD,PU,0211821R,ECOLE MATERNELLE R.P.I. <br> 21440 BLIGNY-LE-SEC,47.44451313068325,4.7422091439476315
OUI,10/24/1996,OUI,NON,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0210717R,1ORD,PU,0210717R,ECOLE MATERNELLE PASTEUR <br> 21370 PLOMBIERES-LES-DIJON,47.33907173457627,4.97017175536778
NON,,,,,,,,,,,0711403P,1ORD,PU,0711403P,ECOLE ELEMENTAIRE  <br> 71520 DOMPIERRE-LES-ORMES,46.36086037917666,4.482919270099746
OUI,7/3/2006,OUI,OUI,NON,,OUI,OUI,OUI,,,0711343Z,1ORD,PU,0711343Z,ECOLE MATERNELLE LES SABLES <br> 71600 PARAY-LE-MONIAL,46.460855487472614,4.115058443263128
OUI,12/16/1996,OUI,NON,NON,,,,,,,0710197D,1ORD,PU,0710197D,ECOLE MATERNELLE CAMILLE CLAUDEL <br> 71000 MACON,46.30892354016469,4.833377786181272
OUI,12/15/2004,OUI,OUI,OUI,12/15/2004,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0580616E,1ORD,PU,0580616E,ECOLE ELEMENTAIRE PIERRE ET MARIE CURIE <br> 58200 COSNE-COURS-SUR-LOIRE,47.39739167824835,2.9281163752078885
OUI,12/2/2008,OUI,NON,NON,,NON,NON,OUI,,,0711686X,1ORD,PU,0711686X,ECOLE ELEMENTAIRE  <br> 71500 BRUAILLES,46.595848162246654,5.235617311325282
OUI,11/29/2005,OUI,OUI,NON,,NON,NON,OUI,,,0212035Y,1ORD,PU,0212035Y,ECOLE ELEMENTAIRE DEBUSSY J. ROSTAND <br> 21150 VENAREY-LES-LAUMES,47.541708608738915,4.466175468469081
OUI,8/2/2006,OUI,OUI,NON,,NON,NON,OUI,,,0210400W,1ORD,PU,0210400W,ECOLE ELEMENTAIRE JEAN MOULIN <br> 21130 AUXONNE,47.19019711297488,5.3896000449030605
OUI,4/7/2015,NON,NON,NON,,NON,NON,OUI,,,0580035Y,CLG,PU,0580035Y,COLLEGE LES GUILLERAULTS <br> 58150 POUILLY-SUR-LOIRE,47.28155953320253,2.964783901753129
OUI,10/12/2005,OUI,NON,NON,,NON,NON,OUI,,,0211464C,1ORD,PU,0211464C,ECOLE MATERNELLE JEAN-PIERRE HALM <br> 21600 FENAY,47.26158637717187,5.0483507489044435
NON,,,,,,,,,,,0210576M,1ORD,PU,0210576M,ECOLE ELEMENTAIRE  <br> 21500 SAVOISY,47.73172121937607,4.417757731464475
NON,,,,,,,,,,,0211001Z,1ORD,PU,0211001Z,ECOLE ELEMENTAIRE  <br> 21170 ESBARRES,47.095909430448856,5.218134574919926
NON,,,,,,,,,,,0710750E,1ORD,PU,0710750E,ECOLE ELEMENTAIRE  <br> 71800 SAINT-CHRISTOPHE-EN-BRIONNAIS,46.28580001075098,4.177503255174933
NON,,,,,,,,,,,0211297W,1ORD,PR,0211297W,ECOLE ELEMENTAIRE SAINTE-LOUISE DE MARILLAC <br> 21460 EPOISSES,47.508247071859024,4.172877104602399
NON,,,,,,,,,,,0711399K,1ORD,PU,0711399K,ECOLE MATERNELLE VIEUX MOULIN <br> 71800 LA CLAYETTE,46.292018065834405,4.305366666675927
OUI,10/15/2002,OUI,NON,NON,,NON,NON,OUI,,,0710642M,1ORD,PU,0710642M,ECOLE ELEMENTAIRE  <br> 71370 L'ABERGEMENT-SAINTE-COLOMBE,46.75320011537586,5.0082107627045795
OUI,11/6/1996,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0711882K,1ORD,PU,0711882K,ECOLE ELEMENTAIRE MARCEL PAGNOL <br> 71000 MACON,46.29670200749037,4.825283319086706
OUI,2/12/2010,OUI,NON,NON,2/12/2010,NON,NON,OUI,,,0890920S,1ORD,PU,0890920S,ECOLE ELEMENTAIRE  <br> 89520 THURY,47.58630434463532,3.294105245860175
OUI,3/25/1998,,OUI,NON,3/25/1998,NON,NON,OUI,,Le document faisant office de DTA est une copie de rapport de diagnostic amiante.,0710509T,1ORD,PU,0710509T,ECOLE ELEMENTAIRE PAUL LARUE <br> 71110 ANZY-LE-DUC,46.32054031310045,4.0603090078419
NON,,OUI,OUI,,,,,,,,0211567P,1ORD,PU,0211567P,ECOLE MATERNELLE R.P.I.  CHARLES BOUVARD <br> 21550 LADOIX-SERRIGNY,47.072688224164104,4.879552963723722
OUI,3/16/1998,OUI,NON,NON,,NON,NON,OUI,,,0710592H,1ORD,PU,0710592H,ECOLE ELEMENTAIRE  <br> 71290 HUILLY-SUR-SEILLE,46.59264047246708,5.052557577610494
NON,,,,,,,,,,,0711898C,1ORD,PU,0711898C,ECOLE ELEMENTAIRE GROUPE SCOLAIRE MAURICE NUGUES <br> 71430 SAINT-VINCENT-BRAGNY,46.53347546508996,4.125407284259739
OUI,9/6/2005,OUI,NON,NON,,NON,NON,OUI,,,0711728T,1ORD,PU,0711728T,ECOLE ELEMENTAIRE ETIENNE JULES MAREY <br> 71150 CHAGNY,46.90740858800517,4.755474786231155
OUI,1/16/1997,OUI,OUI,,,,,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Le diagnostic indique les résultats de l'examen des bâtiments (couverture du préau en fibroè-ciment ) ,mais je n'ai pas de rapport avec les conclusions et la suite à donner.",0580298J,1ORD,PU,0580298J,ECOLE ELEMENTAIRE  <br> 58190 TANNAY,47.36802267878067,3.5936906835635445
OUI,4/21/1999,NON,OUI,NON,,NON,NON,OUI,,"Le collège de Puisaye est un établissement scolaire sur trois sites (Noguès à Saint Fargeau, Colette à Saint Sauveur et Dethou à Bléneau) Seulement les sites Noguès et Dethou ont été controlés. Noguès en 1999 et Dethou le 23/10/1996",0890022R,CLG,PU,0890022R,COLLEGE DE  PUISAYE <br> 89170 SAINT-FARGEAU,47.6366542612431,3.0634937510252707
OUI,1/4/2004,OUI,OUI,NON,,NON,NON,OUI,,,0711687Y,1ORD,PU,0711687Y,ECOLE ELEMENTAIRE PIERRE ET MARIE CURIE <br> 71160 DIGOIN,46.48956492775695,4.000186731232243
OUI,10/13/2008,OUI,NON,NON,,NON,NON,OUI,,,0710605X,1ORD,PU,0710605X,ECOLE ELEMENTAIRE  <br> 71500 MONTAGNY-PRES-LOUHANS,46.65829224620008,5.2692025061009184
OUI,5/26/2016,NON,OUI,OUI,5/26/2016,OUI,NON,OUI,,,0580620J,CLG,PU,0580620J,COLLEGE HENRI WALLON <br> 58641 VARENNES-VAUZELLES,47.011523873926144,3.144854083529484
NON,,,,,,,,,,,0710825L,1ORD,PU,0710825L,ECOLE ELEMENTAIRE  <br> 71170 CHASSIGNY-SOUS-DUN,46.239004813990135,4.294035566306189
OUI,,OUI,OUI,,,,,,,COLL7GE EN TOTAL R2NOVATION. Les détections d'amiante ont été prise dans l'avancement des travaux et sont traités en conséquence.,0890013F,CLG,PU,0890013F,COLLEGE PIERRE ET JEAN LEROUGE <br> 89800 CHABLIS,47.81121377034493,3.7940704728138552
OUI,9/24/2008,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0710502K,1ORD,PU,0710502K,ECOLE ELEMENTAIRE  <br> 71220 VEROSVRES,46.40072520015086,4.443191144139594
OUI,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0890227N,1ORD,PU,0890227N,ECOLE MATERNELLE  <br> 89330 SAINT-LOUP-D'ORDON,48.015022112544784,3.1628294155221064
OUI,12/10/1996,OUI,NON,NON,,NON,NON,OUI,,,0890887F,1ORD,PU,0890887F,ECOLE ELEMENTAIRE  <br> 89144 LIGNY-LE-CHATEL,47.89915264710371,3.7589565192454826
OUI,9/16/1997,OUI,NON,,,,,,,,0890283Z,1ORD,PU,0890283Z,ECOLE ELEMENTAIRE GROUPE SCOLAIRE DE L'ILE D'YONNE <br> 89100 SENS,48.19807203812193,3.274714852679047
OUI,,OUI,NON,NON,,NON,NON,OUI,Autres,"Notre DTA date du 25 avril 2000. Je mets la date ici car l'année 2000 n'est pas référencée dans votre calendrier de la question 3. Bonne réception.
Régis ERNAULT, directeur de l'école de Clessé",0710429F,1ORD,PU,0710429F,ECOLE ELEMENTAIRE  <br> 71260 CLESSE,46.419531473386314,4.820335394108152
NON,,,,,,,,,,,0710905Y,1ORD,PU,0710905Y,ECOLE ELEMENTAIRE  <br> 71390 MOROGES,46.75177589951668,4.67703616686088
,,OUI,NON,,,,,,,"Nos locaux ont été construits en 2008  et ne sont donc  pas concernés par ces recherches.
Cordialement
F Moussoux-Clémensat, directrice école St Loup",0890798J,1ORD,PR,0890798J,ECOLE ELEMENTAIRE SAINT LOUP <br> 89210 BRIENON-SUR-ARMANCON,47.99113346715468,3.6208847581536436
OUI,2/4/2005,OUI,OUI,NON,,NON,NON,OUI,,,0710233T,1ORD,PU,0710233T,ECOLE ELEMENTAIRE MARIE CURIE <br> 71000 MACON,46.35954470583255,4.832753499249904
OUI,5/12/2016,OUI,OUI,NON,,NON,NON,OUI,,"dalles sol vynil
1  conduit amiante ciment",0711136Z,CLG,PU,0711136Z,COLLEGE ROGER SEMET <br> 71160 DIGOIN,46.47506659205576,3.979167185514328
OUI,5/12/2010,OUI,OUI,NON,,,NON,OUI,,dalami,0711137A,LYC,PU,0711137A,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE CAMILLE CLAUDEL <br> 71160 DIGOIN,46.475821954397965,3.992757780315075
OUI,1/29/1999,OUI,NON,NON,,NON,NON,OUI,,,0890377B,1ORD,PU,0890377B,ECOLE ELEMENTAIRE  <br> 89240 PARLY,47.764578265454645,3.348808995133772
NON,,,,,,,,,,,0710360F,1ORD,PU,0710360F,ECOLE ELEMENTAIRE  <br> 71130 UXEAU,46.66215698012988,4.024519633694851
,,,,,,,,NON,,Je n'ai pas les informations demandées.,0890485U,1ORD,PU,0890485U,ECOLE ELEMENTAIRE  <br> 89570 SORMERY,48.0896739265757,3.7695191244634136
