permis_date,dta,date_actualisation_dta,tous_locaux_visites,presence_amiante,obligation_surveillance,date_derniere_visite,obligation_mesure_taux_empoussierement,obligation_travaux,dta_consultable,lieu_dta_consultable,precision,type,secteur,code,Latitude,Longitude,collectivite
1,OUI,2/24/1997,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",l'école date de 1893.,1ORD,PU,0621873Z,50.71213690892204,2.157604232785952,1
1,NON,,,,,,,,,,,1ORD,PU,0594582K,50.68323165781989,2.8799952681335794,1
0,,,,,,,,,,,"Je ne dispose pas des informations permettant de remplir ce questionnaire.
Merci de vous adresser à la municipalité de Boulogne sur Mer.",1ORD,PU,0624006T,50.72924101188201,1.6204511515907485,1
1,NON,,,,,,,,,,,1ORD,PU,0590552E,50.19677487851537,3.8538466778253886,1
1,OUI,,OUI,OUI,,,,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0595032Z,50.3868573682126,3.1557436436568094,1
1,OUI,5/10/2012,OUI,NON,,,,,,,,1ORD,PU,0622993S,50.42657384117667,2.9486404389341243,1
1,NON,,,,,,,,,,,1ORD,PU,0591149D,50.29528198830596,3.9178530381214647,1
2,,,,,,,,,,,,1ORD,PU,0591500K,50.47150449245966,3.3937993957002903,1
1,NON,,,,,,,,,,,1ORD,PU,0622931Z,50.66985433142583,2.344154345094056,1
1,OUI,1/1/2014,NON,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",bâtiment rasé pour la reconstruction de la nouvelle cantine et désamianté selon les normes en vigueur voir service grand travaux ville de Roubaix,1ORD,PU,0592684X,50.679207461230796,3.1696431078655745,1
0,NON,,,,,,,,,,,1ORD,PU,0623036N,50.48509998971467,2.541744803491261,1
2,NON,,,,,,,,,,,1ORD,PU,0591209U,50.633913167460726,3.1906053155308802,1
1,OUI,,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0594619A,50.34156402809904,3.0579355243849315,1
1,NON,,,,,,,,,,,1ORD,PU,0623171K,50.713288665485344,1.5879678964171686,1
2,,,,,,,,,,,,1ORD,PU,0590575E,50.154089261292285,3.2755543206238817,1
1,OUI,6/2/2008,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0590303J,50.33677510745039,3.252670859141379,1
1,NON,,,,,,,,,,,1ORD,PU,0594921D,51.021099313905786,2.4030726205215167,1
1,NON,,,,,,,,,,,1ORD,PU,0590570Z,50.19669143923841,3.3777671944211165,1
1,NON,,,,,,,,,,,1ORD,PR,0622645N,50.81314200581747,1.7059111281434436,1
1,NON,,,,,,,,,,,1ORD,PU,0622055X,50.36189601507592,2.218231296620754,1
1,NON,,,,,,,,,,,1ORD,PU,0590412C,50.37928382418729,3.0706732959366643,1
2,,,,,,,,,,,,1ORD,PU,0621514J,50.61649009152856,2.683291266707008,1
1,NON,,,,,,,,,,,APPL,PU,0595930A,50.37506912277826,3.0635724389005388,1
2,NON,,,,,,,,,,,1ORD,PU,0596532E,50.749498295035636,3.179806848284439,1
2,,,,,,,,,,,,CLG,PU,0596529B,50.37506182229881,3.2054338458370792,2
1,OUI,6/5/2006,OUI,NON,NON,,,NON,NON,Autres,,1ORD,PR,0593692T,50.7578306922827,2.6030572543894457,1
1,NON,,,,,,,,,,,1ORD,PU,0623244P,50.41742173054496,3.0144757998193863,1
1,,,,,,,,,,,,1ORD,PU,0596462D,50.372111948014535,3.2263798756072144,1
1,OUI,,OUI,OUI,,,,,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Le directeur, lors des conseils d'école et depuis plusieurs années, mentionnait le mauvais état de la toiture en tôles de fibrociment et sa détérioration (fuites nombreuses notamment dans le hall qui n'était pas isolé : les tôles étaient à vue). Une étude",1ORD,PU,0622759M,50.691120975485674,2.3499947674965544,1
1,NON,,,,,,,,,,,1ORD,PU,0620353X,50.481442978340596,2.510556536144243,1
1,,,,,,,,,,,Je n' ai hélas aucune information pour cet établissement que je dirige depuis cette année.,1ORD,PU,0592420K,50.351570392210405,3.5249688037061517,1
2,NON,,,,,,,,,,,1ORD,PU,0623423J,50.47253434109746,2.5375268423058888,1
1,OUI,8/14/2009,NON,OUI,NON,,NON,NON,OUI,,"5) la réponse est susceptible donc ni oui ni non
6) Les locaux non visités sont les deux abris de jardin en bois",1ORD,PR,0594108V,50.71560259999104,3.1487961497933536,1
1,OUI,2/10/2016,OUI,OUI,OUI,2/10/2016,NON,OUI,OUI,,"Je ne sais pas si cela consiste à faire des travaux: mais il est indiqué qu'une partie du bâtiment nécessite une action corrective de niveau 1.
Et deux autres parties doivent subir des évaluations périodiques.",1ORD,PU,0590539R,50.26206429891752,3.1633912454698745,1
1,NON,,,,,,,,,,,1ORD,PU,0620387J,50.73882563206277,1.6110201654070464,1
1,NON,,,,,,,,,,,1ORD,PU,0590505D,50.68411112997947,2.8877406037605327,1
1,NON,,,,,,,,,,,1ORD,PU,0623151N,50.5214248380566,1.6500322194731678,1
1,NON,,,,,,,,,,,1ORD,PU,0622984G,50.30704212090675,2.78859962329311,1
1,NON,,,,,,,,,,,1ORD,PU,0594691D,50.60804787018922,2.9842437065681766,1
1,OUI,,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","école en cours de réhabilitation : destruction d'une partie, création de nouveaux locaux et réhabilitation d'autres parties.(3 phasages)
Début des travaux mai 2016 (qui a débuté par un désamiantage)
fin des travaux  prévue pour septembre 2018",1ORD,PU,0595925V,50.33212951543483,3.53030180350442,1
2,,,,,,,,,,,"Bonjour,

Les 2 sites maternelle et primaire étant neufs (construction 2001 et 2011), je me suis permis de ne répondre qu'à la 1ère question.
Bien cordialement
Pascal Bauw",1ORD,PR,0593904Y,50.68069936703245,3.105062741071755,1
1,NON,,,,,,,,,,,1ORD,PU,0591038H,51.019231729954946,2.3504261533795794,1
1,,,,,,,,,,,Je n'ai pas connaissance de l'existence ou non existence de ce dossier technique.,1ORD,PU,0595920P,50.36091048520118,3.07316675805844,1
2,,,,,,,,,,,"l'école duclos lanoy est toute récente
elle a été inaugurée en septembre 2016",1ORD,PU,0594790L,50.3882110864091,3.119571482773228,1
1,OUI,,OUI,OUI,NON,,OUI,NON,OUI,,,LYC,PU,0590101P,50.72894783293641,2.532316638913659,3
1,NON,,,,,,,,,,,1ORD,PU,0591026V,50.670078129853685,2.9723359197738266,1
2,NON,,,,,,,,,,,CLG,PU,0620099W,50.370182047776325,2.0392474542345025,2
1,OUI,10/5/2006,OUI,OUI,OUI,,NON,NON,OUI,,,1ORD,PU,0592021B,50.30773241566007,3.334383975130561,1
1,NON,,,,,,,,,,,1ORD,PU,0595943P,50.7136632946246,3.1927260226318386,1
1,NON,,,,,,,,,,,1ORD,PU,0623852A,50.23293916320328,2.1157101873248445,1
2,NON,,,,,,,,,,,CLG,PU,0593482P,50.38278262102924,3.172527691977889,2
1,OUI,9/1/2010,OUI,OUI,NON,,NON,NON,OUI,,,LP,PU,0620187S,50.519836827572355,1.645677396378053,3
1,OUI,9/2/2016,OUI,OUI,OUI,,NON,,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,CLG,PU,0620170Y,50.41331768115844,2.8629665760744936,2
1,OUI,9/2/2016,OUI,OUI,OUI,6/14/2016,NON,NON,OUI,,"Je suis allé trop vite, le voici!",1ORD,PU,0591997A,50.38765519851594,3.4915714101590583,1
1,,,,,,,,,,,je ne sais pas,1ORD,PU,0592692F,51.05083666132781,2.4058762717795297,1
1,NON,,,,,,,,,,,1ORD,PU,0594560L,50.28884698933722,3.96022384861792,1
1,,,,,,,,,,,,1ORD,PU,0622970S,50.419128419149416,2.9488812579472,1
1,NON,,,,,,,,,,,1ORD,PU,0623270T,50.42640946097637,2.8540385201310774,1
1,NON,,,,,,,,,,,1ORD,PU,0594981U,50.284665700501925,3.6162218393068932,1
1,OUI,2/10/2004,OUI,OUI,NON,,NON,NON,OUI,,Un diagnostic vient d'être effectué en juin 2016. En attente du rapport.,CLG,PU,0622425Z,50.515728942107174,2.630230199680592,2
2,NON,,,,,,,,,,,CLG,PU,0622806N,50.51203333471607,1.6171979538936958,2
2,,,,,,,,,,,,CLG,PU,0622424Y,50.451082574605806,2.7378299038530858,2
1,OUI,,OUI,NON,,,,,,,,CLG,PU,0623315S,50.94188063864566,1.8585424292412156,2
1,NON,,,,,,,,,,,1ORD,PU,0595498F,51.035515478372574,2.3851286738660096,1
1,OUI,6/1/2015,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,CLG,PU,0590057S,50.57151852917778,3.21413554081934,2
2,NON,,,,,,,,,,,CLG,PU,0596833G,50.62421657110629,3.0443947962386746,2
1,,,,,,,,,,,,1ORD,PU,0623181W,50.708832483576714,2.2257570381024645,1
2,NON,,,,,,,,,,,CLG,PU,0594394F,50.718869000171175,3.1545458984294146,2
1,OUI,11/28/2012,OUI,OUI,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","prélèvements à chaque travaux, dossier à consulter à chaque chantier",CLG,PU,0594524X,50.59193523668529,3.045952405614188,2
1,OUI,12/19/2015,OUI,OUI,OUI,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",L'amiante était essentiellement contenu dans les revêtements de sol. Le bâtiment a été désamianté et les revetemetents de sol ont été changés en 2007 mais je ne dispose d'aucun élément écrit à ce sujet,APPL,PU,0590968G,51.025767039975996,2.368020410086211,1
2,,,,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Rénovation complète des bâtiments en 2010,1ORD,PU,0590821X,50.11802562348457,3.4090931344179496,1
1,NON,,,,,,,,,,,1ORD,PU,0623561J,50.66133464437686,2.7981511358020086,1
1,NON,,,,,,,,,,,1ORD,PU,0623649E,50.275838846131094,2.28682401643785,1
1,,,,,,,,,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","A ce jour l'établissement ne possède aucune information concernant l'Amiante. Veuillez contacter la Mairie.
cordialement, 
             La directrice, Mme Boissier",1ORD,PU,0594467K,50.16627735847752,3.2577142089484705,1
2,OUI,6/20/2016,OUI,NON,NON,,NON,NON,OUI,,Etablissement complètement reconstruit entre 2000et 2004,LYC,PU,0590207E,50.349450796926966,3.283051594000042,3
0,,,,,,,,,,,"je n'ai pas les compétences techniques ni les renseignements concernant ces questions qui relèvent de la mairie de Roubaix
désolé",1ORD,PU,0592109X,50.68740223745145,3.1929796795378844,1
1,NON,,,,,,,,,,,1ORD,PU,0620401Z,50.949435115242956,1.844101413137623,1
1,,,,,,,,,,,,CLG,PU,0620082C,50.60166096860404,2.1005490209449427,2
1,NON,,,,,,,,,,,1ORD,PU,0623347B,50.947139318119476,1.880451602310384,1
1,OUI,1/3/2012,OUI,OUI,NON,,NON,OUI,OUI,,,LYC,PR,0592976P,50.37172519560929,3.2789343189866287,3
1,OUI,9/26/2006,OUI,OUI,NON,,NON,NON,OUI,,,LP,PU,0590249A,50.67257580871957,3.1259399453159507,3
1,NON,,,,,,,,,,,1ORD,PU,0621561K,50.425905106949244,2.752138349575441,1
1,OUI,5/24/2014,OUI,OUI,OUI,5/24/2014,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Un exemplaire du Dossier Technique d'Amiante est consultable au service Intendance de l'établissement.
Celui-ci sera modifié après la fin des travaux de désamiantage qui ont commencé début juin 2016 sur une partie bâtiment du rez-de-chaussée dans le cad",CLG,PU,0593663L,51.0282280665178,2.3315574002208934,2
1,OUI,12/7/2005,OUI,OUI,OUI,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","L'école est inquiète de ne pas avoir de renseignements à ce sujet.

les informations données sont issues de la mairie de Fort-Mardyck.
Merci",1ORD,PU,0594547X,51.02709210702924,2.3077029444006745,1
1,NON,,,,,,,,,,,1ORD,PR,0596420H,50.18462702711563,3.4973549889187834,1
1,,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0620994U,50.58079669128628,2.714068841862089,1
1,OUI,9/2/2013,OUI,OUI,NON,,,OUI,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0592846Y,50.34596897013696,3.54707744998406,1
1,OUI,12/13/2012,OUI,OUI,OUI,,OUI,OUI,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Des travaux ont été effectués :
- toilettes où l'amiante était dégradé ont été abattus et reconstruits .
- Les autres zones ( bibliothèque + chaufferie + classe cp/ce1 ) où l'amiante était décrit en bon état de conservation ont été restaurés également",1ORD,PU,0594802Z,50.389299365271846,3.62318489951133,1
2,,,,,,,,,,,,LP,PU,0590255G,51.042673778425474,2.378988126492777,3
2,OUI,,OUI,NON,NON,,,NON,,,"L'école a été rénovée en 2004 toute l'amiante a été enlevée elle se trouvait principalement dans la toiture.
Plus d'amiante dans l'école depuis cette date.",1ORD,PU,0590909T,50.33566725749375,3.3867314582849035,1
1,OUI,11/15/2005,OUI,OUI,,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",les matériaux contenant de l'amiante sont les dalles de sol.,1ORD,PU,0620403B,50.94740952457557,1.8347346210391768,1
1,OUI,10/5/2005,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0592318Z,50.43894321336182,3.632416431103321,1
1,,,,,,,,,,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0622936E,50.44421216612976,2.7546377723053266,1
1,OUI,7/20/2005,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0622304T,50.27476190329936,2.760103966237554,1
2,,,,NON,,,,,,,"Notre école est neuve, la construction s'est achevée en 2015.",1ORD,PU,0592153V,50.437027095816354,3.4517167339658212,1
1,NON,,,,,,,,,,,1ORD,PU,0593524K,50.17271559229511,3.2355988942015954,1
1,OUI,2/16/2006,OUI,OUI,NON,2/16/2006,NON,NON,OUI,,"Le rapport confirme bien la présence d'amiante dans l'école (murs dans les classes et couloirs) en bon état mais ne précise aucune mesure à prendre.
Logiquement un nouvel examen doit être réalisé mais je ne sais pas à quelle date.",1ORD,PU,0595043L,50.465397871403226,3.5602238791718595,1
1,OUI,5/24/2014,OUI,OUI,OUI,5/24/2014,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Double du DTA dans bureau de l'Adjoint-Gestionnaire,CLG,PU,0590090C,50.98688620430221,2.13708849920066,2
1,,,,,,,,,,,,1ORD,PU,0622247F,50.425224722229316,2.8468036184061263,1
1,NON,,,,,,,,,,,1ORD,PU,0590819V,50.129573898556174,3.4189767922014638,1
2,,,,,,,,,,,Ecole neuve et en fonction depuis septembre 2012,1ORD,PU,0623851Z,50.496164246467885,2.9639614879109386,1
1,,,OUI,,,,,,,,Je ne sais pas si un DTA a été réalisé. Il faut voir avec la mairie.,1ORD,PU,0591019M,50.379348675421184,3.2117817144300087,1
1,,,,,,,,,,,Nous n'avons pas les informations pour répondre à ce type d'enquête.,1ORD,PU,0624153C,50.42407010761068,2.9423997123308614,1
1,OUI,4/17/2014,OUI,OUI,OUI,2/26/2014,NON,NON,OUI,,,1ORD,PU,0623164C,50.42389615023481,2.9338268529717886,1
1,OUI,,OUI,OUI,NON,1/5/2016,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,CLG,PU,0594397J,50.68779925676303,2.866820491853828,2
1,OUI,4/10/2006,OUI,OUI,OUI,,NON,NON,OUI,,,1ORD,PU,0591537A,50.622319815188035,3.0376511999269313,1
2,OUI,1/4/2016,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0592690D,50.160322090696404,3.261767200110393,1
1,NON,,,,,,,,,,,1ORD,PU,0623867S,50.50000532006195,2.4804391909516967,1
1,OUI,8/19/2006,OUI,NON,NON,,NON,NON,OUI,,,LYC,PU,0623981R,50.63430583960998,2.4067219801323425,3
1,OUI,7/2/2013,OUI,OUI,NON,,NON,NON,OUI,,"Le diagnostique a été effectué dans le cadre de travaux réalisés au cours de l'été 2013.
La toiture a été entièrement refaite et tous les éléments amiantés ont été évacués par un professionnel et selon les procédures adéquates.",1ORD,PU,0592700P,50.31113923404469,3.3408041388925027,1
1,NON,,,,,,,,,,,1ORD,PU,0590329M,50.12791573590818,3.967869703682243,1
1,OUI,4/20/2006,OUI,OUI,OUI,,NON,NON,OUI,,"Selon le DTA, l'amiante se trouve dans des tuyaux de ventilation en fibro-ciment. Il est préconisé un contrôle visuel tous les 3 ans mais il n'est pas fait.",1ORD,PU,0593293J,50.366831241903476,3.1023084919313773,1
1,OUI,10/6/2005,OUI,OUI,OUI,,NON,,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",depuis un désamiantage a été effectue et un nouveau DTA est en cour de realisation,LP,PU,0620167V,50.37356082712912,2.3294319587452925,3
1,OUI,10/27/2005,OUI,OUI,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0596655N,50.38672595241113,3.4255814583404147,1
1,OUI,8/7/2007,OUI,NON,NON,,NON,NON,OUI,Autres,A l'école dans la boite registre de sécurité,1ORD,PU,0591284A,51.01486091575424,2.3064410902193524,1
1,OUI,7/15/2004,OUI,OUI,,8/24/2007,OUI,OUI,OUI,,"le dernier DTA en ma possession date du 15/07/04, un rapport de mission de repérage des matériaux et produits contenant de l'amiante  avant réalisation de travaux date du 30/09/2011, enfin, des travaux de désamiantage ont été effectués sur toute la toitur",1ORD,PU,0590907R,50.32959596575417,3.400306903493071,1
1,OUI,5/17/2016,NON,OUI,NON,,NON,NON,OUI,,"L'amiante est repérée dans des cloisons et dans les colles de carrelage ou dalles plastiques. Des mesures de sécurité sont à prendre en cas de travaux (pour protéger les ouvriers), ce qui donne lieu  à l'isolement des zones concernées. Les personnels du l",LP,PU,0592832H,50.66369635460031,3.0447332770250966,3
1,OUI,2/1/2008,OUI,OUI,NON,,NON,NON,OUI,Autres,une copie du DTA est consultable au lycée.,LYC,PU,0590117G,50.64277964547985,3.070142280048445,3
1,OUI,6/12/2013,OUI,OUI,OUI,,NON,NON,OUI,,Une démolition des bâtiments est prévue en 2016 et 2017,1ORD,PU,0594187F,50.4145905380801,3.5600657458177105,1
2,OUI,10/9/2015,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PR,0622592F,50.638968428989365,1.7473185158917723,1
1,OUI,10/10/2006,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PR,0622584X,50.747190531941605,2.251754861151701,1
1,NON,,,,,,,,,,,1ORD,PU,0590557K,50.20701470413803,3.845313049219364,1
1,NON,,,,,,,,,,,1ORD,PU,0621304F,50.4257207751783,2.9282920298009327,1
1,OUI,4/18/2006,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0595517B,51.026226881449745,2.343048839616931,1
1,OUI,,OUI,NON,,,,,,,,CLG,PU,0594409X,50.4207805664941,3.5518413509651863,2
1,NON,,,,,,,,,,,LYC,PR,0596335R,50.386420944573544,3.2216334165602083,3
1,NON,,,,,,,,,,,1ORD,PU,0591222H,50.0180897027236,4.0593865356872305,1
1,OUI,2/25/2016,NON,NON,NON,,NON,NON,OUI,,,CLG,PR,0592899F,50.64256826731365,2.6418188441675534,2
1,NON,,,,,,,,,,,1ORD,PU,0594920C,51.023331123752634,2.3862504360261303,1
1,OUI,9/1/2010,OUI,OUI,NON,,NON,OUI,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","amiante sur peinture porte-manteaux.
peinture retirée.",1ORD,PU,0590386Z,50.401355832255184,3.0523367543242124,1
1,NON,,,,,,,,,,,1ORD,PU,0623849X,50.41466393800202,2.7795772120603144,1
1,OUI,,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Nous ne connaissons pas le contenu du dossier, nous ne pouvons pas répondre à vos questions.
La mairie refuse de communiquer le dossier.",1ORD,PU,0591138S,50.327315011521065,3.358422223689616,1
1,NON,,,,,,,,,,,1ORD,PU,0621946D,50.257939847108624,2.072036060186905,1
1,OUI,9/15/2004,OUI,OUI,OUI,9/15/2004,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0624118P,50.439207231127256,2.8629482332436464,1
1,NON,,,,,,,,,,,1ORD,PU,0594265R,50.93573983896266,2.4548203310400467,1
2,NON,,,,,,,,,,,CLG,PU,0590088A,51.020127902647296,2.3046996668512616,2
1,OUI,4/3/2006,OUI,OUI,NON,,,NON,OUI,,"La chaufferie amiantée n'est plus au sous-sol, cependant quid des cages d'escalier ? Travaux réalisés en 2008.",1ORD,PU,0594852D,51.03046572929999,2.3537430102393384,1
1,OUI,11/26/2014,OUI,NON,NON,,NON,NON,OUI,,,CLG,PU,0590031N,50.39919213133157,3.545290512818122,2
1,NON,,,,,,,,,,,1ORD,PU,0594949J,50.044439752101624,3.4180660807890826,1
1,NON,,,,,,,,,,,1ORD,PU,0620624S,50.179356634676296,2.984982467725877,1
1,OUI,12/3/2012,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0590920E,50.331100389875715,3.3945582322599024,1
1,NON,,,,,,,,,,,1ORD,PU,0622000M,50.427846916827534,2.023025531067144,1
1,NON,,,,,,,,,,,1ORD,PU,0623526W,50.51696035441444,1.6364958124037887,1
1,OUI,9/5/2005,OUI,OUI,NON,,NON,NON,OUI,,,LP,PU,0620220C,50.4127804409072,2.863409167809405,3
2,NON,,,,,,,,,,,1ORD,PU,0594566T,50.43726189566482,3.4513337071387142,1
1,OUI,5/10/2006,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0594512J,50.5968234755869,3.0697510157651293,1
1,NON,,,,,,,,,,,1ORD,PU,0591650Y,50.355907331375846,3.1735809989628816,1
1,OUI,12/3/2012,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0590924J,50.328762693847764,3.388541231352366,1
1,NON,,,,,,,,,,,1ORD,PU,0592340Y,50.72307029883432,3.1360353488064776,1
1,OUI,,OUI,NON,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,LYC,PU,0590072H,51.018125630672905,2.354725047274428,3
1,OUI,1/9/2013,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0590716H,50.396815928662356,3.5354054793035643,1
2,NON,,,,,,,,,,,LP,PU,0590015W,50.19714372857271,3.838213675135886,3
1,OUI,12/29/1997,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0623073D,50.73836764352863,2.1989323932126927,1
1,OUI,,OUI,,,,,,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",je n'ai pas eu connaissance de ce rapport.Mais je sais qu'un DTA a été réalisé.,1ORD,PU,0591594M,50.63101339444561,3.0734853979265173,1
1,OUI,11/16/2010,OUI,OUI,NON,,NON,NON,OUI,,,LYC,PU,0590121L,50.61704679789798,3.0683134898709383,3
1,OUI,7/12/2011,OUI,OUI,NON,6/1/2016,NON,NON,OUI,,,CLG,PU,0622093N,50.73703530380081,2.3006126774148177,2
1,NON,,,,,,,,,,,1ORD,PR,0593791A,50.255535110301274,3.9921242055590405,1
2,,,,,,,,,,,,1ORD,PU,0596637U,50.3340938499969,3.505084644373436,1
1,NON,,,,,,,,,,,1ORD,PU,0621426N,50.361388904659215,2.950042805294744,1
1,OUI,11/16/2010,OUI,OUI,NON,,NON,NON,OUI,,,LP,PU,0590266U,50.61712955733285,3.0663006858931907,3
1,NON,,,,,,,,,,,1ORD,PU,0590783F,50.64435420713483,2.9618806422953607,1
1,NON,,,,,,,,,,,1ORD,PU,0620891G,50.65217583323412,1.8050992493292355,1
1,OUI,10/11/2013,OUI,NON,NON,,NON,NON,OUI,,,CLG,PU,0590109Y,50.29315952895428,4.105945528043302,2
1,OUI,7/1/2004,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0591156L,50.145927027351284,4.028719615924544,1
1,OUI,5/2/2016,NON,OUI,NON,,NON,OUI,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0596009L,50.39398121524837,3.129036477173865,1
1,,,,,,,,,,Autres,"Un projet de construction d'une nouvelle école est prévu.
Je n'ai pas connaissance de ce dossier amiante.",1ORD,PU,0594592W,50.19133080674141,3.644534413120611,1
1,NON,,,,,,,,,,,1ORD,PU,0594214K,50.68337104749226,3.20161407499463,1
1,OUI,11/21/2004,OUI,OUI,OUI,,NON,NON,OUI,,,LYC,PU,0590122M,50.64763341465416,3.0722859971125525,3
1,NON,,,,,,,,,,,1ORD,PU,0591465X,50.228175505027046,3.6774591678639768,1
1,NON,,,,,,,,,,,1ORD,PU,0591999C,50.20459398005228,3.2594061047464216,1
1,,,,,,,,,,,"si il y a de l'amiante dans l'école je ne le sais pas, les services techniques de la ville sont au courant c'est avec eux qu'il faudrait réaliser l'enquête",1ORD,PU,0591591J,50.64521043593224,3.0875776591564508,1
1,NON,,,,,,,,,,,1ORD,PU,0595249K,50.23756300995754,4.019788736797742,1
1,OUI,4/12/2006,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Dossier technique amiante du 12/04/2006 réalisé par PACT ARRAS LENS ST POL.,1ORD,PU,0620501H,50.29220901158643,2.550097973301058,1
2,,,,,,,,,,,Notre école a réouvert en septembre 2015 après une rénovation complète.,1ORD,PU,0623505Y,50.411510938198774,2.9437851770946675,1
1,OUI,,OUI,NON,NON,,NON,,NON,,,1ORD,PU,0595440T,51.00053518644339,2.119515117661809,1
1,NON,,,,,,,,,,,1ORD,PU,0592362X,50.72651519735611,3.164178217065688,1
1,NON,,,,,,,,,,,1ORD,PU,0596213H,50.36925554136465,3.5165900744572114,1
1,OUI,12/31/2015,OUI,OUI,OUI,,OUI,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,CLG,PU,0593254S,50.29012556895735,3.9636847843289913,2
1,NON,,,,,,,,,,,1ORD,PU,0594226Y,50.637946551841075,3.1298255624819222,1
1,OUI,3/9/2013,OUI,OUI,OUI,,OUI,OUI,OUI,,,CLG,PU,0593678C,50.37463527905164,3.3974365153261004,2
1,OUI,12/21/2010,OUI,OUI,NON,,NON,NON,OUI,,DTA en cous de de mise à jour suite travaux ( date de fin de travaux septembre 2016) sur le bâtiment C ( internat),EREA,PU,0622099V,50.96037546670611,1.8747297600472856,3
1,OUI,12/2/2010,OUI,OUI,NON,,NON,OUI,OUI,,,LP,PU,0590252D,50.53531980648908,2.8105272058616158,3
1,OUI,5/30/2005,OUI,NON,NON,,NON,NON,OUI,,,LYC,PU,0595885B,50.347635308999564,3.1080951641444257,3
1,NON,,,,,,,,,,,1ORD,PU,0594510G,50.638264551824044,3.082147997358249,1
2,NON,,,,,,,,,,,1ORD,PU,0622961G,50.585980934515725,2.2939893923099457,1
