LibSubCom,code_commune,CodNuaListe,NbVoix,score
Plaisir,78490,LRN,8572,70.86
Plaisir,78490,LMDM,623,5.15
Poissy,78498,LDLF,870,6.44
Poissy,78498,LUD,5602,41.49
Poissy,78498,LEXG,74,0.55
Poissy,78498,LUC,5523,40.91
Poissy,78498,LSOC,1433,10.61
Le Port-Marly,78502,LEXD,26,1.37
Le Port-Marly,78502,LRN,370,19.48
Le Port-Marly,78502,LVEC,190,10.01
Le Port-Marly,78502,LUC,764,40.23
Le Port-Marly,78502,LDVD,120,6.32
Le Port-Marly,78502,LGJ,429,22.59
Rambouillet,78517,LFI,2111,18.42
Rambouillet,78517,LUC,3425,29.88
Rambouillet,78517,LEXD,88,0.77
Rambouillet,78517,LFI,2127,18.56
Rambouillet,78517,LRN,1643,14.33
Rambouillet,78517,LGJ,2068,18.04
Rosny-sur-Seine,78531,LECO,2,0.08
Rosny-sur-Seine,78531,LDVC,11,0.46
Rosny-sur-Seine,78531,LREM,1032,43.02
Rosny-sur-Seine,78531,LRN,442,18.42
Rosny-sur-Seine,78531,LUC,912,38.02
Saint-Arnoult-en-Yvelines,78537,LRN,626,21.64
Saint-Arnoult-en-Yvelines,78537,LDVG,349,12.06
Saint-Arnoult-en-Yvelines,78537,LREG,24,0.83
Saint-Arnoult-en-Yvelines,78537,LDVG,337,11.65
Saint-Arnoult-en-Yvelines,78537,LREM,1457,50.36
Saint-Arnoult-en-Yvelines,78537,LMDM,100,3.46
Saint-Cyr-l'Ecole,78545,LRN,609,8.84
Saint-Cyr-l'Ecole,78545,LUC,1305,18.95
Saint-Cyr-l'Ecole,78545,LUC,1326,19.25
Saint-Cyr-l'Ecole,78545,LREM,1436,20.85
Saint-Cyr-l'Ecole,78545,LFI,818,11.88
Saint-Cyr-l'Ecole,78545,LUC,1394,20.24
Saint-Germain-en-Laye,78551,LFI,2553,14.04
Saint-Germain-en-Laye,78551,LUC,4171,22.94
Saint-Germain-en-Laye,78551,LUDI,4206,23.14
Saint-Germain-en-Laye,78551,LDVG,1080,5.94
Saint-Germain-en-Laye,78551,LRDG,698,3.84
Saint-Germain-en-Laye,78551,LVEC,1096,6.03
Saint-Germain-en-Laye,78551,LREM,4375,24.07
Saint-Nom-la-Bretèche,78571,LREM,2118,87.41
Saint-Nom-la-Bretèche,78571,LDVD,298,12.3
Saint-Nom-la-Bretèche,78571,LDIV,7,0.29
Saint-Rémy-lès-Chevreuse,78575,LECO,11,0.3
Saint-Rémy-lès-Chevreuse,78575,LVEC,750,20.36
Saint-Rémy-lès-Chevreuse,78575,LUC,2923,79.34
Sartrouville,78586,LLR,14972,79.93
Sartrouville,78586,LSOC,3760,20.07
Trappes,78621,LRN,1180,14.45
Trappes,78621,LDLF,409,5.01
Trappes,78621,LDVD,379,4.64
Trappes,78621,LDVD,411,5.03
Trappes,78621,LUDI,2510,30.73
Trappes,78621,LREM,2657,32.53
Trappes,78621,LDVG,622,7.62
Triel-sur-Seine,78624,LVEC,312,5.92
Triel-sur-Seine,78624,LFI,714,13.54
Triel-sur-Seine,78624,LLR,1196,22.68
Triel-sur-Seine,78624,LUD,1179,22.36
Triel-sur-Seine,78624,LUC,1150,21.81
Triel-sur-Seine,78624,LDIV,20,0.38
Triel-sur-Seine,78624,LGJ,702,13.31
Vaux-sur-Seine,78638,LEXD,27,1.37
Vaux-sur-Seine,78638,LUC,914,46.44
Vaux-sur-Seine,78638,LREM,962,48.88
Vaux-sur-Seine,78638,LDVC,65,3.3
Vélizy-Villacoublay,78640,LSOC,1750,19.54
Vélizy-Villacoublay,78640,LREM,7206,80.46
Verneuil-sur-Seine,78642,LUC,5910,86.35
Verneuil-sur-Seine,78642,LDVD,934,13.65
Vernouillet,78643,LGJ,678,17.8
Vernouillet,78643,LCOM,30,0.79
Vernouillet,78643,LLR,1124,29.51
Vernouillet,78643,LREM,1174,30.82
Vernouillet,78643,LUG,293,7.69
Vernouillet,78643,LRN,510,13.39
La Verrière,78644,LRN,362,18.86
La Verrière,78644,LREM,806,42.0
La Verrière,78644,LUC,751,39.13
Versailles,78646,LREM,30781,87.14
Versailles,78646,LDVD,4542,12.86
Le Vésinet,78650,LRN,3285,43.27
Le Vésinet,78650,LFI,4184,55.11
Le Vésinet,78650,LCOM,123,1.62
Villennes-sur-Seine,78672,LEXG,25,0.94
Villennes-sur-Seine,78672,LREM,1360,50.92
Villennes-sur-Seine,78672,LUDI,1286,48.15
Villepreux,78674,LFI,1350,29.95
Villepreux,78674,LRN,1012,22.45
Villepreux,78674,LLR,2145,47.59
Viroflay,78686,LUC,2539,36.21
Viroflay,78686,LUG,647,9.23
Viroflay,78686,LUDI,2602,37.11
Viroflay,78686,LRN,1159,16.53
Viroflay,78686,LDVC,64,0.91
Voisins-le-Bretonneux,78688,LEXD,776,13.94
Voisins-le-Bretonneux,78688,LDLF,4789,86.06
Aiffres,79003,LUG,571,22.18
Aiffres,79003,LUD,1522,59.13
Aiffres,79003,LDLF,481,18.69
La Crèche,79048,LREM,1010,34.97
La Crèche,79048,LSOC,275,9.52
La Crèche,79048,LUDI,686,23.75
La Crèche,79048,LDIV,4,0.14
La Crèche,79048,LDVG,244,8.45
La Crèche,79048,LRN,658,22.78
La Crèche,79048,LECO,11,0.38
Bressuire,79049,LREM,3529,41.35
Bressuire,79049,LDVC,35,0.41
Bressuire,79049,LUC,2521,29.54
Bressuire,79049,LRN,2450,28.71
Celles-sur-Belle,79061,LEXD,149,8.23
Celles-sur-Belle,79061,LFI,1661,91.77
Cerizay,79062,LUC,380,17.83
Cerizay,79062,LFI,387,18.16
Cerizay,79062,LREM,542,25.43
Cerizay,79062,LGJ,395,18.54
Cerizay,79062,LRN,363,17.03
Cerizay,79062,LEXG,64,3.0
Mauléon,79079,LDVD,247,6.97
Mauléon,79079,LLR,877,24.76
Mauléon,79079,LREM,1247,35.21
Mauléon,79079,LRN,835,23.57
Mauléon,79079,LVEC,336,9.49
Chauray,79081,LUG,260,8.34
Chauray,79081,LRN,654,20.98
Chauray,79081,LUDI,691,22.17
Chauray,79081,LDVD,198,6.35
Chauray,79081,LREM,1001,32.11
Chauray,79081,LSOC,261,8.37
Chauray,79081,LEXG,52,1.67
Melle,79174,LUC,743,26.8
Melle,79174,LVEC,255,9.2
Melle,79174,LUC,691,24.93
Melle,79174,LUC,728,26.26
Melle,79174,LSOC,275,9.92
Melle,79174,LEXD,80,2.89
Moncoutant-sur-Sèvre,79179,LRDG,230,9.87
Moncoutant-sur-Sèvre,79179,LMDM,49,2.1
Moncoutant-sur-Sèvre,79179,LDVC,15,0.64
Moncoutant-sur-Sèvre,79179,LDVC,20,0.86
Moncoutant-sur-Sèvre,79179,LLR,1016,43.59
Moncoutant-sur-Sèvre,79179,LRN,1001,42.94
Aigondigné,79185,LVEC,239,11.19
Aigondigné,79185,LREM,955,44.73
Aigondigné,79185,LSOC,257,12.04
Aigondigné,79185,LFI,684,32.04
Niort,79191,LUDI,9974,41.28
Niort,79191,LREM,14188,58.72
Nueil-les-Aubiers,79195,LDIV,2,0.08
Nueil-les-Aubiers,79195,LCOM,81,3.26
Nueil-les-Aubiers,79195,LDVD,271,10.9
Nueil-les-Aubiers,79195,LLR,1019,40.99
Nueil-les-Aubiers,79195,LFI,1113,44.77
Parthenay,79202,LFI,975,21.47
Parthenay,79202,LFI,979,21.56
Parthenay,79202,LRN,887,19.53
Parthenay,79202,LMDM,31,0.68
Parthenay,79202,LGJ,976,21.49
Parthenay,79202,LVEC,337,7.42
Parthenay,79202,LDVG,356,7.84
Saint-Maixent-l'Ecole,79270,LMDM,29,1.21
Saint-Maixent-l'Ecole,79270,LUDI,767,32.08
Saint-Maixent-l'Ecole,79270,LRN,759,31.74
Saint-Maixent-l'Ecole,79270,LLR,836,34.96
Thouars,79329,LUDI,1155,18.44
Thouars,79329,LMDM,41,0.65
Thouars,79329,LREM,1664,26.56
Thouars,79329,LLR,1130,18.04
Thouars,79329,LRN,1113,17.77
Thouars,79329,LUC,1162,18.55
Aiffres,79003,LUG,571,22.18
Aiffres,79003,LUD,1522,59.13
Aiffres,79003,LDLF,481,18.69
La Crèche,79048,LREM,1010,34.97
La Crèche,79048,LSOC,275,9.52
La Crèche,79048,LUDI,686,23.75
La Crèche,79048,LDIV,4,0.14
La Crèche,79048,LDVG,244,8.45
La Crèche,79048,LRN,658,22.78
La Crèche,79048,LECO,11,0.38
Bressuire,79049,LREM,3529,41.35
Bressuire,79049,LDVC,35,0.41
Bressuire,79049,LUC,2521,29.54
Bressuire,79049,LRN,2450,28.71
Celles-sur-Belle,79061,LEXD,149,8.23
Celles-sur-Belle,79061,LFI,1661,91.77
Cerizay,79062,LUC,380,17.83
Cerizay,79062,LFI,387,18.16
Cerizay,79062,LREM,542,25.43
Cerizay,79062,LGJ,395,18.54
Cerizay,79062,LRN,363,17.03
Cerizay,79062,LEXG,64,3.0
Mauléon,79079,LDVD,247,6.97
Mauléon,79079,LLR,877,24.76
Mauléon,79079,LREM,1247,35.21
Mauléon,79079,LRN,835,23.57
Mauléon,79079,LVEC,336,9.49
Chauray,79081,LUG,260,8.34
Chauray,79081,LRN,654,20.98
Chauray,79081,LUDI,691,22.17
Chauray,79081,LDVD,198,6.35
Chauray,79081,LREM,1001,32.11
Chauray,79081,LSOC,261,8.37
Chauray,79081,LEXG,52,1.67
Melle,79174,LUC,743,26.8
Melle,79174,LVEC,255,9.2
Melle,79174,LUC,691,24.93
Melle,79174,LUC,728,26.26
Melle,79174,LSOC,275,9.92
Melle,79174,LEXD,80,2.89
Moncoutant-sur-Sèvre,79179,LRDG,230,9.87
Moncoutant-sur-Sèvre,79179,LMDM,49,2.1
Moncoutant-sur-Sèvre,79179,LDVC,15,0.64
Moncoutant-sur-Sèvre,79179,LDVC,20,0.86
Moncoutant-sur-Sèvre,79179,LLR,1016,43.59
Moncoutant-sur-Sèvre,79179,LRN,1001,42.94
Aigondigné,79185,LVEC,239,11.19
Aigondigné,79185,LREM,955,44.73
Aigondigné,79185,LSOC,257,12.04
Aigondigné,79185,LFI,684,32.04
Niort,79191,LUDI,9974,41.28
Niort,79191,LREM,14188,58.72
Nueil-les-Aubiers,79195,LDIV,2,0.08
Nueil-les-Aubiers,79195,LCOM,81,3.26
Nueil-les-Aubiers,79195,LDVD,271,10.9
Nueil-les-Aubiers,79195,LLR,1019,40.99
Nueil-les-Aubiers,79195,LFI,1113,44.77
Parthenay,79202,LFI,975,21.47
Parthenay,79202,LFI,979,21.56
Parthenay,79202,LRN,887,19.53
Parthenay,79202,LMDM,31,0.68
Parthenay,79202,LGJ,976,21.49
Parthenay,79202,LVEC,337,7.42
Parthenay,79202,LDVG,356,7.84
Saint-Maixent-l'Ecole,79270,LMDM,29,1.21
Saint-Maixent-l'Ecole,79270,LUDI,767,32.08
Saint-Maixent-l'Ecole,79270,LRN,759,31.74
Saint-Maixent-l'Ecole,79270,LLR,836,34.96
Thouars,79329,LUDI,1155,18.44
Thouars,79329,LMDM,41,0.65
Thouars,79329,LREM,1664,26.56
Thouars,79329,LLR,1130,18.04
Thouars,79329,LRN,1113,17.77
Thouars,79329,LUC,1162,18.55
Aiffres,79003,LUG,571,22.18
Aiffres,79003,LUD,1522,59.13
Aiffres,79003,LDLF,481,18.69
La Crèche,79048,LREM,1010,34.97
La Crèche,79048,LSOC,275,9.52
La Crèche,79048,LUDI,686,23.75
La Crèche,79048,LDIV,4,0.14
La Crèche,79048,LDVG,244,8.45
La Crèche,79048,LRN,658,22.78
La Crèche,79048,LECO,11,0.38
Bressuire,79049,LREM,3529,41.35
Bressuire,79049,LDVC,35,0.41
Bressuire,79049,LUC,2521,29.54
Bressuire,79049,LRN,2450,28.71
Celles-sur-Belle,79061,LEXD,149,8.23
Celles-sur-Belle,79061,LFI,1661,91.77
Cerizay,79062,LUC,380,17.83
Cerizay,79062,LFI,387,18.16
Cerizay,79062,LREM,542,25.43
Cerizay,79062,LGJ,395,18.54
Cerizay,79062,LRN,363,17.03
Cerizay,79062,LEXG,64,3.0
Mauléon,79079,LDVD,247,6.97
Mauléon,79079,LLR,877,24.76
Mauléon,79079,LREM,1247,35.21
Mauléon,79079,LRN,835,23.57
Mauléon,79079,LVEC,336,9.49
Chauray,79081,LUG,260,8.34
Chauray,79081,LRN,654,20.98
Chauray,79081,LUDI,691,22.17
Chauray,79081,LDVD,198,6.35
Chauray,79081,LREM,1001,32.11
Chauray,79081,LSOC,261,8.37
Chauray,79081,LEXG,52,1.67
Melle,79174,LUC,743,26.8
Melle,79174,LVEC,255,9.2
Melle,79174,LUC,691,24.93
Melle,79174,LUC,728,26.26
Melle,79174,LSOC,275,9.92
Melle,79174,LEXD,80,2.89
Moncoutant-sur-Sèvre,79179,LRDG,230,9.87
Moncoutant-sur-Sèvre,79179,LMDM,49,2.1
Moncoutant-sur-Sèvre,79179,LDVC,15,0.64
Moncoutant-sur-Sèvre,79179,LDVC,20,0.86
Moncoutant-sur-Sèvre,79179,LLR,1016,43.59
Moncoutant-sur-Sèvre,79179,LRN,1001,42.94
Aigondigné,79185,LVEC,239,11.19
Aigondigné,79185,LREM,955,44.73
Aigondigné,79185,LSOC,257,12.04
Aigondigné,79185,LFI,684,32.04
Niort,79191,LUDI,9974,41.28
Niort,79191,LREM,14188,58.72
Nueil-les-Aubiers,79195,LDIV,2,0.08
Nueil-les-Aubiers,79195,LCOM,81,3.26
Nueil-les-Aubiers,79195,LDVD,271,10.9
Nueil-les-Aubiers,79195,LLR,1019,40.99
Nueil-les-Aubiers,79195,LFI,1113,44.77
Parthenay,79202,LFI,975,21.47
Parthenay,79202,LFI,979,21.56
Parthenay,79202,LRN,887,19.53
Parthenay,79202,LMDM,31,0.68
Parthenay,79202,LGJ,976,21.49
Parthenay,79202,LVEC,337,7.42
Parthenay,79202,LDVG,356,7.84
Saint-Maixent-l'Ecole,79270,LMDM,29,1.21
Saint-Maixent-l'Ecole,79270,LUDI,767,32.08
Saint-Maixent-l'Ecole,79270,LRN,759,31.74
Saint-Maixent-l'Ecole,79270,LLR,836,34.96
Thouars,79329,LUDI,1155,18.44
Thouars,79329,LMDM,41,0.65
Thouars,79329,LREM,1664,26.56
Thouars,79329,LLR,1130,18.04
Thouars,79329,LRN,1113,17.77
Thouars,79329,LUC,1162,18.55
Aiffres,79003,LUG,571,22.18
Aiffres,79003,LUD,1522,59.13
Aiffres,79003,LDLF,481,18.69
La Crèche,79048,LREM,1010,34.97
La Crèche,79048,LSOC,275,9.52
La Crèche,79048,LUDI,686,23.75
La Crèche,79048,LDIV,4,0.14
La Crèche,79048,LDVG,244,8.45
La Crèche,79048,LRN,658,22.78
La Crèche,79048,LECO,11,0.38
Bressuire,79049,LREM,3529,41.35
Bressuire,79049,LDVC,35,0.41
Bressuire,79049,LUC,2521,29.54
Bressuire,79049,LRN,2450,28.71
Celles-sur-Belle,79061,LEXD,149,8.23
Celles-sur-Belle,79061,LFI,1661,91.77
Cerizay,79062,LUC,380,17.83
Cerizay,79062,LFI,387,18.16
Cerizay,79062,LREM,542,25.43
Cerizay,79062,LGJ,395,18.54
Cerizay,79062,LRN,363,17.03
Cerizay,79062,LEXG,64,3.0
Mauléon,79079,LDVD,247,6.97
Mauléon,79079,LLR,877,24.76
Mauléon,79079,LREM,1247,35.21
Mauléon,79079,LRN,835,23.57
Mauléon,79079,LVEC,336,9.49
Chauray,79081,LUG,260,8.34
Chauray,79081,LRN,654,20.98
Chauray,79081,LUDI,691,22.17
Chauray,79081,LDVD,198,6.35
Chauray,79081,LREM,1001,32.11
Chauray,79081,LSOC,261,8.37
Chauray,79081,LEXG,52,1.67
Melle,79174,LUC,743,26.8
Melle,79174,LVEC,255,9.2
Melle,79174,LUC,691,24.93
Melle,79174,LUC,728,26.26
Melle,79174,LSOC,275,9.92
Melle,79174,LEXD,80,2.89
Moncoutant-sur-Sèvre,79179,LRDG,230,9.87
Moncoutant-sur-Sèvre,79179,LMDM,49,2.1
Moncoutant-sur-Sèvre,79179,LDVC,15,0.64
Moncoutant-sur-Sèvre,79179,LDVC,20,0.86
Moncoutant-sur-Sèvre,79179,LLR,1016,43.59
Moncoutant-sur-Sèvre,79179,LRN,1001,42.94
Aigondigné,79185,LVEC,239,11.19
Aigondigné,79185,LREM,955,44.73
Aigondigné,79185,LSOC,257,12.04
Aigondigné,79185,LFI,684,32.04
Niort,79191,LUDI,9974,41.28
Niort,79191,LREM,14188,58.72
Nueil-les-Aubiers,79195,LDIV,2,0.08
Nueil-les-Aubiers,79195,LCOM,81,3.26
Nueil-les-Aubiers,79195,LDVD,271,10.9
Nueil-les-Aubiers,79195,LLR,1019,40.99
Nueil-les-Aubiers,79195,LFI,1113,44.77
Parthenay,79202,LFI,975,21.47
Parthenay,79202,LFI,979,21.56
Parthenay,79202,LRN,887,19.53
Parthenay,79202,LMDM,31,0.68
Parthenay,79202,LGJ,976,21.49
Parthenay,79202,LVEC,337,7.42
Parthenay,79202,LDVG,356,7.84
Saint-Maixent-l'Ecole,79270,LMDM,29,1.21
Saint-Maixent-l'Ecole,79270,LUDI,767,32.08
Saint-Maixent-l'Ecole,79270,LRN,759,31.74
Saint-Maixent-l'Ecole,79270,LLR,836,34.96
Thouars,79329,LUDI,1155,18.44
Thouars,79329,LMDM,41,0.65
Thouars,79329,LREM,1664,26.56
Thouars,79329,LLR,1130,18.04
Thouars,79329,LRN,1113,17.77
Thouars,79329,LUC,1162,18.55
Abbeville,80001,LUD,8336,76.82
Abbeville,80001,LRDG,2515,23.18
Albert,80016,LFI,2218,50.09
Albert,80016,LFI,2210,49.91
Amiens,80021,LVEC,4740,10.74
Amiens,80021,LFI,19789,44.82
Amiens,80021,LFI,19623,44.44
Camon,80164,LUC,431,20.7
Camon,80164,LVEC,128,6.15
Camon,80164,LFI,479,23.01
Camon,80164,LREM,599,28.77
Camon,80164,LUC,445,21.37
Corbie,80212,LDVG,233,8.23
Corbie,80212,LEXG,47,1.66
Corbie,80212,LVEC,233,8.23
Corbie,80212,LRN,1569,55.42
Corbie,80212,LDVD,270,9.54
Corbie,80212,LDVG,223,7.88
Corbie,80212,LDLF,256,9.04
Doullens,80253,LDVC,10,0.37
Doullens,80253,LREG,44,1.64
Doullens,80253,LVEC,259,9.65
Doullens,80253,LSOC,281,10.47
Doullens,80253,LFI,1086,40.46
Doullens,80253,LMDM,44,1.64
Doullens,80253,LLR,960,35.77
Friville-Escarbotin,80368,LREM,962,45.16
Friville-Escarbotin,80368,LVEC,179,8.4
Friville-Escarbotin,80368,LLR,738,34.65
Friville-Escarbotin,80368,LDVD,251,11.78
Ham,80410,LRN,825,44.86
Ham,80410,LLR,433,23.55
Ham,80410,LDIV,12,0.65
Ham,80410,LREM,569,30.94
Longueau,80489,LFI,1339,54.17
Longueau,80489,LUC,1133,45.83
Montdidier,80561,LUD,875,33.16
Montdidier,80561,LDVC,11,0.42
Montdidier,80561,LRN,1753,66.43
Moreuil,80570,LUC,1070,60.21
Moreuil,80570,LDLF,330,18.57
Moreuil,80570,LMDM,56,3.15
Moreuil,80570,LDIV,6,0.34
Moreuil,80570,LDVG,315,17.73
Péronne,80620,LREM,1195,36.16
Péronne,80620,LLR,883,26.72
Péronne,80620,LUC,910,27.53
Péronne,80620,LUG,231,6.99
Péronne,80620,LEXD,86,2.6
Rivery,80674,LREM,618,37.27
Rivery,80674,LVEC,130,7.84
Rivery,80674,LUC,464,27.99
Rivery,80674,LDIV,10,0.6
Rivery,80674,LLR,436,26.3
Roye,80685,LUD,1154,49.98
Roye,80685,LLR,1155,50.02
Salouël,80725,LUC,375,26.71
Salouël,80725,LLR,371,26.42
Salouël,80725,LDLF,108,7.69
Salouël,80725,LSOC,91,6.48
Salouël,80725,LUG,97,6.91
Salouël,80725,LUDI,362,25.78
Villers-Bretonneux,80799,LUC,457,21.69
Villers-Bretonneux,80799,LREM,584,27.72
Villers-Bretonneux,80799,LSOC,119,5.65
Villers-Bretonneux,80799,LUDI,431,20.46
Villers-Bretonneux,80799,LEXD,29,1.38
Villers-Bretonneux,80799,LFI,487,23.11
Abbeville,80001,LUD,8336,76.82
Abbeville,80001,LRDG,2515,23.18
Albert,80016,LFI,2218,50.09
Albert,80016,LFI,2210,49.91
Amiens,80021,LVEC,4740,10.74
Amiens,80021,LFI,19789,44.82
Amiens,80021,LFI,19623,44.44
Camon,80164,LUC,431,20.7
Camon,80164,LVEC,128,6.15
Camon,80164,LFI,479,23.01
Camon,80164,LREM,599,28.77
Camon,80164,LUC,445,21.37
Corbie,80212,LDVG,233,8.23
Corbie,80212,LEXG,47,1.66
Corbie,80212,LVEC,233,8.23
Corbie,80212,LRN,1569,55.42
Corbie,80212,LDVD,270,9.54
Corbie,80212,LDVG,223,7.88
Corbie,80212,LDLF,256,9.04
Doullens,80253,LDVC,10,0.37
Doullens,80253,LREG,44,1.64
Doullens,80253,LVEC,259,9.65
Doullens,80253,LSOC,281,10.47
Doullens,80253,LFI,1086,40.46
Doullens,80253,LMDM,44,1.64
Doullens,80253,LLR,960,35.77
Friville-Escarbotin,80368,LREM,962,45.16
Friville-Escarbotin,80368,LVEC,179,8.4
Friville-Escarbotin,80368,LLR,738,34.65
Friville-Escarbotin,80368,LDVD,251,11.78
Ham,80410,LRN,825,44.86
Ham,80410,LLR,433,23.55
Ham,80410,LDIV,12,0.65
Ham,80410,LREM,569,30.94
Longueau,80489,LFI,1339,54.17
Longueau,80489,LUC,1133,45.83
Montdidier,80561,LUD,875,33.16
Montdidier,80561,LDVC,11,0.42
Montdidier,80561,LRN,1753,66.43
Moreuil,80570,LUC,1070,60.21
Moreuil,80570,LDLF,330,18.57
Moreuil,80570,LMDM,56,3.15
Moreuil,80570,LDIV,6,0.34
Moreuil,80570,LDVG,315,17.73
Péronne,80620,LREM,1195,36.16
Péronne,80620,LLR,883,26.72
Péronne,80620,LUC,910,27.53
Péronne,80620,LUG,231,6.99
Péronne,80620,LEXD,86,2.6
Rivery,80674,LREM,618,37.27
Rivery,80674,LVEC,130,7.84
Rivery,80674,LUC,464,27.99
Rivery,80674,LDIV,10,0.6
Rivery,80674,LLR,436,26.3
Roye,80685,LUD,1154,49.98
Roye,80685,LLR,1155,50.02
Salouël,80725,LUC,375,26.71
Salouël,80725,LLR,371,26.42
Salouël,80725,LDLF,108,7.69
Salouël,80725,LSOC,91,6.48
Salouël,80725,LUG,97,6.91
Salouël,80725,LUDI,362,25.78
Villers-Bretonneux,80799,LUC,457,21.69
Villers-Bretonneux,80799,LREM,584,27.72
Villers-Bretonneux,80799,LSOC,119,5.65
Villers-Bretonneux,80799,LUDI,431,20.46
Villers-Bretonneux,80799,LEXD,29,1.38
Villers-Bretonneux,80799,LFI,487,23.11
Abbeville,80001,LUD,8336,76.82
Abbeville,80001,LRDG,2515,23.18
Albert,80016,LFI,2218,50.09
Albert,80016,LFI,2210,49.91
Amiens,80021,LVEC,4740,10.74
Amiens,80021,LFI,19789,44.82
Amiens,80021,LFI,19623,44.44
Camon,80164,LUC,431,20.7
Camon,80164,LVEC,128,6.15
Camon,80164,LFI,479,23.01
Camon,80164,LREM,599,28.77
Camon,80164,LUC,445,21.37
Corbie,80212,LDVG,233,8.23
Corbie,80212,LEXG,47,1.66
Corbie,80212,LVEC,233,8.23
Corbie,80212,LRN,1569,55.42
Corbie,80212,LDVD,270,9.54
Corbie,80212,LDVG,223,7.88
Corbie,80212,LDLF,256,9.04
Doullens,80253,LDVC,10,0.37
Doullens,80253,LREG,44,1.64
Doullens,80253,LVEC,259,9.65
Doullens,80253,LSOC,281,10.47
Doullens,80253,LFI,1086,40.46
Doullens,80253,LMDM,44,1.64
Doullens,80253,LLR,960,35.77
Friville-Escarbotin,80368,LREM,962,45.16
Friville-Escarbotin,80368,LVEC,179,8.4
Friville-Escarbotin,80368,LLR,738,34.65
Friville-Escarbotin,80368,LDVD,251,11.78
Ham,80410,LRN,825,44.86
Ham,80410,LLR,433,23.55
Ham,80410,LDIV,12,0.65
Ham,80410,LREM,569,30.94
Longueau,80489,LFI,1339,54.17
Longueau,80489,LUC,1133,45.83
Montdidier,80561,LUD,875,33.16
Montdidier,80561,LDVC,11,0.42
Montdidier,80561,LRN,1753,66.43
Moreuil,80570,LUC,1070,60.21
Moreuil,80570,LDLF,330,18.57
Moreuil,80570,LMDM,56,3.15
Moreuil,80570,LDIV,6,0.34
Moreuil,80570,LDVG,315,17.73
Péronne,80620,LREM,1195,36.16
Péronne,80620,LLR,883,26.72
Péronne,80620,LUC,910,27.53
Péronne,80620,LUG,231,6.99
Péronne,80620,LEXD,86,2.6
Rivery,80674,LREM,618,37.27
Rivery,80674,LVEC,130,7.84
Rivery,80674,LUC,464,27.99
Rivery,80674,LDIV,10,0.6
Rivery,80674,LLR,436,26.3
Roye,80685,LUD,1154,49.98
Roye,80685,LLR,1155,50.02
Salouël,80725,LUC,375,26.71
Salouël,80725,LLR,371,26.42
Salouël,80725,LDLF,108,7.69
Salouël,80725,LSOC,91,6.48
Salouël,80725,LUG,97,6.91
Salouël,80725,LUDI,362,25.78
Villers-Bretonneux,80799,LUC,457,21.69
Villers-Bretonneux,80799,LREM,584,27.72
Villers-Bretonneux,80799,LSOC,119,5.65
Villers-Bretonneux,80799,LUDI,431,20.46
Villers-Bretonneux,80799,LEXD,29,1.38
Villers-Bretonneux,80799,LFI,487,23.11
Abbeville,80001,LUD,8336,76.82
Abbeville,80001,LRDG,2515,23.18
Albert,80016,LFI,2218,50.09
Albert,80016,LFI,2210,49.91
Amiens,80021,LVEC,4740,10.74
Amiens,80021,LFI,19789,44.82
Amiens,80021,LFI,19623,44.44
Camon,80164,LUC,431,20.7
Camon,80164,LVEC,128,6.15
Camon,80164,LFI,479,23.01
Camon,80164,LREM,599,28.77
Camon,80164,LUC,445,21.37
Corbie,80212,LDVG,233,8.23
Corbie,80212,LEXG,47,1.66
Corbie,80212,LVEC,233,8.23
Corbie,80212,LRN,1569,55.42
Corbie,80212,LDVD,270,9.54
Corbie,80212,LDVG,223,7.88
Corbie,80212,LDLF,256,9.04
Doullens,80253,LDVC,10,0.37
Doullens,80253,LREG,44,1.64
Doullens,80253,LVEC,259,9.65
Doullens,80253,LSOC,281,10.47
Doullens,80253,LFI,1086,40.46
Doullens,80253,LMDM,44,1.64
Doullens,80253,LLR,960,35.77
Friville-Escarbotin,80368,LREM,962,45.16
Friville-Escarbotin,80368,LVEC,179,8.4
Friville-Escarbotin,80368,LLR,738,34.65
Friville-Escarbotin,80368,LDVD,251,11.78
Ham,80410,LRN,825,44.86
Ham,80410,LLR,433,23.55
Ham,80410,LDIV,12,0.65
Ham,80410,LREM,569,30.94
Longueau,80489,LFI,1339,54.17
Longueau,80489,LUC,1133,45.83
Montdidier,80561,LUD,875,33.16
Montdidier,80561,LDVC,11,0.42
Montdidier,80561,LRN,1753,66.43
Moreuil,80570,LUC,1070,60.21
Moreuil,80570,LDLF,330,18.57
Moreuil,80570,LMDM,56,3.15
Moreuil,80570,LDIV,6,0.34
Moreuil,80570,LDVG,315,17.73
Péronne,80620,LREM,1195,36.16
Péronne,80620,LLR,883,26.72
Péronne,80620,LUC,910,27.53
Péronne,80620,LUG,231,6.99
Péronne,80620,LEXD,86,2.6
Rivery,80674,LREM,618,37.27
Rivery,80674,LVEC,130,7.84
Rivery,80674,LUC,464,27.99
Rivery,80674,LDIV,10,0.6
Rivery,80674,LLR,436,26.3
Roye,80685,LUD,1154,49.98
Roye,80685,LLR,1155,50.02
Salouël,80725,LUC,375,26.71
Salouël,80725,LLR,371,26.42
Salouël,80725,LDLF,108,7.69
Salouël,80725,LSOC,91,6.48
Salouël,80725,LUG,97,6.91
Salouël,80725,LUDI,362,25.78
Villers-Bretonneux,80799,LUC,457,21.69
Villers-Bretonneux,80799,LREM,584,27.72
