LibSubCom,code_commune,longitude,latitude,Inscrits,Abstentions,Votants,Blancs,Nuls,Exprimes,entete,nb_voix,url_libe
Girondelle,08189,4.3891,49.852,121,39,82,3,1,78,BAVÉLÈRE,42,
Fossé,08176,5.0063,49.4467,53,14,39,2,1,36,BAVÉLÈRE,22,
Briou,41027,1.4623,47.8135,106,29,77,1,2,74,CHAPUIS,41,
Viellenave-de-Navarrenx,64555,-0.8106,43.332,119,32,87,4,1,82,CHAPUIS,67,
Grust,65210,-0.0601,42.891,47,13,34,0,0,34,CHAPUIS,17,
Estensan,65172,0.3438,42.8165,30,9,21,1,0,20,CHAPUIS,19,
Les Essards,16130,0.1106,45.2388,139,37,102,1,2,99,CHAPUIS,68,
Estampures,65170,0.2878,43.3778,70,22,48,1,1,46,CHAPUIS,25,
Magny-Châtelard,25355,6.3275,47.2371,40,11,29,1,1,27,CHAPUIS,14,
Maussans,70335,6.2484,47.4374,72,19,53,2,1,50,BAVÉLÈRE,30,
Linexert,70304,6.4893,47.7411,112,36,76,1,2,73,CHAPUIS,43,
Logny-Bogny,08257,4.3955,49.7748,132,36,96,5,2,89,BAVÉLÈRE,51,
Liry,08256,4.6471,49.3053,73,22,51,2,2,47,CHAPUIS,29,
Chiddes,71128,4.5091,46.4566,84,25,59,3,2,54,CHAPUIS,29,
Liebvillers,25335,6.7843,47.3322,123,35,88,4,2,82,CHAPUIS,55,
Boisseau,41019,1.3082,47.7732,74,21,53,1,2,50,CHAPUIS,33,
Bouffry,41022,1.0935,48.0107,126,42,84,2,2,80,CHAPUIS,43,
Assencières,10014,4.1986,48.3567,138,46,92,4,2,86,CHAPUIS,50,
Ugnouas,65457,0.1031,43.3428,80,26,54,2,2,50,CHAPUIS,29,
Le Mont-Saint-Michel,50353,-1.5191,48.627,94,29,65,3,1,61,CHAPUIS,35,
La Demie,70203,6.17,47.5819,107,34,73,1,2,70,BAVÉLÈRE,37,
Les Guerreaux,71229,3.9191,46.5415,197,53,144,4,3,137,CHAPUIS,87,
Vergheas,63447,2.6199,46.0229,76,22,54,1,1,52,CHAPUIS,33,
Le Vey,14741,-0.4615,48.9179,79,21,58,2,1,55,CHAPUIS,31,
Saint-Léry,56225,-2.2637,48.0898,156,43,113,3,3,107,CHAPUIS,84,
Taybosc,32441,0.7404,43.7874,57,16,41,1,0,40,CHAPUIS,31,
Sembouès,32427,0.1725,43.4649,55,16,39,1,1,37,CHAPUIS,24,
Vidou,65461,0.328,43.2996,58,19,39,2,1,36,CHAPUIS,31,
Fresnoy,62357,2.1344,50.3717,52,17,35,1,1,33,BAVÉLÈRE,23,
Bligny,10048,4.6093,48.1774,145,43,102,4,2,96,CHAPUIS,55,
Fessevillers,25238,6.9171,47.2773,105,32,73,2,1,70,CHAPUIS,40,
Flagey-Rigney,25242,6.2187,47.4162,92,29,63,1,1,61,CHAPUIS,46,
Bossancourt,10050,4.6142,48.284,170,54,116,2,1,113,CHAPUIS,67,
Raids,50422,-1.344,49.2064,146,45,101,4,2,95,CHAPUIS,69,
Tourrenquets,32453,0.7008,43.7499,113,31,82,4,1,77,CHAPUIS,47,
Vicques,14742,-0.0789,48.9533,57,17,40,1,0,39,CHAPUIS,31,
Neuilh,65328,0.0702,43.075,76,26,50,2,1,47,CHAPUIS,38,
Ferrières-les-Verreries,34099,3.81,43.8633,56,17,39,1,1,37,CHAPUIS,27,
Fontenois-la-Ville,70242,6.1753,47.9345,96,32,64,1,1,62,CHAPUIS,33,
Fouchécourt,70244,5.9872,47.7912,84,22,62,1,2,59,CHAPUIS,36,
Ourdis-Cotdoussan,65348,0.0273,43.0438,48,14,34,1,1,32,CHAPUIS,25,
Cambes,47047,0.2761,44.5948,133,45,88,4,2,82,CHAPUIS,45,
Farges-lès-Mâcon,71195,4.9097,46.5155,192,61,131,5,3,123,CHAPUIS,74,
Les Fessey,70233,6.5184,47.8106,98,26,72,2,1,69,BAVÉLÈRE,37,
Saint-Clément-à-Arnes,08378,4.4308,49.305,73,20,53,2,1,50,CHAPUIS,31,
Arsure-Arsurette,39020,6.0734,46.7165,82,27,55,1,1,53,CHAPUIS,39,
Saint-Pastous,65393,-0.0461,43.0152,133,35,98,1,3,94,CHAPUIS,69,
Sainte-Marie,65391,0.625,42.9702,30,9,21,1,1,19,BAVÉLÈRE,11,
Mairé,86143,0.7277,46.8583,160,48,112,3,1,108,CHAPUIS,81,
Barre (La),39039,5.693,47.1564,152,42,110,3,2,105,CHAPUIS,70,
Brulange,57115,6.5479,48.9616,77,22,55,3,1,51,CHAPUIS,31,
Etrelles-et-la-Montbleuse,70222,5.8566,47.473,70,22,48,0,0,48,CHAPUIS,30,
Sauguis-Saint-Etienne,64509,-0.8756,43.1544,137,45,92,1,1,90,CHAPUIS,71,
Sommauthe,08424,4.9858,49.4981,104,28,76,1,1,74,CHAPUIS,38,
Quet-en-Beaumont,38329,5.8783,44.836,77,26,51,2,2,47,CHAPUIS,30,
Saint-Georges-Armont,25516,6.5491,47.4058,89,26,63,1,2,60,CHAPUIS,33,
Punchy,80646,2.8079,49.7929,70,19,51,1,1,49,CHAPUIS,32,
Servigney,70490,6.295,47.7286,88,24,64,2,1,61,CHAPUIS,38,
Malouy,27381,0.5308,49.1278,114,36,78,1,1,76,CHAPUIS,39,
Tragny,57676,6.3741,48.9547,86,27,59,2,1,56,CHAPUIS,29,
Etréjust,80297,1.8857,49.9096,45,15,30,1,1,28,BAVÉLÈRE,15,
Obervisse,57519,6.5821,49.1513,120,38,82,1,2,79,CHAPUIS,44,
Ensigné,79111,-0.2537,46.0813,212,65,147,4,4,139,CHAPUIS,99,
Lacapelle-Cabanac,46142,1.0743,44.4713,136,42,94,3,2,89,CHAPUIS,60,
Bergesserin,71030,4.5623,46.3989,197,53,144,6,3,135,CHAPUIS,91,
Saint-Gourgon,41213,1.0097,47.6608,95,28,67,2,1,64,CHAPUIS,33,
Courcelles-sous-Thoix,80219,2.0758,49.7209,59,17,42,1,0,41,CHAPUIS,27,
Mouterhouse,57489,7.4141,48.9836,230,66,164,7,3,154,CHAPUIS,81,
Pierrefitte,79209,-0.3048,46.8637,246,67,179,7,3,169,CHAPUIS,126,
Noyers,27445,1.6763,49.2439,142,48,94,4,3,87,CHAPUIS,54,
Rillans,25492,6.3669,47.4141,68,19,49,1,1,47,CHAPUIS,35,
Salles-Lavalette,16362,0.2363,45.3845,289,96,193,9,4,180,CHAPUIS,108,
Vellefrey-et-Vellefrange,70533,5.8153,47.4354,86,24,62,2,1,59,CHAPUIS,32,
Roppeviller,57594,7.5136,49.0924,78,22,56,1,1,54,CHAPUIS,31,
Orçay,41168,2.1313,47.3092,173,57,116,5,3,108,CHAPUIS,69,
Paizay-le-Chapt,79198,-0.1805,46.0721,181,56,125,5,2,118,CHAPUIS,77,
Lamaronde,80460,1.9043,49.8032,62,17,45,2,1,42,CHAPUIS,22,
Saint-Vallier,16357,-0.0866,45.2836,117,32,85,2,2,81,CHAPUIS,53,
Sabadel-Latronquière,46244,2.0705,44.724,85,23,62,1,2,59,CHAPUIS,46,
Saignes,46246,1.8195,44.7897,64,19,45,2,1,42,CHAPUIS,35,
Maisontiers,79165,-0.264,46.7731,122,37,85,1,1,83,CHAPUIS,54,
Vy-lès-Filain,70583,6.1968,47.5052,86,23,63,1,1,61,CHAPUIS,36,
Bassurels,48020,3.6062,44.16,54,17,37,1,1,35,CHAPUIS,22,
Vadans,70510,5.5732,47.35,101,32,69,1,1,67,BAVÉLÈRE,35,
Pressigny,79218,-0.0859,46.7518,161,45,116,4,2,110,CHAPUIS,78,
Romain,25499,6.3797,47.4427,96,32,64,1,1,62,CHAPUIS,46,
Trancrainville,28392,1.861,48.2388,139,46,93,3,2,88,CHAPUIS,56,
Ronchaux,25500,5.8992,47.0451,72,20,52,1,2,49,CHAPUIS,37,
Cayeux-en-Santerre,80181,2.6025,49.8177,71,19,52,2,1,49,CHAPUIS,25,
Saint-Hippolyte,33420,-0.1216,44.8738,113,30,83,3,2,78,CHAPUIS,60,
Le Grand-Madieu,16157,0.4495,45.9373,134,45,89,2,2,85,CHAPUIS,58,
Agmé,47002,0.3393,44.4884,102,31,71,1,1,69,CHAPUIS,39,
Gurat,16162,0.2633,45.4361,136,40,96,2,2,92,CHAPUIS,58,
Aubigné,79018,-0.1517,46.0429,162,53,109,5,2,102,CHAPUIS,72,
Onay,70394,5.6838,47.393,62,17,45,1,1,43,CHAPUIS,22,
Villard-Notre-Dame,38549,6.0336,45.0188,39,13,26,1,0,25,BAVÉLÈRE,14,
Villard-Reymond,38551,6.0036,45.0323,32,9,23,1,0,22,CHAPUIS,20,
Castéra-Lanusse,65132,0.2917,43.1703,43,13,30,1,0,29,CHAPUIS,21,
Holacourt,57328,6.5085,48.9768,63,18,45,1,1,43,CHAPUIS,23,
Molay,70350,5.7435,47.7347,70,19,51,2,1,48,CHAPUIS,30,
La Baleine,50028,-1.3048,48.9258,94,31,63,2,1,60,CHAPUIS,35,
Jauzé,72148,0.3853,48.2069,78,22,56,3,2,51,CHAPUIS,32,
Condé-lès-Autry,08128,4.854,49.245,65,19,46,1,1,44,BAVÉLÈRE,23,
La Chapelle-sous-Brancion,71094,4.784,46.5532,125,38,87,2,2,83,CHAPUIS,54,
Cierzac,17106,-0.3138,45.5628,197,66,131,2,3,126,CHAPUIS,85,
Bus-la-Mésière,80152,2.715,49.6363,109,29,80,1,2,77,CHAPUIS,44,
Malaucourt-sur-Seille,57436,6.3587,48.8432,112,31,81,1,2,78,BAVÉLÈRE,40,
Saint-Gal,48153,3.4171,44.6708,82,25,57,2,1,54,CHAPUIS,30,
Manhoué,57440,6.3348,48.8261,122,40,82,2,1,79,CHAPUIS,46,
La Chapelle-Pouilloux,79074,0.0475,46.139,146,47,99,2,3,94,CHAPUIS,67,
Saint-Saturnin,48181,3.1934,44.406,78,21,57,1,1,55,CHAPUIS,32,
Thieulloy-la-Ville,80755,1.9277,49.746,108,29,79,3,1,75,CHAPUIS,46,
Saumane,04201,5.6827,44.0824,120,31,89,1,2,86,CHAPUIS,51,
Orve,25436,6.5592,47.3381,57,17,40,1,1,38,CHAPUIS,23,
Rupt-sur-Saône,70457,5.9284,47.6515,107,31,76,3,2,71,CHAPUIS,41,
Péreyres,07173,4.2529,44.7799,55,17,38,1,1,36,BAVÉLÈRE,20,
Marthille,57451,6.5603,48.9283,155,49,106,1,1,104,CHAPUIS,60,
Lussac,16195,0.4595,45.8563,236,69,167,4,3,160,CHAPUIS,114,
Belloy-Saint-Léonard,80081,1.9116,49.9049,83,28,55,2,1,52,CHAPUIS,29,
Séligné,79312,-0.2814,46.138,84,28,56,2,1,53,CHAPUIS,45,
Ugny-l'Equipée,80771,3.0693,49.8131,31,9,22,0,1,21,CHAPUIS,14,
La Quarte,70430,5.7009,47.7745,57,19,38,1,1,36,BAVÉLÈRE,22,
Wiry-au-Mont,80825,1.8442,49.956,75,22,53,1,1,51,CHAPUIS,30,
Voissay,17481,-0.6041,45.9484,130,40,90,3,2,85,CHAPUIS,48,
Avondance,62066,2.101,50.4789,35,10,25,1,0,24,BAVÉLÈRE,14,
Luppé-Violles,32220,-0.1411,43.7349,119,40,79,2,2,75,CHAPUIS,47,
Taulis,66203,2.62,42.5157,59,16,43,2,1,40,BAVÉLÈRE,24,
Cendrecourt,70114,5.9377,47.8405,162,46,116,1,3,112,BAVÉLÈRE,58,
Angirey,70022,5.7674,47.4544,93,31,62,2,1,59,CHAPUIS,33,
Saint-Ouen-la-Thène,17377,-0.1691,45.8611,86,26,60,2,2,56,CHAPUIS,42,
Boëcé,61048,0.4528,48.5153,92,25,67,2,2,63,CHAPUIS,46,
Mornay,71323,4.3761,46.4966,127,37,90,2,2,86,CHAPUIS,49,
Chaînée-des-Coupis,39090,5.4353,46.9222,122,34,88,2,2,84,CHAPUIS,50,
Lachapelle,47126,0.2579,44.5737,80,21,59,2,1,56,CHAPUIS,28,
Lamothe-Goas,32188,0.5724,43.8701,65,18,47,2,1,44,CHAPUIS,24,
Morlet,71322,4.5035,46.9521,58,18,40,2,1,37,BAVÉLÈRE,20,
Laveraët,32205,0.2122,43.5266,77,24,53,2,1,50,CHAPUIS,35,
Martainville,14404,-0.348,48.9453,79,24,55,1,1,53,CHAPUIS,35,
Crouzet-Migette,25180,6.0065,46.9583,126,33,93,4,2,87,CHAPUIS,52,
Muidorge,60442,2.1351,49.5337,87,30,57,2,1,54,CHAPUIS,35,
Chaudon-Norante,04055,6.3151,43.9925,145,44,101,2,1,98,CHAPUIS,54,
Crosey-le-Petit,25178,6.4847,47.3436,108,30,78,2,2,74,CHAPUIS,46,
Châtenois,70141,6.3175,47.6819,121,32,89,4,2,83,CHAPUIS,44,
Fenouillet,66077,2.3809,42.7846,58,18,40,2,1,37,CHAPUIS,26,
Villiers-le-Bois,10431,4.1904,47.957,72,21,51,2,1,48,CHAPUIS,29,
Aubenasson,26015,5.1458,44.6801,52,17,35,1,1,33,CHAPUIS,26,
Monbardon,32260,0.7127,43.3791,64,22,42,0,1,41,CHAPUIS,28,
La Chapelle-Saint-Quillain,70129,5.8139,47.4856,118,37,81,2,1,78,BAVÉLÈRE,45,
Viviers-sur-Artaut,10439,4.4992,48.0991,92,31,61,3,1,57,CHAPUIS,31,
Taillancourt,55503,5.6714,48.5165,104,34,70,1,2,67,CHAPUIS,34,
Castex-d'Armagnac,32087,-0.171,43.8709,95,26,69,2,2,65,CHAPUIS,49,
Comblot,61113,0.5876,48.4597,54,15,39,1,0,38,CHAPUIS,21,
Coudehard,61120,0.1415,48.8527,65,18,47,1,1,45,CHAPUIS,24,
Norrey-en-Auge,14469,-0.0141,48.9146,82,25,57,2,1,54,CHAPUIS,37,
Avensac,32021,0.9069,43.8305,63,20,43,2,1,40,CHAPUIS,22,
La Genevraie,61188,0.3059,48.6801,82,26,56,1,1,54,CHAPUIS,32,
Cazaux-Villecomtal,32099,0.1751,43.4496,62,17,45,1,1,43,CHAPUIS,31,
Bassigney,70052,6.1821,47.8289,121,41,80,3,2,75,BAVÉLÈRE,38,
La Petite-Verrière,71349,4.1641,47.0451,46,14,32,1,1,30,CHAPUIS,15,
Saint-Hilaire-de-Gondilly,18215,2.9026,47.0284,147,45,102,2,3,97,CHAPUIS,52,
Riboux,83105,5.7607,43.3048,69,20,49,2,1,46,CHAPUIS,26,
Talmont-sur-Gironde,17437,-0.9005,45.5418,120,37,83,2,2,79,CHAPUIS,55,
Bars,32030,0.3001,43.5134,104,33,71,2,1,68,CHAPUIS,42,
Porta,66146,1.7846,42.5287,114,33,81,4,1,76,CHAPUIS,46,
Saint-Deniscourt,60571,1.8644,49.6079,54,15,39,1,1,37,CHAPUIS,25,
Chassagne-Saint-Denis,25129,6.1085,47.0864,101,34,67,3,1,63,CHAPUIS,43,
Saint-Hilaire-en-Woëvre,55457,5.7006,49.0745,141,41,100,3,3,94,BAVÉLÈRE,49,
Villars,28411,1.5442,48.2319,124,33,91,4,2,85,CHAPUIS,57,
Gée-Rivière,32145,-0.1898,43.6757,50,16,34,0,1,33,CHAPUIS,17,
Broye-les-Loups-et-Verfontaine,70100,5.4335,47.4512,68,22,46,1,1,44,CHAPUIS,25,
Montzéville,55355,5.2068,49.1866,121,38,83,3,2,78,BAVÉLÈRE,41,
Barras,04021,6.0955,44.0952,121,40,81,1,2,78,CHAPUIS,46,
Montceaux-lès-Vaudes,10246,4.1558,48.1536,203,53,150,6,3,141,CHAPUIS,75,
Châtelaine (La),39116,5.8268,46.86,118,38,80,1,2,77,CHAPUIS,51,
Saint-Jean-lès-Buzy,55458,5.7416,49.1683,224,61,163,5,5,153,CHAPUIS,84,
Izotges,32161,-0.0211,43.6575,85,23,62,1,1,60,CHAPUIS,43,
Fustérouau,32135,0.0081,43.6864,107,29,78,4,2,72,CHAPUIS,55,
Lublé,37137,0.2557,47.5261,110,34,76,3,2,71,CHAPUIS,55,
Baignes,70047,6.0506,47.5813,90,25,65,2,2,61,CHAPUIS,33,
Pars-lès-Chavanges,10279,4.5036,48.5221,58,16,42,2,1,39,CHAPUIS,21,
Salignac-de-Mirambeau,17417,-0.4808,45.3472,122,34,88,2,1,85,CHAPUIS,49,
Ronvaux,55439,5.558,49.1288,78,26,52,2,1,49,BAVÉLÈRE,29,
Bassanne,33031,-0.0929,44.5615,96,26,70,1,1,68,CHAPUIS,42,
La Chevillotte,25152,6.1546,47.2209,102,30,72,2,2,68,CHAPUIS,43,
Bourguignon-lès-Conflans,70087,6.1574,47.8157,111,34,77,1,1,75,CHAPUIS,44,
Champagne sur Loue,39095,5.8062,47.0322,124,35,89,4,2,83,CHAPUIS,44,
Villers-sur-Bonnières,60688,1.9608,49.5344,116,35,81,3,2,76,CHAPUIS,47,
Armentieux,32008,0.0971,43.523,67,20,47,1,1,45,CHAPUIS,32,
Ugny-sur-Meuse,55522,5.6933,48.6379,87,25,62,2,2,58,BAVÉLÈRE,33,
Chaumesnil,10093,4.6286,48.3587,89,24,65,2,1,62,CHAPUIS,38,
Villécloye,55554,5.4002,49.5142,130,40,90,4,2,84,BAVÉLÈRE,48,
Pouy-Loubrin,32327,0.6108,43.4673,70,20,50,1,1,48,CHAPUIS,29,
Saint-Auban-d'Oze,05131,5.8478,44.4871,71,22,49,2,1,46,CHAPUIS,25,
Brey-et-Maison-du-Bois,25096,6.2395,46.7455,101,28,73,1,1,71,CHAPUIS,52,
Saint-Marcouf,14613,-0.9994,49.2558,87,23,64,3,2,59,CHAPUIS,46,
Bassignac-le-Bas,19017,1.8713,45.0272,87,26,61,1,1,59,CHAPUIS,43,
Marigny,71278,4.4637,46.6801,135,42,93,1,3,89,CHAPUIS,61,
Ommoy,61316,-0.0263,48.8563,97,33,64,3,1,60,CHAPUIS,37,
Faverelles,45141,2.934,47.5915,125,38,87,3,3,81,CHAPUIS,55,
Dommartin-le-Coq,10127,4.3514,48.4954,51,14,37,1,1,35,CHAPUIS,22,
Guevenatten,68114,7.0799,47.6814,125,35,90,2,2,86,CHAPUIS,45,
Brignac,56025,-2.391,48.1116,141,47,94,4,2,88,CHAPUIS,65,
Vittarville,55572,5.4112,49.3857,61,17,44,1,1,42,CHAPUIS,28,
Adaincourt,57007,6.4423,49.006,92,29,63,2,1,60,CHAPUIS,41,
Vignol,58308,3.6595,47.3528,68,21,47,1,1,45,CHAPUIS,29,
Gigors,04093,6.1418,44.4205,40,11,29,1,0,28,BAVÉLÈRE,15,
Loison,55299,5.5913,49.3021,81,23,58,2,2,54,CHAPUIS,33,
Coustouges,66061,2.6258,42.3601,94,31,63,3,1,59,CHAPUIS,32,
Saint-Bazile,87137,0.8074,45.7322,110,31,79,4,2,73,CHAPUIS,57,
Saint-Omer,14635,-0.4464,48.93,113,37,76,3,2,71,CHAPUIS,43,
Channes,10079,4.2606,47.9423,101,33,68,1,2,65,BAVÉLÈRE,33,
Salles-d'Armagnac,32408,-0.0456,43.81,97,28,69,2,2,65,CHAPUIS,48,
La Bastide,66018,2.577,42.5365,57,18,39,1,1,37,CHAPUIS,25,
Courtaoult,10108,3.8736,48.0244,61,19,42,1,1,40,CHAPUIS,27,
Bretenière (La),39076,5.6667,47.1293,153,45,108,3,3,102,CHAPUIS,64,
Lescouët-Gouarec,22124,-3.2102,48.1658,151,40,111,5,1,105,CHAPUIS,80,
Berhet,22006,-3.3092,48.6975,158,51,107,3,2,102,CHAPUIS,68,
Chemilly,70148,6.018,47.6414,80,23,57,2,2,53,BAVÉLÈRE,28,
Citey,70156,5.7876,47.4355,82,24,58,1,1,56,BAVÉLÈRE,31,
Aboncourt,57001,6.352,49.258,268,70,198,7,6,185,CHAPUIS,107,
Douaumont-Vaux,55537,5.4476,49.2125,65,18,47,1,1,45,BAVÉLÈRE,25,
Blesme,51068,4.7932,48.732,158,49,109,3,1,105,CHAPUIS,53,
Saint-Christaud,32367,0.2613,43.5257,64,20,44,2,1,41,CHAPUIS,21,
Echevannes,25211,6.2275,47.0724,73,20,53,2,1,50,CHAPUIS,36,
Courbiac,47072,1.0401,44.3762,84,25,59,2,1,56,CHAPUIS,38,
Saint-Martin-des-Puits,11354,2.5804,43.039,27,8,19,0,0,19,CHAPUIS,11,
Saint-Avit-de-Soulège,33377,0.1192,44.8117,65,22,43,1,1,41,CHAPUIS,24,
Novella,2B180,9.1012,42.5977,95,30,65,1,1,63,BAVÉLÈRE,34,
Labretonie,47122,0.3708,44.4889,135,36,99,1,2,96,CHAPUIS,62,
Ansan,32002,0.7836,43.6853,73,24,49,1,1,47,CHAPUIS,25,
Vers-sur-Méouge,26372,5.5572,44.2318,40,12,28,0,1,27,CHAPUIS,22,
Le Verneil,73311,6.1818,45.4551,86,24,62,2,1,59,CHAPUIS,43,
Contrazy,09098,1.2027,43.0579,78,26,52,2,1,49,CHAPUIS,33,
Mauvezin-d'Armagnac,40176,-0.1331,43.9575,74,20,54,1,1,52,CHAPUIS,41,
Aveux,65053,0.5604,43.0096,38,10,28,1,1,26,CHAPUIS,21,
Mailholas,31312,1.2519,43.2467,39,10,29,1,1,27,CHAPUIS,23,
Oroux,79197,-0.0946,46.6894,77,21,56,1,1,54,CHAPUIS,39,
Freychenet,09126,1.7336,42.895,92,27,65,2,1,62,CHAPUIS,43,
Hautefaye,24209,0.5098,45.5376,90,25,65,3,2,60,CHAPUIS,33,
Glatens,82070,0.9182,43.8944,59,15,44,1,1,42,BAVÉLÈRE,22,
Piazzole,2B217,9.4042,42.3946,57,19,38,2,1,35,CHAPUIS,23,
Neuffons,33304,0.0139,44.6461,138,43,95,2,2,91,CHAPUIS,58,
Maure,64372,-0.0767,43.3768,88,30,58,3,2,53,CHAPUIS,39,
Sainte-Colombe-sur-Guette,11335,2.2465,42.7547,43,13,30,1,0,29,CHAPUIS,18,
Tersannes,87195,1.1263,46.2944,116,32,84,3,2,79,CHAPUIS,61,
Courris,81071,2.4012,43.9617,71,23,48,2,1,45,CHAPUIS,26,
Saint-Paul-d'Oueil,31508,0.557,42.8427,39,12,27,1,0,26,CHAPUIS,16,
Poupas,82143,0.8336,43.9641,68,19,49,1,1,47,CHAPUIS,33,
Tartonne,04214,6.3788,44.0815,92,30,62,1,1,60,CHAPUIS,31,
Lasserre,47139,0.3831,44.0781,65,19,46,2,1,43,CHAPUIS,32,
Termes,11388,2.5637,43.0048,52,16,36,2,1,33,BAVÉLÈRE,19,
Beauvoir-en-Royans,38036,5.3473,45.1187,79,27,52,3,1,48,CHAPUIS,32,
La Chapelle-Saint-Jean,24113,1.1621,45.196,78,23,55,2,1,52,CHAPUIS,32,
Sainte-Marie-d'Alvey,73254,5.7111,45.596,116,35,81,2,2,77,CHAPUIS,44,
Villautou,11419,1.8385,43.1619,50,16,34,1,1,32,CHAPUIS,19,
Momy,64388,-0.1057,43.3892,108,35,73,2,2,69,CHAPUIS,49,
Soucirac,46308,1.5015,44.7045,90,25,65,1,1,63,CHAPUIS,44,
Lichos,64341,-0.8815,43.311,101,31,70,2,1,67,CHAPUIS,49,
Lichans-Sunhar,64340,-0.8828,43.0961,71,23,48,2,1,45,CHAPUIS,28,
Sansa,66191,2.1818,42.6153,45,13,32,1,1,30,CHAPUIS,21,
Frontenac,46116,1.9708,44.5466,66,17,49,2,0,47,CHAPUIS,31,
Saint-Romans-des-Champs,79294,-0.348,46.203,135,38,97,2,3,92,CHAPUIS,64,
Salza,11374,2.5037,42.9818,32,10,22,1,0,21,BAVÉLÈRE,14,
Ligueux,33246,0.2671,44.794,139,44,95,4,2,89,CHAPUIS,56,
Paulhac-en-Margeride,48110,3.3852,44.9424,91,25,66,1,1,64,CHAPUIS,48,
Noalhac,48106,3.1139,44.7979,88,27,61,2,1,58,CHAPUIS,35,
Tarerach,66201,2.5185,42.6731,47,14,33,1,0,32,CHAPUIS,17,
Verdaches,04235,6.3457,44.2729,67,18,49,1,1,47,CHAPUIS,29,
Sembas,47297,0.6447,44.3216,123,36,87,2,2,83,CHAPUIS,50,
Boulc,26055,5.584,44.6378,127,36,91,3,2,86,CHAPUIS,59,
Prémeyzel,01310,5.6457,45.6838,126,38,88,4,1,83,CHAPUIS,52,
Ourde,65347,0.5422,42.967,45,13,32,1,1,30,CHAPUIS,17,
Sadillac,24359,0.4868,44.7272,73,24,49,1,1,47,CHAPUIS,31,
Salsein,09279,1.0024,42.9044,48,15,33,1,1,31,CHAPUIS,16,
Chazelles,15048,3.3304,45.1067,38,13,25,1,1,23,CHAPUIS,13,
Cardo-Torgia,2A064,8.9725,41.853,48,13,35,0,1,34,BAVÉLÈRE,19,
Ponsampère,32323,0.3729,43.4587,93,25,68,3,2,63,CHAPUIS,38,
Sor,09297,1.0111,42.9201,29,10,19,1,0,18,CHAPUIS,16,
Saint-Aubin-de-Nabirat,24375,1.2836,44.7301,95,25,70,2,1,67,CHAPUIS,42,
Peyrusse-Vieille,32317,0.1742,43.6281,53,17,36,1,1,34,CHAPUIS,29,
Castillon(Canton de Lembeye),64182,-0.1348,43.4839,61,19,42,2,1,39,CHAPUIS,33,
Gourvieille,11166,1.787,43.3351,67,18,49,1,1,47,CHAPUIS,25,
Marsas,65300,0.2239,43.0519,71,19,52,1,1,50,CHAPUIS,30,
Esparron,31172,0.8113,43.2622,38,11,27,1,0,26,CHAPUIS,23,
Pratviel,81213,1.8895,43.6371,75,25,50,2,1,47,CHAPUIS,25,
Dardenac,33148,-0.2423,44.7848,77,23,54,1,1,52,CHAPUIS,39,
Castetner,64179,-0.7317,43.4394,140,38,102,2,3,97,CHAPUIS,73,
Chambon (Le),07049,4.3005,44.8332,68,20,48,2,1,45,CHAPUIS,30,
Loubers,81148,1.8936,44.0401,87,28,59,2,1,56,CHAPUIS,34,
Bourg-d'Oueil,31081,0.4862,42.8603,24,8,16,0,0,16,CHAPUIS,16,
Gayon,64236,-0.1666,43.4875,65,20,45,2,1,42,CHAPUIS,26,
Vérignon,83147,6.2735,43.6532,35,12,23,0,1,22,BAVÉLÈRE,15,
Uz,65458,-0.0935,42.9558,41,13,28,0,0,28,CHAPUIS,16,
Miolles,81167,2.5457,43.8774,97,30,67,3,1,63,CHAPUIS,42,
Lambruisse,04099,6.4478,44.0372,111,32,79,2,1,76,CHAPUIS,45,
Bachos,31040,0.6105,42.8983,42,12,30,1,1,28,CHAPUIS,14,
Valignat,03295,3.08,46.1762,59,17,42,1,1,40,CHAPUIS,29,
Tournous-Darré,65448,0.3585,43.2877,66,19,47,1,1,45,CHAPUIS,36,
Roques,32351,0.2988,43.8404,83,23,60,2,1,57,CHAPUIS,39,
Muracciole,2B171,9.186,42.1724,52,14,38,1,1,36,CHAPUIS,21,
Poggio-Marinaccio,2B241,9.3552,42.4369,48,14,34,1,1,32,BAVÉLÈRE,18,
Soréac,65430,0.1605,43.3132,45,14,31,1,1,29,CHAPUIS,20,
Saint-Etienne-de-Puycorbier,24399,0.3187,45.0977,105,29,76,2,2,72,CHAPUIS,43,
Unzent,09319,1.5333,43.1686,82,23,59,2,1,56,CHAPUIS,31,
Saint-Marcory,24446,0.9272,44.7259,44,12,32,1,0,31,CHAPUIS,22,
Saint-Avit-Frandat,32364,0.6585,43.9836,74,23,51,3,1,47,CHAPUIS,34,
Juzes,31243,1.7911,43.4476,83,24,59,2,1,56,CHAPUIS,45,
Espieilh,65167,0.2401,43.0789,39,11,28,1,1,26,CHAPUIS,13,
Peyrolles,11287,2.341,42.9575,63,17,46,1,1,44,CHAPUIS,24,
Rougon,04171,6.3874,43.7959,116,33,83,3,2,78,CHAPUIS,52,
Clèdes,40083,-0.3763,43.6082,105,34,71,2,1,68,CHAPUIS,54,
Bastanès,64099,-0.7467,43.3558,92,27,65,3,2,60,CHAPUIS,39,
Mauvezin-de-Sainte-Croix,09184,1.2309,43.0793,37,11,26,1,1,24,CHAPUIS,21,
